database_identifier,Hemostasis,Neurotransmitter release cycle,Transmission across Chemical Synapses,Neuronal System,Metabolism,Synthesis of PC,Glycerophospholipid biosynthesis,Phospholipid metabolism,Phase II - Conjugation of compounds,Signal Transduction,Triglyceride catabolism,Integration of energy metabolism,Disease,Immune System,Cholesterol biosynthesis,Digestion of dietary lipid,Metabolism of vitamins and cofactors,Biological oxidations,Cytochrome P450 - arranged by substrate type,Phase I - Functionalization of compounds,Visual phototransduction,Peptide hormone metabolism,Hydroxycarboxylic acid-binding receptors,Signaling by GPCR,Class A/1 (Rhodopsin-like receptors),Olfactory Signaling Pathway,"Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)",Transport of small molecules,GPCR downstream signalling,Metabolism of proteins,Free fatty acids regulate insulin secretion,"Incretin synthesis, secretion, and inactivation","Synthesis, secretion, and inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP)",G alpha (q) signalling events,G alpha (i) signalling events,Regulation of insulin secretion,"Transport of bile salts and organic acids, metal ions and amine compounds","Transport of vitamins, nucleosides, and related molecules",SLC-mediated transmembrane transport,Passive transport by Aquaporins,Fatty Acids bound to GPR40 (FFAR1) regulate insulin secretion,Free fatty acid receptors,Aquaporin-mediated transport,GPCR ligand binding,Organic cation/anion/zwitterion transport,Metabolism of lipids,SLC transporter disorders,Defective SLC27A4 causes ichthyosis prematurity syndrome (IPS),Disorders of transmembrane transporters,Metabolism of fat-soluble vitamins,Metabolism of amino acids and derivatives,Metabolism of carbohydrates,Transport of fatty acids,Digestion,Metabolism of steroids,Digestion and absorption,Triglyceride metabolism,Sensory Perception,Sensory perception of taste,"Sensory perception of sweet, bitter, and umami (glutamate) taste",Retinoid metabolism and transport,group_type
36,-0.37458633970856253,-0.5546898473316991,-0.5546898473316991,-0.5546898473316991,0.4609376206263369,0.35242821263067914,-0.03249229402034995,-0.03249229402034995,-0.5370107047807041,-0.3884777611933804,-0.37458633970856253,0.3619534286439364,-0.5037322451251832,-0.5135229812768073,-0.5135229812768073,-0.37458633970856253,-0.5306916613767926,-0.4857650304963342,-0.21411764268116137,-0.21411764268116137,-0.6477003533121769,0.354107875916086,-0.2968850923473608,-0.3693182412542693,-0.3512557397468505,-0.3970411684949928,-0.4280502245037822,-0.5187742807434753,-0.3693182412542693,0.354107875916086,0.3619534286439364,-0.4280502245037822,0.3619534286439364,0.4441798182791076,-0.2735256822156875,0.3619534286439364,-0.4457034498715953,-0.49813362147817997,-0.49542675188812435,-0.5194191719306162,0.3619534286439364,-0.4280502245037822,-0.5194191719306162,-0.3549236063665751,0.19210216075892578,-0.026811102190643404,-0.4794743662790815,-0.4740465287133371,-0.4977603624373372,-0.6477003533121769,-0.491051031571439,0.1789772084011947,-0.4740465287133371,-0.37458633970856253,-0.5135229812768073,-0.37458633970856253,-0.37458633970856253,0.3738685927254462,0.5141938089245085,0.5141938089245085,-0.6477003533121769,Case
38,0.38531218053417615,-0.5599464791564194,-0.5599464791564194,-0.5599464791564194,-0.21646012137236298,0.4648073107481201,0.5897940696054981,0.5897940696054981,-0.360299614862869,-0.04168754114547683,0.38531218053417615,0.33757026369312026,-0.03746397306739672,-0.41509446104306524,-0.41509446104306524,0.38531218053417615,-0.3457346548164493,-0.16754997568932245,0.06563644492170152,0.06563644492170152,-0.18941161578104168,0.39843777256254953,-0.269152992643878,-0.020746579489807824,-0.19337927046649026,-0.5214248820018108,-0.41905374903595044,0.10930857928386567,-0.020746579489807824,0.39843777256254953,0.33757026369312026,-0.41905374903595044,0.33757026369312026,0.20771777463937843,-0.250684822583718,0.33757026369312026,-0.25616222258215904,0.12059259488728548,0.09946586646159544,0.1923560551787589,0.33757026369312026,-0.41905374903595044,0.1923560551787589,-0.1902135934173591,0.1973282010611303,0.537037976230823,-0.4677064478382331,-0.42640575594590324,-0.43269536787903107,-0.18941161578104168,-0.13275387389470145,-0.23647626951102943,-0.42640575594590324,0.38531218053417615,-0.41509446104306524,0.38531218053417615,0.38531218053417615,0.36828217056587237,0.15946470930429324,0.15946470930429324,-0.18941161578104168,Case
39,-0.24318064701322584,-0.37412670015911625,-0.37412670015911625,-0.37412670015911625,0.3665694926968443,-0.2584301732332854,-0.1391581377048266,-0.1391581377048266,-0.35421761548625974,-0.24529078381585465,-0.24318064701322584,-0.2797786527449469,-0.31511296312236114,-0.5040057415523322,-0.5040057415523322,-0.24318064701322584,0.040768287161734126,-0.15646884513794984,0.020978468470284683,0.020978468470284683,0.2013444988558694,0.1877201909965108,0.1772463349049592,-0.23339537165043642,-0.2574574172538636,0.5292808155881761,-0.18416386003913032,-0.37206213575452624,-0.23339537165043642,0.1877201909965108,-0.2797786527449469,-0.18416386003913032,-0.2797786527449469,0.22184149020161126,0.08106272793441777,-0.2797786527449469,-0.4199812716673169,-0.30099546642196356,-0.3687289261165426,-0.5292475380882231,-0.2797786527449469,-0.18416386003913032,-0.5292475380882231,-0.21185029192570456,0.13608499657316608,-0.20650972322046773,-0.29278262612742406,-0.24130287171761358,-0.31094212265240867,0.2013444988558694,-0.4329212191415423,0.03929998775248629,-0.24130287171761358,-0.24318064701322584,-0.5040057415523322,-0.24318064701322584,-0.24318064701322584,-0.3338059879204111,0.05605764969398421,0.05605764969398421,0.2013444988558694,Case
40,-0.059909388040040985,-0.24523628005381923,-0.24523628005381923,-0.24523628005381923,0.11142702793689355,0.6406065120989778,0.5100739299858698,0.5100739299858698,-0.3435344733217092,-0.24227859184601305,-0.059909388040040985,0.10852933280896407,-0.3263220451044275,-0.21299469886742026,-0.21299469886742026,-0.059909388040040985,-0.5172300977192557,-0.3748776358285494,-0.46035710889187903,-0.46035710889187903,-0.4706815277897895,0.10283881752134645,-0.12310032097357984,-0.2371017848522279,-0.2062290181545147,-0.47833740845509853,-0.148837144820873,-0.294705712568472,-0.2371017848522279,0.10283881752134645,0.10852933280896407,-0.148837144820873,0.10852933280896407,0.19886692152729604,-0.11611638448656152,0.10852933280896407,-0.19489465276476428,-0.3018426749649038,-0.3215844214325629,-0.4789269993561724,0.10852933280896407,-0.148837144820873,-0.4789269993561724,-0.22140076067143974,-0.15378175845753686,0.48119454893809105,-0.2113966922545951,-0.14754827571167106,-0.21569447105024558,-0.4706815277897895,-0.15800475460998945,-0.47036203892120654,-0.14754827571167106,-0.059909388040040985,-0.21299469886742026,-0.059909388040040985,-0.059909388040040985,0.346266790835931,0.2958666293970861,0.2958666293970861,-0.4706815277897895,Case
41,0.42214361769556247,-0.614747798513105,-0.614747798513105,-0.614747798513105,0.20263060532850696,0.5576716464385072,0.615956013288608,0.615956013288608,-0.5036718103472352,-0.35425936618791676,0.42214361769556247,0.35775280676198334,-0.5169517149794391,-0.4894140591857279,-0.4894140591857279,0.42214361769556247,-0.4658227343524266,-0.35150796535071105,0.017355135406676003,0.017355135406676003,-0.4612309616672196,0.4379228578303503,0.036818374864459345,-0.3490359893028142,-0.4360582123683722,0.471196328942987,-0.4976400357471674,-0.3993108492558297,-0.3490359893028142,0.4379228578303503,0.35775280676198334,-0.4976400357471674,0.35775280676198334,0.4656872563508757,0.031109687780093088,0.35775280676198334,-0.3424802056761234,-0.529077034146653,-0.5104593247972515,-0.2230939430789846,0.35775280676198334,-0.4976400357471674,-0.2230939430789846,-0.4358333766304259,0.24603725101451449,0.5214849849720111,-0.5310585671012777,-0.504459023670021,-0.5303231063331966,-0.4612309616672196,-0.24342167641015758,-0.263260134867044,-0.504459023670021,0.42214361769556247,-0.4894140591857279,0.42214361769556247,0.42214361769556247,-0.06989954476656594,0.07271290500026481,0.07271290500026481,-0.4612309616672196,Case
43,0.016733075063228544,-0.30567191108918323,-0.30567191108918323,-0.30567191108918323,0.030778178985939174,0.29472582511563983,0.18527001569295506,0.18527001569295506,-0.5434801602502606,-0.01778370167042427,0.016733075063228544,-0.09084603194849729,-0.3552057488555239,0.5959690999839438,0.5959690999839438,0.016733075063228544,-0.2962415941334676,0.1030953859990295,-0.028672968377098023,-0.028672968377098023,-0.09735330000438892,0.08677604399174271,0.6567801618732827,0.004235010708158233,-0.3515870306214242,0.17935760546619625,-0.17484756427091055,-0.3577993910589852,0.004235010708158233,0.08677604399174271,-0.09084603194849729,-0.17484756427091055,-0.09084603194849729,0.2187575177137279,-0.04737533453823297,-0.09084603194849729,-0.31606691476932475,-0.32865995116275376,-0.38870114480989854,-0.23861476722243757,-0.09084603194849729,-0.17484756427091055,-0.23861476722243757,0.028175296478158945,0.49778254485748896,0.19553730869009406,-0.2911160145803193,-0.21052720855581727,-0.30662762222768186,-0.09735330000438892,-0.16681805741181333,-0.1807529747320168,-0.21052720855581727,0.016733075063228544,0.5959690999839438,0.016733075063228544,0.016733075063228544,-0.1340920189790551,0.05607227310568369,0.05607227310568369,-0.09735330000438892,Case
42,0.1218500415689684,-0.586240014803619,-0.586240014803619,-0.586240014803619,0.03159357155890206,0.5153453713905163,0.32784105863711027,0.32784105863711027,0.13055886808956094,-0.4704581113777846,0.1218500415689684,0.5625903485886109,-0.29120246448501935,-0.509137835122552,-0.509137835122552,0.1218500415689684,-0.5849237157349643,0.3236958794684706,0.5010103557854411,0.5010103557854411,-0.6466624260990532,0.5518127945209814,0.5145918916489766,-0.4653954665940754,-0.4832558832926025,-0.3138587451404819,-0.5337571371478539,-0.19643959194916483,-0.4653954665940754,0.5518127945209814,0.5625903485886109,-0.5337571371478539,0.5625903485886109,0.5467231518820888,0.4679852078652119,0.5625903485886109,-0.41665562159165914,-0.10162936800812856,-0.15664750342955713,-0.37746352333826716,0.5625903485886109,-0.5337571371478539,-0.37746352333826716,-0.5000527544623866,0.31064576200981553,0.3895481367685951,-0.5253742892074945,-0.5033194593287669,-0.5357952590689881,-0.6466624260990532,-0.3568339667087449,0.07578113196800261,-0.5033194593287669,0.1218500415689684,-0.509137835122552,0.1218500415689684,0.1218500415689684,0.4895549090742823,0.16387492352675584,0.16387492352675584,-0.6466624260990532,Case
44,0.2084013885218786,-0.3463824968326885,-0.3463824968326885,-0.3463824968326885,-0.07812590883935149,0.6683891040750344,0.43035508033898034,0.43035508033898034,-0.014811885444799116,-0.1661532249574182,0.2084013885218786,-0.373648533304531,-0.09521945361972813,-0.24000168055283608,-0.24000168055283608,0.2084013885218786,0.2368265275424841,0.05602477919952397,0.3094898429923929,0.3094898429923929,0.49164472193059505,0.10941937840374956,0.3397921510087964,-0.1928886443394651,-0.1759321232502456,0.6018361408398948,-0.07380562612024398,0.06018637001031938,-0.1928886443394651,0.10941937840374956,-0.373648533304531,-0.07380562612024398,-0.373648533304531,0.10954285626853967,0.2963755173964116,-0.373648533304531,0.12659667069994332,0.039291536299005066,0.08487660020717547,-0.48588848639458176,-0.373648533304531,-0.07380562612024398,-0.48588848639458176,-0.18704548378180458,-0.2707714777457397,0.4388151523207502,-0.23399488131662963,-0.18164180111796593,-0.19954028315138356,0.49164472193059505,0.19531433303812906,-0.0867082483961012,-0.18164180111796593,0.2084013885218786,-0.24000168055283608,0.2084013885218786,0.2084013885218786,-0.28511653884445187,-0.4981014538630452,-0.4981014538630452,0.49164472193059505,Case
46,-0.4184941812365199,-0.5923915766463822,-0.5923915766463822,-0.5923915766463822,0.3829896857080176,0.18088696819633865,-0.06068507804682254,-0.06068507804682254,0.5163797464121631,-0.489742584946964,-0.4184941812365199,0.4111940481532166,-0.42969560129702133,-0.39007058648872966,-0.39007058648872966,-0.4184941812365199,-0.41473483219643703,0.2931797784811801,-0.06960002236750516,-0.06960002236750516,-0.39836845798250664,0.5052986206186338,0.38664147940976723,-0.4945907307347685,-0.5023957878518407,0.5625958645089951,-0.5036837567382285,-0.5095262510046553,-0.4945907307347685,0.5052986206186338,0.4111940481532166,-0.5036837567382285,0.4111940481532166,0.49077434573513856,0.32712959880531967,0.4111940481532166,-0.5043974402469007,-0.49863590920575407,-0.5152238019851937,-0.5081467348521852,0.4111940481532166,-0.5036837567382285,-0.5081467348521852,-0.49649743435209587,0.4250685548139438,-0.22974888111918865,-0.49164369256570406,-0.473596831362593,-0.4813917181736278,-0.39836845798250664,-0.4495106810344607,0.13595417575801003,-0.473596831362593,-0.4184941812365199,-0.39007058648872966,-0.4184941812365199,-0.4184941812365199,-0.10929964141383655,-0.41474224405567783,-0.41474224405567783,-0.39836845798250664,Case
47,0.023903708804805697,-0.47017258419006336,-0.47017258419006336,-0.47017258419006336,0.26333836832489455,0.6639408486643514,0.4218359640243935,0.4218359640243935,-0.018424658393816958,-0.16338591632835353,0.023903708804805697,-0.1752542636597213,0.127540114013839,-0.1812258047483152,-0.1812258047483152,0.023903708804805697,0.12203185899030942,-0.2380827385420249,-0.2678642720894595,-0.2678642720894595,-0.040510932393317954,0.16995334445760954,-0.3459739139515477,-0.18023182997246698,-0.15081075174845487,0.5517630195319772,-0.1928294127126796,-0.23049391980428788,-0.18023182997246698,0.16995334445760954,-0.1752542636597213,-0.1928294127126796,-0.1752542636597213,0.2315846833931957,-0.31347417692382284,-0.1752542636597213,0.051175819554436876,-0.4121091756062277,-0.254264915370089,-0.5228996957433959,-0.1752542636597213,-0.1928294127126796,-0.5228996957433959,-0.150279059765852,-0.5463095951016596,0.4262766808400757,-0.21830270836130647,-0.3466388901577126,-0.19849977231242608,-0.040510932393317954,-0.12575775273919412,0.08235020920597717,-0.3466388901577126,0.023903708804805697,-0.1812258047483152,0.023903708804805697,0.023903708804805697,-0.3200254451255527,-0.4485393750649019,-0.4485393750649019,-0.040510932393317954,Case
