database_identifier,Transmission across Chemical Synapses,Neuronal System,Developmental Biology,Aerobic respiration and respiratory electron transport,Metabolism,Phase II - Conjugation of compounds,Metabolism of nucleotides,Sulfur amino acid metabolism,Signal Transduction,Disease,Innate Immune System,Immune System,Toll-like Receptor Cascades,Metabolism of steroid hormones,Nicotinate metabolism,Metabolism of water-soluble vitamins and cofactors,Metabolism of vitamins and cofactors,Nicotinamide salvaging,Metabolism of amine-derived hormones,Biological oxidations,Cytochrome P450 - arranged by substrate type,Phase I - Functionalization of compounds,Miscellaneous substrates,Endogenous sterols,Xenobiotics,Generic Transcription Pathway,Abacavir ADME,Abacavir metabolism,Visual phototransduction,Cellular responses to stress,"Metabolism of ingested SeMet, Sec, MeSec into H2Se",Selenoamino acid metabolism,The canonical retinoid cycle in rods (twilight vision),Peptide hormone metabolism,HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand,Metabolism of polyamines,Signaling by GPCR,Class A/1 (Rhodopsin-like receptors),Olfactory Signaling Pathway,Transport of small molecules,GPCR downstream signalling,Metabolism of proteins,G alpha (s) signalling events,G alpha (i) signalling events,"Transport of bile salts and organic acids, metal ions and amine compounds",Transport of inorganic cations/anions and amino acids/oligopeptides,"Transport of vitamins, nucleosides, and related molecules",SLC-mediated transmembrane transport,Proton-coupled monocarboxylate transport,GPCR ligand binding,Diseases of Immune System,Signaling by Retinoic Acid,RA biosynthesis pathway,Organic cation/anion/zwitterion transport,Metabolism of lipids,Metabolic disorders of biological oxidation enzymes,Diseases associated with the TLR signaling cascade,Organic anion transport,Defective SLC29A3 causes histiocytosis-lymphadenopathy plus syndrome (HLAS),Defective SLC16A1 causes symptomatic deficiency in lactate transport (SDLT),SLC transporter disorders,Disorders of transmembrane transporters,Infectious disease,Diseases of metabolism,Surfactant metabolism,Regulation of TLR by endogenous ligand,Post-translational protein modification,tRNA modification in the nucleus and cytosol,Metabolism of fat-soluble vitamins,Pyruvate metabolism,Tryptophan catabolism,Metabolism of amino acids and derivatives,tRNA processing,Pyrimidine salvage,Pyrimidine catabolism,RNA Polymerase II Transcription,Base Excision Repair,DNA Repair,Gene expression (Transcription),Purine salvage,Purine catabolism,Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane,Transcriptional regulation by RUNX2,Metabolism of RNA,Cellular responses to stimuli,Nucleotide catabolism,Nucleotide salvage,Metabolism of steroids,Signaling by Nuclear Receptors,Signaling by TGFB family members,FOXO-mediated transcription,Vitamin B6 activation to pyridoxal phosphate,Sensory Perception,Nucleotide salvage defects,Defective HPRT1 disrupts guanine and hypoxanthine salvage,Defective PNP disrupts phosphorolysis of (deoxy)guanosine and (deoxy)inosine,Nucleotide catabolism defects,Diseases of nucleotide metabolism,Drug ADME,Aspirin ADME,Retinoid metabolism and transport,Defective regulation of TLR7 by endogenous ligand,group_type
S00001171,0.6608744302895286,0.6608744302895286,0.5679134211094615,0.19564946957157772,0.015293522933986826,0.26721108687900663,-0.04176800971804557,-0.5325844772557,0.02971203540328113,-0.1898925912377866,-0.4656833739378065,-0.4656833739378065,-0.4656833739378065,-0.14112464383026135,0.19564946957157772,0.13971500993260824,0.24612213334706592,0.19564946957157772,-0.26979306944676906,0.059984845989917754,0.14250270994934666,0.15882799524115693,-0.1757583499911896,-0.16505541573377897,0.407656764006006,-0.3454984308899143,0.10404002905394634,0.10404002905394634,-0.08149421396016128,-0.3287302118448568,-0.31742342197074996,-0.31742342197074996,-0.5034882007313526,0.7499999501815987,-0.14112464383026135,0.4125042076257829,-0.03836694419479542,0.07523860971740101,-0.10517308894581243,-0.2550659373581195,0.061431495822753104,0.09408726836945458,-0.12210926469485998,0.3448957423280881,-0.19500175723962793,-0.08710632872249482,0.08454263926882627,-0.2550659373581195,-0.19054114925827342,-0.03836694419479542,-0.4656833739378065,-0.3832703500842482,-0.3832703500842482,0.07409147609408638,-0.15385529116354896,0.712428315801118,-0.4656833739378065,0.016323238625860593,0.41512374260032103,-0.19054114925827342,-0.22267232303781706,-0.22267232303781706,-0.31742342197074996,-0.2765436204692319,0.10404002905394634,-0.4656833739378065,-0.1058161451109088,0.6085041814581655,-0.22110844382217765,0.19564946957157772,-0.23804972933581042,-0.42299996648933214,0.6085041814581655,-0.21670018495028576,-0.21670018495028576,-0.3454984308899143,-0.6136657878297441,0.5797555047771152,-0.3454984308899143,-0.19751396263284776,-0.130630383357332,-0.002614455363766847,-0.14112464383026135,0.6085041814581655,-0.3287302118448568,-0.04176800971804557,-0.008363615581917897,-0.3202037555096356,-0.3832703500842482,0.5679134211094615,-0.5566661630906865,0.04497936545991039,-0.33507920903266736,0.18315562883960945,-0.10553700939771225,-0.4068628260371887,-0.4068628260371887,-0.19751396263284776,-0.3933796883572199,-0.19054114925827342,-0.08149421396016128,-0.4656833739378065,Control
S00001178,-0.3402845209792789,-0.3402845209792789,-0.2520457656486493,0.7221808166192462,0.3466796818115248,-0.4898495895355836,0.42924464919511285,0.6848487164799529,0.18115030442031307,0.4524408644801223,0.608493468698448,0.608493468698448,0.608493468698448,-0.56764754815567,0.7221808166192462,0.6241962558249918,0.43635837199120114,0.7221808166192462,-0.1216985385070508,0.16819871917562984,-0.3425686614356996,-0.04936710751998524,-0.5627133407068194,-0.06935600246319891,-0.5526215276387323,-0.46711867796039713,0.4273427726053042,0.4273427726053042,-0.3343780844258273,-0.48825787947181865,0.8169146950246556,0.8169146950246556,0.5777495309999963,-0.003855658708521359,-0.56764754815567,-0.5772946780244647,-0.2975308607906045,-0.1412835598710946,-0.34352756971415127,0.3760520506610551,-0.2423194660046327,-0.17214208641980408,0.07982094096893742,-0.10504867022046423,-0.04361744481555312,-0.5150728028051454,-0.32863928559395755,0.3760520506610551,-0.342220343518034,-0.2975308607906045,0.608493468698448,-0.49404967132364463,-0.49404967132364463,-0.38981814393102443,-0.23199756097516896,0.4331493313138639,0.608493468698448,0.4401415607128796,-0.2718454947433367,-0.342220343518034,0.40081831379409283,0.40081831379409283,0.8169146950246556,-0.14928736123307887,0.4273427726053042,0.608493468698448,-0.5593651353374014,-0.4092789652864397,-0.35022243749506965,0.7221808166192462,-0.2858008263052472,0.1011551423818002,-0.4092789652864397,-0.09813361786067176,-0.09813361786067176,-0.46711867796039713,-0.09702179437514435,0.1559319986033669,-0.46711867796039713,0.4594223735046003,0.46879561213727167,-0.20573868043317786,-0.56764754815567,-0.4092789652864397,-0.48825787947181865,0.42924464919511285,-0.1413064196472302,-0.4510329709617748,-0.49404967132364463,-0.2520457656486493,-0.4579263264601268,0.6132430019437871,-0.4309629616966658,0.5677573800432925,-0.5554581198357049,0.4697058627655932,0.4697058627655932,0.4594223735046003,0.2891382790907449,-0.342220343518034,-0.3343780844258273,0.608493468698448,Control
S00001172,-0.3697244385671491,-0.3697244385671491,-0.33262793631283305,0.6278204290985652,0.43394304217660035,0.7068876733970285,0.5996735161932777,-0.6228551411154588,0.2735249423676078,0.5390261728117803,0.4867796399467419,0.4867796399467419,0.4867796399467419,-0.10911201491315509,0.6278204290985652,0.6140531224984909,0.49131034118336786,0.6278204290985652,-0.5841062574982587,-0.21351993935330912,-0.17929324176461223,-0.055518817473019774,-0.38787985406086245,-0.35943009936650355,0.1157127642745597,-0.30359622872521425,0.6851616517739085,0.6851616517739085,-0.4720054119251507,-0.2925458997421478,0.760028437865798,0.760028437865798,0.08583528063670652,0.00018148760596067574,-0.10911201491315509,0.539737436000244,0.015387535036233895,-0.45320991084902607,0.6579269849630055,0.43692211468739967,-0.044437537021689635,-0.5581975081416157,-0.5370492197158634,-0.38039514096121213,0.43322727172983794,-0.09676338643977696,-0.37368146811687003,0.43692211468739967,0.711343120157952,0.015387535036233895,0.4867796399467419,-0.34561723942410816,-0.34561723942410816,-0.48807795204979254,-0.4619808676445818,0.3552967695650917,0.4867796399467419,0.722480842920583,-0.49333428335617013,0.711343120157952,0.5630949005905809,0.5630949005905809,0.760028437865798,-0.23738774464420803,0.6851616517739085,0.4867796399467419,0.6530092251641593,0.34573454132220977,-0.38465400091180535,0.6278204290985652,0.11599585203566184,-0.41371094217849513,0.34573454132220977,0.6571374586990147,0.6571374586990147,-0.30359622872521425,0.28936957259627577,-0.3444609513928644,-0.30359622872521425,0.2921121833674296,0.35080815833480183,-0.1237311767913482,-0.10911201491315509,0.34573454132220977,-0.2925458997421478,0.5996735161932777,-0.36769985035096014,-0.08906716013821675,-0.34561723942410816,-0.33262793631283305,-0.3263937754596766,0.6502399347282999,-0.09243724965165578,-0.17335933473712012,0.1213335325270603,0.4612346804399468,0.4612346804399468,0.2921121833674296,0.6179095544109248,0.711343120157952,-0.4720054119251507,0.4867796399467419,Control
S00001179,-0.04730367138148857,-0.04730367138148857,0.13914408996302804,-0.010499005327790663,0.18542335531110346,0.7628233256529688,-0.17231777454572,-0.4205840843526565,0.47619339108689474,-0.0878955237582418,0.0017274430194207369,0.0017274430194207369,0.0017274430194207369,-0.3737505930310064,-0.010499005327790663,0.14047921427493745,-0.0860100444044221,-0.010499005327790663,-0.4819805328671876,0.018266090423028427,-0.32398855744157773,0.020148124705414654,-0.4770304084994537,-0.2668431426470526,-0.5270207503453084,-0.43775413868045376,-0.24063439718876806,-0.24063439718876806,-0.23405587341909903,-0.5032697063052373,-0.11510573336298935,-0.11510573336298935,-0.3340974533718441,-0.06384953984028846,-0.3737505930310064,-0.18442614176907673,-0.05677049513968777,-0.24701142786244107,-0.23081983178910584,0.2423459600202632,-0.15420334420768728,0.23817085417954292,-0.14914388513093244,-0.19204782660975855,0.5068369626758366,-0.5088683926406798,0.11264260580694088,0.2423459600202632,0.48503806922650844,-0.05677049513968777,0.0017274430194207369,-0.45899212115390686,-0.45899212115390686,-0.429396390429924,-0.43084482552382447,-0.03918580453806217,0.0017274430194207369,0.5423110904335565,0.4729517271676357,0.48503806922650844,0.16645233197820733,0.16645233197820733,-0.11510573336298935,-0.059889991231994795,-0.24063439718876806,0.0017274430194207369,-0.13501325166800676,0.27647777304350085,0.526701156066444,-0.010499005327790663,0.2455029614098851,0.09760559663282074,0.27647777304350085,-0.6474243777833902,-0.6474243777833902,-0.43775413868045376,-0.5841364835902352,0.5690069427068466,-0.43775413868045376,-0.26313362483025077,0.055016002514676726,-0.014004461769240417,-0.3737505930310064,0.27647777304350085,-0.5032697063052373,-0.17231777454572,0.5442499367441408,-0.5328079745573198,-0.45899212115390686,0.13914408996302804,-0.5701053976372987,0.6561545059723202,0.3951960709993854,0.5827938312889275,-0.6113517178622079,-0.11615945489073624,-0.11615945489073624,-0.26313362483025077,0.21024554891679095,0.48503806922650844,-0.23405587341909903,0.0017274430194207369,Control
S00001180,-0.5001893983944049,-0.5001893983944049,-0.4526971516749324,-0.18351013823037304,-0.04939659079685355,-0.5087229300451666,0.12422307132397604,-0.149309376153435,-0.23468340810623836,-0.0523918277873907,0.44471183229261746,0.44471183229261746,0.44471183229261746,0.6993581164256354,-0.18351013823037304,-0.08697712757119722,-0.2244758283255488,-0.18351013823037304,-0.37633166352336234,0.3220759975436721,0.6461989853332766,0.39898303518372435,0.7127685644745958,-0.15001878070659355,0.6290161001886704,0.6542982643383706,0.28242293902835636,0.28242293902835636,0.39870674820233337,0.6497111756214261,-0.3366144168583992,-0.3366144168583992,0.42547346977826705,0.24869969569777264,0.6993581164256354,-0.24816708471460713,-0.5214445742782942,-0.39024162354894504,0.3119489242959652,-0.058988635039866615,-0.5715113679877464,-0.012275216888196201,-0.46895036142348906,0.157580122514875,-0.1495606108217621,0.6509316845569973,-0.2331011468200332,-0.058988635039866615,-0.505414881772305,-0.5214445742782942,0.44471183229261746,0.7173844059016118,0.7173844059016118,0.6043297487064941,0.25590368850787054,-0.5371021800207832,0.44471183229261746,-0.5793501746748181,-0.28324956803895557,-0.505414881772305,-0.09686206069319642,-0.09686206069319642,-0.3366144168583992,0.3545079943313801,0.28242293902835636,0.44471183229261746,0.48561694870612193,-0.11838982404532943,0.022444240546517558,-0.18351013823037304,-0.17143948855087895,0.16203603096709424,-0.11838982404532943,0.6349583827056663,0.6349583827056663,0.6542982643383706,0.6303721794449859,-0.5309886468719541,0.6542982643383706,0.19980906646194116,0.12344122148193955,-0.06678510218810728,0.6993581164256354,-0.11838982404532943,0.6497111756214261,0.12422307132397604,-0.32158810596611814,0.48502384026512607,0.7173844059016118,-0.4526971516749324,0.5717279229477553,0.4366913480832957,-0.3702250684105156,-0.5201859264337009,0.590358459020171,0.31587666654947594,0.31587666654947594,0.19980906646194116,-0.32481736758631724,-0.505414881772305,0.39870674820233337,0.44471183229261746,Case
S00001187,-0.5774481659497678,-0.5774481659497678,-0.22637858900056962,0.023097907004226138,0.1574734167485266,-0.23796604351315934,-0.25985236592418,-0.5293723350140783,-0.18699835425716552,0.13644726336089552,-0.1591359972260411,-0.1591359972260411,-0.1591359972260411,0.6678578826366791,0.023097907004226138,0.33258516339375516,0.26597313405101186,0.023097907004226138,0.05906003921988533,0.36467636630018296,0.5354919910709418,0.3600095432004327,0.6617454473247086,-0.2770238480300228,0.6559087015450396,0.44067915773870503,0.5741071001928302,0.5741071001928302,-0.08990341629239483,0.4252243507773299,-0.10592521243853728,-0.10592521243853728,0.6376023746890583,-0.35632410202213743,0.6678578826366791,0.5251106419175847,-0.4081021856088926,-0.2936452303407984,0.4378600842882504,0.09741975055449173,-0.3558184386221107,-0.4622853517787891,-0.319872555157474,0.5072000152231411,-0.21940010697573245,0.5697941357418355,-0.3299212862287286,0.09741975055449173,0.009951134585943353,-0.4081021856088926,-0.1591359972260411,0.33937999938691793,0.33937999938691793,-0.3537770117119832,0.3955677528019512,-0.38890563060024735,-0.1591359972260411,0.3478493257113228,0.30864678786145605,0.009951134585943353,0.1788971003090205,0.1788971003090205,-0.10592521243853728,0.5734189413373826,0.5741071001928302,-0.1591359972260411,0.4894759514996497,0.45479022158731014,-0.337450050643534,0.023097907004226138,-0.33574450689723145,-0.3416452348751647,0.45479022158731014,-0.6004784857359574,-0.6004784857359574,0.44067915773870503,0.5504642434865227,-0.47300144272292155,0.44067915773870503,0.34087196543942955,0.33458884039225417,-0.47421291116283043,0.6678578826366791,0.45479022158731014,0.4252243507773299,-0.25985236592418,0.38983837120720394,0.4913551222108477,0.33937999938691793,-0.22637858900056962,0.08007127065896186,0.10231994817574795,-0.4114814417575353,-0.5049111850222732,0.5876394526792769,0.24029684806697715,0.24029684806697715,0.34087196543942955,0.004325896305703712,0.009951134585943353,-0.08990341629239483,-0.1591359972260411,Case
S00001194,0.3968215042450665,0.3968215042450665,0.6516521942258618,-0.20724525744543665,-0.33146965001792605,-0.3738682643443275,-0.12282182842216913,-0.492260585937491,-0.2904911562592471,-0.2623090527384575,-0.5669567480284445,-0.5669567480284445,-0.5669567480284445,0.7007416048332734,-0.20724525744543665,-0.2457463308566585,-0.0938398052200517,-0.20724525744543665,0.347677443234972,-0.14310924666905658,-0.11102268155443601,-0.2596046908573505,0.1426620417184025,0.6285965058778759,0.42135626078173444,0.18819103584827976,-0.09834140409191489,-0.09834140409191489,0.2121163080601496,0.681055317226452,-0.37608359120174417,-0.37608359120174417,2.085330386396203e-05,0.3051164886497439,0.7007416048332734,0.43918687201277684,0.3372939120349589,0.18692494504701304,0.7600313275107025,-0.36488445668843156,0.21095093346430022,-0.36420229767491835,0.37269093301864425,-0.19388577520946554,-0.2789481838218174,-0.10339261882315716,0.4183099469225565,-0.36488445668843156,0.008378809807687179,0.3372939120349589,-0.5669567480284445,0.2306221695571643,0.2306221695571643,-0.09622179762855718,0.36018012956609435,0.6375114214087731,-0.5669567480284445,0.0641557376887319,-0.09735362301362563,0.008378809807687179,-0.2746378255018855,-0.2746378255018855,-0.37608359120174417,-0.3155527701302007,-0.09834140409191489,-0.5669567480284445,0.7218593938583712,0.22561566738721817,-0.13743609167994697,-0.20724525744543665,0.6816205428655318,-0.29587115829693295,0.22561566738721817,0.5202929789582365,0.5202929789582365,0.18819103584827976,-0.610589962973709,0.4411441429159445,0.18819103584827976,-0.3621997950366085,-0.27858393640519563,0.4323263212541821,0.7007416048332734,0.22561566738721817,0.681055317226452,-0.12282182842216913,-0.07787666697771449,0.6348278202128875,0.2306221695571643,0.6516521942258618,0.6321925728566002,-0.4601863156644069,-0.019375951017008862,0.3849051393055727,-0.5486886756172737,-0.5081158600329466,-0.5081158600329466,-0.3621997950366085,-0.13881535307040338,0.008378809807687179,0.2121163080601496,-0.5669567480284445,Case
S00001181,-0.3606438924928431,-0.3606438924928431,-0.46624465432058004,0.44466254263910837,-0.06572470053862685,-0.1027776595867104,0.06771160354548504,0.02821368176269749,0.22546500255021645,0.11589347808017156,0.46088843827194603,0.46088843827194603,0.46088843827194603,-0.4963234679614221,0.44466254263910837,0.0463966890444432,0.03513955617853914,0.44466254263910837,0.3838243059500198,0.33530142775103233,0.305954047802665,0.30420417199909006,0.17216518610674336,-0.38416255375496267,-0.23533956936633166,0.03129058653823594,-0.36568310179212526,-0.36568310179212526,0.22217323641115685,-0.4238003706410312,0.46271479858268005,0.46271479858268005,0.11614615316418683,-0.3173590294077165,-0.4963234679614221,0.30216393939962816,-0.3095658822601921,-0.306883905364142,0.01291351905145308,-0.06485054691474319,-0.4021979914404853,-0.006678363807037171,-0.06696915675731538,0.32649423521820425,0.3414258487342647,0.606275843671082,0.46039264189982176,-0.06485054691474319,0.805495512807936,-0.3095658822601921,0.46088843827194603,0.3139446602028981,0.3139446602028981,0.33344470467631776,-0.19412692275345705,-0.20921712811540713,0.46088843827194603,-0.4841946914466715,-0.2969700962349928,0.805495512807936,0.06907914920651148,0.06907914920651148,0.46271479858268005,-0.22190265546943297,-0.36568310179212526,0.46088843827194603,0.15891661129626586,-0.1837246634470365,-0.025477793920587986,0.44466254263910837,0.24604139921700183,-0.19121303512808877,-0.1837246634470365,0.5923902870188222,0.5923902870188222,0.03129058653823594,-0.44868483481469945,0.3759858444712503,0.03129058653823594,-0.2116841590031042,-0.2636967028671615,0.5859603746477464,-0.4963234679614221,-0.1837246634470365,-0.4238003706410312,0.06771160354548504,-0.343242780769787,-0.3909619469917766,0.3139446602028981,-0.46624465432058004,-0.17118747794083314,-0.33944255005457924,-0.09209385090948365,0.334314862587595,-0.4428156518106649,0.1412006214487423,0.1412006214487423,-0.2116841590031042,0.434078452769603,0.805495512807936,0.22217323641115685,0.46088843827194603,Case
S00001188,0.6402363454844197,0.6402363454844197,0.11043653595177763,-0.5071341513084618,-0.36566362414744885,-0.408683082433623,-0.39139939032346543,-0.017976923552186698,-0.29326616753497936,-0.300731940815206,-0.16293448380997055,-0.16293448380997055,-0.16293448380997055,0.7482864782798364,-0.5071341513084618,-0.5351106488134958,-0.407544420301842,-0.5071341513084618,0.482644339193104,-0.2397322879851918,-0.033372206088908916,-0.3471785461425245,0.7042926799937369,0.653854293990344,0.4611133215031036,0.6143790042212985,-0.2966518424619278,-0.2966518424619278,0.3433292770138856,0.5848886693479796,-0.3246777613057204,-0.3246777613057204,-0.4485604137744033,0.7551809467379614,0.7482864782798364,0.10592131630677201,0.5301753750247272,0.4231607543301262,-0.32503000404715865,-0.3640869783168924,0.45871889947689043,0.005020539863454965,0.4642894174734914,-0.5281998811323338,-0.5259871545740568,-0.5076333364507,-0.08138444850549209,-0.3640869783168924,-0.5161712320342288,0.5301753750247272,-0.16293448380997055,0.22782283957040958,0.22782283957040958,0.6717271069156222,0.5528063911104155,-0.40978903587797244,-0.16293448380997055,-0.5798766335037482,0.48998165067627986,-0.5161712320342288,-0.12395535102329584,-0.12395535102329584,-0.3246777613057204,0.3153316773985104,-0.2966518424619278,-0.16293448380997055,0.2526512136407825,0.1868110961843094,0.5318815493632687,-0.5071341513084618,0.6600011832598107,-0.020346760282801135,0.1868110961843094,-0.5882476050235962,-0.5882476050235962,0.6143790042212985,0.4342079638561494,-0.3492251582743768,0.6143790042212985,-0.06581066002496354,-0.07867777843580953,-0.35078960319729807,0.7482864782798364,0.1868110961843094,0.5848886693479796,-0.39139939032346543,0.505294138188001,0.5762461484193095,0.22782283957040958,0.11043653595177763,0.5325679722033511,-0.5598731570694063,0.5160914818165884,-0.3274933804505461,0.4206991645496715,-0.31155560718692743,-0.31155560718692743,-0.06581066002496354,-0.47827875626684596,-0.5161712320342288,0.3433292770138856,-0.16293448380997055,Case
S00001195,0.5009443391233143,0.5009443391233143,-0.5869160697916423,0.07935720317081442,-0.07513397191160076,-0.4977399996612096,-0.10358589105359603,-0.47637685160184146,-0.3312151608961883,0.10375509260379036,0.20300764897169138,0.20300764897169138,0.20300764897169138,0.6695643568373452,0.07935720317081442,0.006219655928105627,-0.07191372646466619,0.07935720317081442,0.3652482034871153,0.31459623641557966,0.6497412957124453,0.3730760201050354,0.6973296589345835,-0.2739403168474377,0.6214196828213064,0.48860076831641325,0.6643999817962994,0.6643999817962994,0.2175908406271267,0.3844873671831783,-0.0003251367649206362,-0.0003251367649206362,0.1329163262648756,0.7085767581422652,0.6695643568373452,0.5946428681460976,0.12533714308792307,0.26256899494805497,0.6941294029287561,0.12988853450854163,0.0760743768362201,-0.22916621027153639,-0.2914044648087008,0.6243702672018541,-0.02727510496113984,0.7021804778187729,-0.2179969588051809,0.12988853450854163,0.04095223050646433,0.12533714308792307,0.20300764897169138,0.5042445324622269,0.5042445324622269,-0.12969201140294384,0.3633007953383643,-0.5254188846007198,0.20300764897169138,0.004830202703702233,-0.024185884430958357,0.04095223050646433,0.21308587435135,0.21308587435135,-0.0003251367649206362,0.404064558350306,0.6643999817962994,0.20300764897169138,0.42300382239994044,0.4086951116605592,0.14110441914608707,0.07935720317081442,0.39020895395380667,-0.18485380683513203,0.4086951116605592,-0.6053920246510512,-0.6053920246510512,0.48860076831641325,0.31772348789373456,-0.2424812928676378,0.48860076831641325,0.5374221270499159,0.4751597990689055,-0.4366485002461782,0.6695643568373452,0.4086951116605592,0.3844873671831783,-0.10358589105359603,0.3264395502999584,0.49585745180682683,0.5042445324622269,-0.5869160697916423,-0.01162345653732608,-0.08566018367849279,-0.25273717211421337,-0.24942310044641272,0.341106558968157,0.5158665080846392,0.5158665080846392,0.5374221270499159,0.2860682769626656,0.04095223050646433,0.2175908406271267,0.20300764897169138,Case
S00001182,0.04231952166810038,0.04231952166810038,0.11480656091675952,0.13836541825077553,-0.10389485380156852,0.2377974348233989,0.13567336195931753,0.05872628799509644,-0.2801144899905995,0.0927431960056015,0.42222017790077443,0.42222017790077443,0.42222017790077443,-0.27811024817088015,0.13836541825077553,-0.13490309280422486,-0.21444818549515704,0.13836541825077553,-0.15017634061685164,-0.32795327667915203,-0.40292001022292145,-0.3212070134625802,-0.3329975226262354,0.4358130433975972,-0.3646976627882505,-0.23824870498780226,-0.008785732983698797,-0.008785732983698797,0.4107483152636652,-0.2529836192236897,0.2567116819493269,0.2567116819493269,0.04913977846788366,-0.17780200879379754,-0.27811024817088015,-0.45097196904198983,0.0995004285899607,0.2005945039120063,-0.400309354229134,0.043960800123841494,0.19809241202680178,-0.06064517894439259,0.32073901473804045,0.20729253279583132,-0.24737685229336073,-0.5187318844099863,-0.12376171320185117,0.043960800123841494,-0.33923192347344605,0.0995004285899607,0.42222017790077443,0.43415047632028464,0.43415047632028464,0.12943511527197407,0.30302910882493456,0.03409009229995505,0.42222017790077443,-0.24296968855997764,-0.13137512000878476,-0.33923192347344605,0.1537672936015412,0.1537672936015412,0.2567116819493269,-0.2975201149210655,-0.008785732983698797,0.42222017790077443,-0.4454710564507137,-0.5263045357298598,-0.005046475922146348,0.13836541825077553,-0.026426926351756332,0.28489931997369833,-0.5263045357298598,-0.18207836511972963,-0.18207836511972963,-0.23824870498780226,-0.5827371626912095,-0.1198541603659306,-0.23824870498780226,0.09669918708342629,0.03527609496463599,-0.005398076419526055,-0.27811024817088015,-0.5263045357298598,-0.2529836192236897,0.13567336195931753,-0.12368770755785238,-0.0181583348374347,0.43415047632028464,0.11480656091675952,-0.17733478902609415,-0.19572604938970173,0.3181733726603364,-0.08242074731382887,-0.5878236979491308,0.4170744854528527,0.4170744854528527,0.09669918708342629,0.1508244439533885,-0.33923192347344605,0.4107483152636652,0.42222017790077443,Case
S00001189,-0.5446806371071701,-0.5446806371071701,0.5917495548506808,-0.05188038540304803,-0.2791958080763551,0.03438437857268841,0.016830812177190034,0.6323343027531239,0.3415350583778199,-0.26032436665357556,0.17618425812497365,0.17618425812497365,0.17618425812497365,-0.34081388677170243,-0.05188038540304803,-0.2781566697512979,0.11401161102825544,-0.05188038540304803,0.3082728463188122,0.2657053186001607,-0.1661389760447354,0.16029131239550015,-0.36502999368683975,-0.3891539601371541,-0.29961009616284057,-0.43939603689963036,-0.652899370348826,-0.652899370348826,-0.4570592658822733,-0.4058422986073254,-0.2642693283578953,-0.2642693283578953,0.2973143528753205,-0.5466632032249206,-0.34081388677170243,-0.4923588560006347,-0.12298917660337015,-0.16185258613135564,-0.5291798925981412,-0.4847744304017717,-0.4486538353737383,0.5523522497008904,-0.33815201695409147,-0.04496899196342406,-0.4142089310873749,-0.4583723906723766,0.5421292475775404,-0.4847744304017717,-0.4766344490201693,-0.12298917660337015,0.17618425812497365,-0.40686854117481264,-0.40686854117481264,0.6642583461826759,-0.07424882285860966,0.6634680614184848,0.17618425812497365,-0.6019887526520051,-0.21241968292212782,-0.4766344490201693,-0.4746101116822385,-0.4746101116822385,-0.2642693283578953,-0.37147004121986793,-0.652899370348826,0.17618425812497365,-0.5721111721344304,-0.5626596714884079,-0.49911929630546287,-0.05188038540304803,0.06409377912013611,-0.10699956405546161,-0.5626596714884079,0.4688510784228519,0.4688510784228519,-0.43939603689963036,-0.5947729955572829,0.5785476828028603,-0.43939603689963036,-0.3048690074833129,-0.3269679917954766,0.6168812488279923,-0.34081388677170243,-0.5626596714884079,-0.4058422986073254,0.016830812177190034,-0.17818063069227655,-0.4703889263361131,-0.40686854117481264,0.5917495548506808,-0.4904978675886094,-0.3018047687932608,-0.061583327832462,0.5727262385747759,-0.6039963665016157,0.01950743586738112,0.01950743586738112,-0.3048690074833129,-0.4639831429526385,-0.4766344490201693,-0.4570592658822733,0.17618425812497365,Case
