database_identifier,Neurotransmitter release cycle,Neurotransmitter clearance,Transmission across Chemical Synapses,Neuronal System,Metabolism,Synthesis of PC,Glycerophospholipid biosynthesis,Phospholipid metabolism,Metabolism of nucleotides,Signal Transduction,Disease,Acetylcholine Neurotransmitter Release Cycle,Signaling by GPCR,Class A/1 (Rhodopsin-like receptors),Transport of small molecules,GPCR downstream signalling,Metabolism of proteins,G alpha (i) signalling events,"Transport of bile salts and organic acids, metal ions and amine compounds","Transport of vitamins, nucleosides, and related molecules",SLC-mediated transmembrane transport,GPCR ligand binding,Organic cation transport,Organic cation/anion/zwitterion transport,Metabolism of lipids,SLC transporter disorders,Disorders of transmembrane transporters,Diseases of metabolism,Metabolism of amino acids and derivatives,Purine salvage,Purine catabolism,Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane,Nucleotide catabolism,Nucleotide salvage,Diseases of nucleotide metabolism,group_type
D26,-0.4564279617987098,-0.4564279617987098,-0.4564279617987098,-0.4564279617987098,-0.4269621695453724,-0.4564279617987098,-0.4564279617987098,-0.4564279617987098,0.544145609508842,-0.2149692124913245,0.5205262820737812,-0.4564279617987098,-0.2201806508293447,-0.2201806508293447,-0.26295607527219955,-0.2201806508293447,0.21061676428775525,-0.2201806508293447,0.2894989447660112,0.46564715993835876,-0.26295607527219955,-0.2201806508293447,0.39494753070884236,0.2894989447660112,-0.44508553829636843,0.5695701551701842,0.5695701551701842,0.46564715993835876,0.3300870530478006,0.46564715993835876,0.544145609508842,0.46564715993835876,0.544145609508842,0.46564715993835876,0.46564715993835876,Case
D27,0.05876166473353148,0.05876166473353148,0.05876166473353148,0.05876166473353148,-0.40625752711314067,0.05876166473353148,0.05876166473353148,0.05876166473353148,0.5980375350695016,-0.3812653223377657,0.38619825211332676,0.05876166473353148,-0.3982801870580232,-0.3982801870580232,-0.14592132240209607,-0.3982801870580232,0.19275211434072798,-0.3982801870580232,-0.0022851647524877693,0.7489729839506998,-0.14592132240209607,-0.3982801870580232,0.03826438021981777,-0.0022851647524877693,0.03544046639529129,0.4398557066211576,0.4398557066211576,0.7489729839506998,-0.012518650829170953,0.7489729839506998,0.5980375350695016,0.7489729839506998,0.5980375350695016,0.7489729839506998,0.7489729839506998,Case
D28,-0.08490664777835027,-0.08490664777835027,-0.08490664777835027,-0.08490664777835027,-0.3388668103751232,-0.08490664777835027,-0.08490664777835027,-0.08490664777835027,0.5292374396667988,-0.2127245222051387,0.4753414916313909,-0.08490664777835027,-0.12454908395414262,-0.12454908395414262,-0.13262568056546475,-0.12454908395414262,0.11064014316741029,-0.12454908395414262,-0.3851302215621008,0.4563073342934761,-0.13262568056546475,-0.12454908395414262,-0.3123611083172452,-0.3851302215621008,-0.09953133213834306,0.5371066049136699,0.5371066049136699,0.4563073342934761,-0.32149624194658344,0.4563073342934761,0.5292374396667988,0.4563073342934761,0.5292374396667988,0.4563073342934761,0.4563073342934761,Case
D56,0.14561163774456232,0.14561163774456232,0.14561163774456232,0.14561163774456232,-0.3370022251947813,0.14561163774456232,0.14561163774456232,0.14561163774456232,0.6628246366598667,0.4691383043618781,0.5579850378506223,0.14561163774456232,0.4547344637048739,0.4547344637048739,-0.36457832627550973,0.4547344637048739,0.4058454174371639,0.4547344637048739,0.1945926868667285,0.728526457692209,-0.36457832627550973,0.4547344637048739,0.28449131872134764,0.1945926868667285,-0.1986272130478303,0.04867216724587943,0.04867216724587943,0.728526457692209,0.25791669823700025,0.728526457692209,0.6628246366598667,0.728526457692209,0.6628246366598667,0.728526457692209,0.728526457692209,Case
D58,0.623545578310375,0.623545578310375,0.623545578310375,0.623545578310375,-0.4259002776180773,0.623545578310375,0.623545578310375,0.623545578310375,0.46412048554082413,0.48291995165510726,0.4262238741974008,0.623545578310375,0.32400901096068063,0.32400901096068063,-0.24377370235915055,0.32400901096068063,0.6495369237099893,0.32400901096068063,0.10499178449197431,0.4292998533642156,-0.24377370235915055,0.32400901096068063,0.5033793090861048,0.10499178449197431,0.154997461870974,0.5124661310764972,0.5124661310764972,0.4292998533642156,0.5854147033876437,0.4292998533642156,0.46412048554082413,0.4292998533642156,0.46412048554082413,0.4292998533642156,0.4292998533642156,Case
D59,-0.49437650830502294,-0.49437650830502294,-0.49437650830502294,-0.49437650830502294,0.3474912541565635,-0.49437650830502294,-0.49437650830502294,-0.49437650830502294,-0.2744721304236144,-0.5262077528467287,-0.3169056780438819,-0.49437650830502294,-0.5641108395476454,-0.5641108395476454,-0.37734846849108444,-0.5641108395476454,-0.4892747593378165,-0.5641108395476454,0.6228225241402879,-0.17116806945780336,-0.37734846849108444,-0.5641108395476454,0.6822371614664491,0.6228225241402879,-0.39326207039083516,-0.37938677574793095,-0.37938677574793095,-0.17116806945780336,0.6183394191631922,-0.17116806945780336,-0.2744721304236144,-0.17116806945780336,-0.2744721304236144,-0.17116806945780336,-0.17116806945780336,Case
DE10,-0.6325753490112443,-0.6325753490112443,-0.6325753490112443,-0.6325753490112443,0.13378860461911185,-0.6325753490112443,-0.6325753490112443,-0.6325753490112443,-0.2507313950896378,-0.5619385734926301,-0.2489971286594838,-0.6325753490112443,-0.5825135908237329,-0.5825135908237329,-0.23634520375286586,-0.5825135908237329,-0.559671430815938,-0.5825135908237329,0.4620218763396935,-0.2813496334180781,-0.23634520375286586,-0.5825135908237329,0.5776496086902662,0.4620218763396935,-0.5044681454859125,-0.11645300702078526,-0.11645300702078526,-0.2813496334180781,0.4336834638814067,-0.2813496334180781,-0.2507313950896378,-0.2813496334180781,-0.2507313950896378,-0.2813496334180781,-0.2813496334180781,Case
DE11,-0.19027917151267634,-0.19027917151267634,-0.19027917151267634,-0.19027917151267634,-0.3191831180200509,-0.19027917151267634,-0.19027917151267634,-0.19027917151267634,0.35260360049048634,-0.16888151488014455,0.3030815706981145,-0.19027917151267634,-0.1271608549065681,-0.1271608549065681,-0.20217383589676546,-0.1271608549065681,0.31390493852638035,-0.1271608549065681,0.48597125796270807,0.3898510683745195,-0.20217383589676546,-0.1271608549065681,0.5787470202436702,0.48597125796270807,-0.24636396799996527,0.5268005758324271,0.5268005758324271,0.3898510683745195,0.14918406606077134,0.3898510683745195,0.35260360049048634,0.3898510683745195,0.35260360049048634,0.3898510683745195,0.3898510683745195,Case
DE12,-0.2059579339573462,-0.2059579339573462,-0.2059579339573462,-0.2059579339573462,0.11052135002709759,-0.2059579339573462,-0.2059579339573462,-0.2059579339573462,-0.46147650180648486,-0.3740580741434367,-0.4615339910619998,-0.2059579339573462,-0.3061750607867589,-0.3061750607867589,0.5225070912641975,-0.3061750607867589,-0.44534158634262794,-0.3061750607867589,-0.5556464169332783,-0.3840457864595208,0.5225070912641975,-0.3061750607867589,-0.4945591806296274,-0.5556464169332783,-0.25499554486932563,-0.48115810055469777,-0.48115810055469777,-0.3840457864595208,-0.35964315378230405,-0.3840457864595208,-0.46147650180648486,-0.3840457864595208,-0.46147650180648486,-0.3840457864595208,-0.3840457864595208,Case
DE5,-0.47750898987094126,-0.47750898987094126,-0.47750898987094126,-0.47750898987094126,0.4025571996562424,-0.47750898987094126,-0.47750898987094126,-0.47750898987094126,-0.4503149588963067,-0.29126627187964577,-0.4352884606063931,-0.47750898987094126,-0.30581035700059267,-0.30581035700059267,-0.12912954147483643,-0.30581035700059267,-0.47519275366902664,-0.30581035700059267,0.39440219188761205,-0.4351255642049691,-0.12912954147483643,-0.30581035700059267,0.49242075391831314,0.39440219188761205,-0.417729258883883,-0.4304437293599288,-0.4304437293599288,-0.4351255642049691,0.40759626767607515,-0.4351255642049691,-0.4503149588963067,-0.4351255642049691,-0.4503149588963067,-0.4351255642049691,-0.4351255642049691,Case
DE51,0.5524056316779666,0.5524056316779666,0.5524056316779666,0.5524056316779666,0.12487286838552447,0.5524056316779666,0.5524056316779666,0.5524056316779666,-0.04022557938632908,0.5504087108177239,0.029585700695058684,0.5524056316779666,0.6004236264753541,0.6004236264753541,-0.21278960090942495,0.6004236264753541,0.573070610983264,0.6004236264753541,0.34235172246037743,0.1541970148812577,-0.21278960090942495,0.6004236264753541,0.35415679565004454,0.34235172246037743,0.47967242299066887,0.17190518475091549,0.17190518475091549,0.1541970148812577,0.45394190852214455,0.1541970148812577,-0.04022557938632908,0.1541970148812577,-0.04022557938632908,0.1541970148812577,0.1541970148812577,Case
DE52,0.11114071430015378,0.11114071430015378,0.11114071430015378,0.11114071430015378,-0.3283566998075056,0.11114071430015378,0.11114071430015378,0.11114071430015378,0.621862415413519,-0.5621699817705704,0.4350209451195591,0.11114071430015378,-0.5919573345227148,-0.5919573345227148,-0.37813756015372524,-0.5919573345227148,-0.28446991752188294,-0.5919573345227148,0.2643805070500557,0.7839653501863234,-0.37813756015372524,-0.5919573345227148,0.20622925833859412,0.2643805070500557,0.26889392729521533,0.3878700350419233,0.3878700350419233,0.7839653501863234,0.16363983175315472,0.7839653501863234,0.621862415413519,0.7839653501863234,0.621862415413519,0.7839653501863234,0.7839653501863234,Case
DE53,0.11855298581893249,0.11855298581893249,0.11855298581893249,0.11855298581893249,-0.3668306222769132,0.11855298581893249,0.11855298581893249,0.11855298581893249,0.5845536589396658,-0.4497752645864098,0.46572166613077726,0.11855298581893249,-0.48981689161290154,-0.48981689161290154,-0.24013145492917534,-0.48981689161290154,0.18149143649323102,-0.48981689161290154,0.015671257611463537,0.570474656186335,-0.24013145492917534,-0.48981689161290154,0.06070608329395618,0.015671257611463537,0.185447067899015,0.47269916546400403,0.47269916546400403,0.570474656186335,0.08372263706032447,0.570474656186335,0.5845536589396658,0.570474656186335,0.5845536589396658,0.570474656186335,0.570474656186335,Case
DE54,0.3156219970568506,0.3156219970568506,0.3156219970568506,0.3156219970568506,0.1557383925363933,0.3156219970568506,0.3156219970568506,0.3156219970568506,-0.4528107955451361,0.10006118316212076,0.027652044020277076,0.3156219970568506,0.1940467865850359,0.1940467865850359,0.10575682723547412,0.1940467865850359,0.1792326553541306,0.1940467865850359,-0.061191372878483065,-0.3897961839249859,0.10575682723547412,0.1940467865850359,0.017393879131387256,-0.061191372878483065,0.535908806689973,0.2217585732611916,0.2217585732611916,-0.3897961839249859,0.07923655177820686,-0.3897961839249859,-0.4528107955451361,-0.3897961839249859,-0.4528107955451361,-0.3897961839249859,-0.3897961839249859,Case
