Samples,Class,1-(1-enyl-oleoyl)-GPE (P-18:1),1-(1-enyl-palmitoyl)-2-arachidonoyl-GPC (P-16:0/20:4),1-(1-enyl-palmitoyl)-2-arachidonoyl-GPE (P-16:0/20:4),1-(1-enyl-palmitoyl)-2-linoleoyl-GPC (P-16:0/18:2),1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (P-16:0/18:2),1-(1-enyl-palmitoyl)-2-oleoyl-GPC (P-16:0/18:1),1-(1-enyl-palmitoyl)-2-oleoyl-GPE (P-16:0/18:1),1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1),1-(1-enyl-palmitoyl)-2-palmitoyl-GPC (P-16:0/16:0),1-(1-enyl-palmitoyl)-GPC (P-16:0),1-(1-enyl-palmitoyl)-GPE (P-16:0),1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20:4),1-(1-enyl-stearoyl)-2-linoleoyl-GPE (P-18:0/18:2),1-(1-enyl-stearoyl)-2-oleoyl-GPE (P-18:0/18:1),1_2-dilinoleoyl-GPC (18:2/18:2),1_2-dioleoyl-GPC (18:1/18:1),1_2-dipalmitoyl-GPC (16:0/16:0),1_2-distearoyl-GPC (18:0/18:0),13-HOTrE,1-arachidonoyl-GPC (20:4n6),1-arachidonoyl-GPE (20:4n6),1-lignoceroyl-GPC (24:0),1-linolenoyl-GPC (18:3),1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6),1-linoleoyl-2-linolenoyl-GPC (18:2/18:3),1-linoleoyl-GPC (18:2),1-linoleoyl-GPE (18:2),1-oleoyl-2-linoleoyl-glycerol (18:1/18:2),1-oleoyl-2-linoleoyl-GPC (18:1/18:2),1-oleoyl-2-linoleoyl-GPE (18:1/18:2),1-oleoyl-3-linoleoyl-glycerol (18:1/18:2),1-oleoyl-GPC (18:1),1-oleoyl-GPE (18:1),1-palmitoleoyl-2-linolenoyl-GPC (16:1/18:3),1-palmitoleoyl-2-linoleoyl-GPC (16:1/18:2),1-palmitoleoyl-2-oleoyl-glycerol (16:1/18:1),1-palmitoleoyl-3-oleoyl-glycerol (16:1/18:1),1-palmitoleoyl-GPC (16:1),1-palmitoyl-2-arachidonoyl-GPC (16:0/20:4),1-palmitoyl-2-arachidonoyl-GPE (16:0/20:4),1-palmitoyl-2-linoleoyl-glycerol (16:0/18:2),1-palmitoyl-2-linoleoyl-GPC (16:0/18:2),1-palmitoyl-2-linoleoyl-GPE (16:0/18:2),1-palmitoyl-2-oleoyl-GPC (16:0/18:1),1-palmitoyl-2-oleoyl-GPE (16:0/18:1),1-palmitoyl-2-palmitoleoyl-GPC (16:0/16:1),1-palmitoyl-2-stearoyl-GPC (16:0/18:0),1-palmitoyl-3-linoleoyl-glycerol (16:0/18:2),1-palmitoyl-GPC (16:0),1-palmitoyl-GPE (16:0),1-stearoyl-2-arachidonoyl-GPC (18:0/20:4),1-stearoyl-2-arachidonoyl-GPE (18:0/20:4),1-stearoyl-2-linoleoyl-GPC (18:0/18:2),1-stearoyl-2-linoleoyl-GPE (18:0/18:2),1-stearoyl-2-oleoyl-GPC (18:0/18:1),1-stearoyl-2-oleoyl-GPE (18:0/18:1),1-stearoyl-GPC (18:0),1-stearoyl-GPE (18:0),2-aminooctanoate,2-palmitoyl-GPC (16:0),4-cholesten-3-one,alpha-tocopherol,arachidonoylcholine,arachidonoyl ethanolamide,behenoyl sphingomyelin (d18:1/22:0),bilirubin (E_Z or Z_E),campesterol,cholate,cholesterol,cis-4-decenoyl carnitine,decanoylcarnitine,delta-tocopherol,dihomo-linolenoyl-choline,docosahexaenoylcholine,eicosapentaenoylcholine,fexofenadine,gamma-tocopherol/beta-tocopherol,glycosyl-N-palmitoyl-sphingosine,glycosyl-N-stearoyl-sphingosine,heme,hexanoylcarnitine,lactosyl-N-palmitoyl-sphingosine,laurylcarnitine,linoleamide (18:2n6),linoleoylcarnitine,myristoleoylcarnitine,myristoylcarnitine,N-palmitoyl-sphinganine (d18:0/16:0),N-palmitoyl-sphingosine (d18:1/16:0),octanoylcarnitine,O-desmethylvenlafaxine,oleamide,oleoylcarnitine,oleoylcholine,oleoyl ethanolamide,palmitoleoylcarnitine,palmitoloelycholine,palmitoylcarnitine,palmitoylcholine,palmitoyl dihydrosphingomyelin (d18:0/16:0),palmitoyl sphingomyelin (d18:1/16:0),pantoprazole,paroxetine,piperine,quetiapine,retinal,retinol (Vitamin A),solanidine,spermidine,sphinganine,sphinganine-1-phosphate,sphingomyelin (d18:1/14:0_ d16:1/16:0),sphingomyelin (d18:1/15:0_ d16:1/17:0),sphingomyelin (d18:1/17:0_ d17:1/18:0_ d19:1/16:0),sphingomyelin (d18:1/18:1_ d18:2/18:0),sphingomyelin (d18:1/20:0_ d16:1/22:0),sphingomyelin (d18:1/20:1_ d18:2/20:0),sphingomyelin (d18:1/21:0_ d17:1/22:0_ d16:1/23:0),sphingomyelin (d18:1/22:1_ d18:2/22:0_ d16:1/24:1),sphingomyelin (d18:1/24:1_ d18:2/24:0),sphingomyelin (d18:2/14:0_ d18:1/14:1),sphingomyelin (d18:2/16:0_ d18:1/16:1),sphingomyelin (d18:2/23:0_ d18:1/23:1_ d17:1/24:1),sphingomyelin (d18:2/24:1_ d18:1/24:2),sphingosine,sphingosine 1-phosphate,stearamide,stearoylcarnitine,stearoyl sphingomyelin (d18:1/18:0),tricosanoyl sphingomyelin (d18:1/23:0),venlafaxine
341,Type:Crohn disease,5873731.0,102528744.0,52566464.0,102135032.0,6908336.0,40799880.0,7688853.0,2349683.0,28888024.0,22014742.0,6733772.0,120709104.0,20387256.0,8115814.0,218255920.0,102794312.0,57464880.0,2124262.0,563271.0,427305120.0,16208845.0,596463.0,5329057.0,152350096.0,5343832.0,770049664.0,13535154.0,124974488.0,185620848.0,2959010.0,116640192.0,406905984.0,9105864.0,1422320.0,71248456.0,0.0,0.0,21644114.0,1329189120.0,11145446.0,37101872.0,1431066368.0,6648139.0,903403456.0,6154246.0,37102548.0,32866372.0,37111564.0,967724096.0,8908707.0,1024405120.0,47681792.0,1094227840.0,24916296.0,298086688.0,5700938.0,509650560.0,13085836.0,837634.0,86170704.0,3148975.0,514624704.0,8112188.0,221637.0,531173376.0,3317472.0,646452.0,122565.0,267865312.0,56429664.0,74262528.0,0.0,852004.0,1443180.0,239087.0,0.0,8934663.0,5226333.0,1149119.0,20094404.0,13862364.0,23573576.0,25908684.0,165855088.0,21396948.0,29695272.0,9034747.0,3262316.0,44158464.0,62606112.0,0.0,346419072.0,38286140.0,4469373.0,1259094.0,7592454.0,151826.0,29358704.0,9296765.0,48157092.0,596296896.0,0.0,0.0,61813760.0,0.0,2628721.0,107042200.0,0.0,1494452.0,227308.0,588569.0,128762440.0,98821528.0,51233336.0,64453492.0,275005120.0,45135592.0,78997184.0,367738048.0,973150656.0,4946068.0,256698240.0,161521920.0,363681760.0,790285.0,4229753.0,57220160.0,14870330.0,229396880.0,182368176.0,0.0
342,Type:Crohn disease,3703191.0,65628772.0,22545748.0,87307712.0,2763670.0,34353380.0,3069249.0,3436175.0,27418772.0,44574576.0,6006955.0,44139956.0,7637653.0,2946816.0,169706912.0,110929728.0,63058104.0,2099252.0,208097.0,730657472.0,14907204.0,849239.0,19256332.0,144073184.0,5465444.0,1167152384.0,12619270.0,186135760.0,130623160.0,2130987.0,199806640.0,783403008.0,8438192.0,3959217.0,179674000.0,19991324.0,12900796.0,114975168.0,1238961920.0,8552963.0,29740224.0,1445678208.0,6744261.0,1226673536.0,6793024.0,159359056.0,27962886.0,47538272.0,1400925952.0,9454367.0,994222528.0,34754392.0,1020472256.0,21317372.0,379451520.0,2914780.0,708613120.0,14584195.0,735336.0,179580048.0,4243189.0,481655360.0,9207307.0,122913.0,674940224.0,4608324.0,229811.0,57612.0,283012576.0,25590676.0,39823824.0,122863.0,2574285.0,1632753.0,301214.0,137817440.0,12314094.0,7215636.0,2044337.0,18675240.0,14565134.0,50608924.0,19133040.0,157491760.0,22733240.0,32644852.0,11629841.0,2726284.0,56986364.0,35803116.0,0.0,314209344.0,44381556.0,5882749.0,1417645.0,17617972.0,816938.0,32503130.0,12888955.0,48050516.0,537121664.0,0.0,0.0,6290807.0,0.0,1254580.0,44147108.0,98887.0,2783426.0,327017.0,701633.0,181557648.0,103803112.0,45280536.0,61321240.0,354786880.0,53033352.0,123059304.0,433030624.0,895316160.0,15370649.0,236783680.0,167361952.0,381428192.0,854018.0,4420874.0,42504912.0,10798822.0,206613568.0,216115872.0,0.0
345,Type:Crohn disease,1857880.0,57209572.0,18121284.0,96719496.0,2031828.0,50680660.0,2088338.0,4775489.0,33127984.0,26026902.0,3450166.0,37244680.0,5488706.0,1827534.0,131093096.0,113189400.0,75060416.0,1121035.0,621688.0,428023616.0,23117878.0,414770.0,5379101.0,70094456.0,3106230.0,944873536.0,29047266.0,191832848.0,166359040.0,13439706.0,201020672.0,479684832.0,15942648.0,2857882.0,220950576.0,0.0,18546592.0,65981484.0,1350121344.0,27399380.0,69942824.0,1789147520.0,34985552.0,1224299520.0,21589680.0,114972384.0,25756120.0,59945620.0,1211720448.0,19409268.0,842015680.0,74998104.0,887981440.0,60398024.0,225747200.0,6411295.0,410538144.0,21024828.0,378443.0,152355728.0,3206265.0,363616096.0,4833356.0,188599.0,640162880.0,4276981.0,87626.0,0.0,382333792.0,62123408.0,89977392.0,114427.0,579758.0,988977.0,0.0,0.0,20607746.0,5598885.0,1693273.0,1456990.0,23095960.0,38095652.0,28844456.0,95066680.0,29663040.0,62414456.0,11116659.0,3298073.0,54794312.0,70932480.0,0.0,166493808.0,45637408.0,2659687.0,1363967.0,17649922.0,352553.0,26541864.0,6630883.0,72099608.0,515767040.0,0.0,0.0,17161256.0,0.0,1810988.0,75076552.0,0.0,2404823.0,300944.0,852766.0,158689296.0,126160168.0,69222616.0,92973976.0,317097120.0,82057336.0,125231136.0,519682496.0,1130726784.0,16648362.0,354563488.0,254551168.0,683429312.0,981134.0,5891589.0,26311412.0,5813723.0,291409760.0,263963952.0,0.0
347,Type:Crohn disease,2449575.0,73086344.0,23273140.0,105971864.0,2592284.0,45042688.0,3610025.0,3754578.0,32997390.0,24951108.0,4286909.0,45245328.0,7652438.0,3174035.0,188505280.0,103721400.0,77628192.0,1574129.0,288161.0,618026368.0,23792296.0,0.0,7920273.0,167653408.0,6134506.0,1032039488.0,18761768.0,375160864.0,170717216.0,8376402.0,355749824.0,501484352.0,12505860.0,3661337.0,196056592.0,0.0,31065020.0,65367568.0,1872762112.0,22896840.0,137557136.0,2148475392.0,27046972.0,1415445504.0,19489420.0,171757856.0,28628948.0,120877424.0,1417279872.0,19454158.0,1287366784.0,104794488.0,1112640256.0,74677464.0,363107648.0,11026034.0,649320704.0,28209390.0,398928.0,168522048.0,6115210.0,512690144.0,10891970.0,451777.0,767160512.0,8689595.0,0.0,173243.0,434586944.0,67913464.0,89700576.0,172519.0,2760538.0,2725478.0,390225.0,0.0,15886449.0,4253709.0,1611918.0,4137326.0,23207382.0,28889962.0,36300728.0,73841504.0,40167820.0,67200240.0,16466397.0,3975488.0,68974032.0,68508760.0,0.0,131721088.0,66243576.0,5433439.0,2696568.0,23167564.0,467646.0,39564452.0,15746915.0,58501604.0,477666528.0,0.0,0.0,64668204.0,0.0,2025656.0,75434560.0,0.0,1253822.0,588115.0,973178.0,180306384.0,114959296.0,64634264.0,92888072.0,375647744.0,66584392.0,167404048.0,501811520.0,1210034688.0,21144638.0,360751840.0,285146080.0,543859712.0,1302216.0,5514880.0,21823888.0,10440050.0,302470496.0,344765824.0,0.0
12,Type:Ulcerative Colitis,2147178.0,68088328.0,20607728.0,104865984.0,3643826.0,48618124.0,3341656.0,4275617.0,40782080.0,22048878.0,3875642.0,47402536.0,12969395.0,3515426.0,204079104.0,114159216.0,73448160.0,1721069.0,722117.0,477698400.0,12571330.0,921596.0,7171048.0,154423920.0,5602191.0,1010033216.0,13983721.0,308059360.0,204647824.0,3390170.0,279432864.0,475686656.0,6251712.0,2577414.0,175898240.0,0.0,4460264.0,48683656.0,1554005888.0,8017885.0,102818632.0,2164074752.0,9484928.0,1357816576.0,6613998.0,134189312.0,31788516.0,80871720.0,1307835904.0,7643225.0,971830144.0,36685736.0,1186824320.0,28110548.0,319765536.0,2623445.0,529447488.0,11054582.0,336298.0,124383160.0,4581341.0,278207456.0,8306362.0,469247.0,727903232.0,0.0,100330.0,78319.0,636217152.0,96705656.0,149012048.0,91754.0,2010282.0,2690176.0,302306.0,0.0,11706229.0,4591257.0,1649549.0,159826192.0,25521016.0,41199208.0,90674992.0,151318256.0,73559664.0,250481536.0,47883752.0,5477812.0,77014656.0,95202832.0,0.0,266243824.0,114637416.0,5369677.0,2809037.0,62307444.0,414612.0,67897760.0,15501179.0,68107096.0,485688992.0,0.0,0.0,43965644.0,0.0,2080897.0,76326064.0,0.0,8800518.0,453796.0,862868.0,265603440.0,204811936.0,81946480.0,64341484.0,475860640.0,54042668.0,233318608.0,537667584.0,1237733888.0,22225956.0,341553152.0,230504720.0,580043072.0,912631.0,5532313.0,54990288.0,16918414.0,276307392.0,392031968.0,0.0
125,Type:Ulcerative Colitis,3171672.0,69368096.0,23128796.0,84275728.0,3094609.0,31064092.0,2947048.0,3272717.0,29747736.0,26869428.0,4984339.0,50329168.0,9056452.0,3264680.0,205755776.0,105872200.0,47880472.0,2363736.0,0.0,426186976.0,20127486.0,0.0,16345342.0,171508688.0,11592124.0,1073336896.0,25087742.0,372927456.0,179124000.0,6819699.0,390525344.0,576849216.0,9372404.0,5496642.0,219742528.0,19952872.0,11058552.0,69698368.0,1227494272.0,12964161.0,67669472.0,1848535424.0,15155496.0,1207779328.0,8396260.0,119812584.0,29252480.0,80171128.0,1352322560.0,12857361.0,889200064.0,59197888.0,1204759552.0,53332496.0,345594912.0,4005752.0,666370112.0,22952500.0,585511.0,141682016.0,5158379.0,417736896.0,9149431.0,225252.0,660512960.0,5266929.0,69624.0,235393.0,456569536.0,66302232.0,90066976.0,471865.0,2411379.0,2248074.0,464469.0,0.0,45143156.0,5945579.0,1749064.0,5878694.0,20058884.0,41857116.0,27619940.0,193519696.0,39169484.0,46552068.0,10995099.0,3898194.0,59608060.0,66363656.0,0.0,341602912.0,64211004.0,7230099.0,1373641.0,14246664.0,571691.0,40829416.0,14580867.0,45287120.0,428515744.0,0.0,0.0,89533664.0,0.0,1572380.0,73205880.0,70512.0,2281715.0,218422.0,588261.0,121670952.0,113747576.0,64613404.0,88526984.0,363800480.0,53650712.0,143940032.0,456464192.0,990227008.0,16779698.0,290202880.0,247522544.0,470799488.0,1014901.0,5453437.0,34837524.0,13430597.0,245014512.0,287408992.0,0.0
130,Type:Ulcerative Colitis,2288349.0,109438808.0,23659972.0,111740328.0,2262842.0,41322496.0,2230477.0,4392246.0,41118796.0,39248688.0,4197007.0,70141296.0,8298339.0,2561280.0,140838224.0,64112016.0,76094912.0,2606162.0,515363.0,568930880.0,15196226.0,1031045.0,13062610.0,122347624.0,5744158.0,870523072.0,13815175.0,226558640.0,125106000.0,816356.0,230550960.0,475039648.0,5540248.0,3096049.0,138263376.0,0.0,16397188.0,64279260.0,1362975744.0,5752965.0,84127656.0,1418959360.0,4037526.0,1092196992.0,3366182.0,103828840.0,35792548.0,71883456.0,1200679424.0,6569013.0,1129633536.0,27142496.0,1097309568.0,15150674.0,328809856.0,1763602.0,707274048.0,11815366.0,366497.0,140966368.0,3669039.0,492981600.0,9387419.0,351204.0,618849024.0,5848333.0,299188.0,141249.0,335660288.0,51838660.0,45615040.0,118872.0,1800844.0,1364619.0,332646.0,0.0,15802022.0,6200517.0,1495865.0,3409599.0,18034174.0,26362484.0,21936536.0,114887832.0,39046688.0,35947032.0,12052979.0,3270948.0,60256648.0,43385960.0,0.0,250069488.0,58438680.0,5201955.0,1121285.0,15166227.0,418533.0,45560140.0,12769017.0,47395336.0,633694656.0,0.0,0.0,81905712.0,0.0,1724779.0,71444984.0,505085.0,1327015.0,471489.0,1053005.0,135938144.0,119333080.0,55981308.0,73942688.0,359333376.0,57393556.0,104714872.0,467112800.0,955721344.0,11039856.0,287337696.0,188172544.0,452014976.0,1148610.0,4927737.0,38333396.0,11834533.0,259766768.0,237563456.0,0.0
143,Type:Ulcerative Colitis,5285919.0,73986688.0,36394392.0,108290264.0,4450494.0,48777376.0,4342197.0,4249787.0,39909192.0,37661308.0,7780290.0,74701224.0,14900558.0,4137419.0,140070560.0,94057816.0,71228752.0,0.0,311733.0,368155040.0,7757618.0,704779.0,10255241.0,158514512.0,7928260.0,813854656.0,6274271.0,268843232.0,125273536.0,772618.0,269121152.0,431546528.0,3260488.0,4296902.0,142430304.0,0.0,14452620.0,52939120.0,1116719104.0,5118693.0,83360960.0,1655418624.0,4723147.0,1129585408.0,2980329.0,93236640.0,25970680.0,75680400.0,1113884800.0,7543722.0,813397888.0,26922942.0,930562048.0,15207261.0,246044368.0,1710551.0,425471296.0,9515203.0,436604.0,128914024.0,3659047.0,478142816.0,9064948.0,169238.0,652328896.0,10864624.0,157261.0,0.0,342227808.0,34409928.0,38159700.0,0.0,1646773.0,4990913.0,1844065.0,0.0,17779908.0,7310006.0,1335617.0,948100.0,6615559.0,56706728.0,20970450.0,189730816.0,33069248.0,38597328.0,9963368.0,2974078.0,57805292.0,26695024.0,0.0,306531072.0,40933088.0,6949924.0,1076246.0,10804221.0,575176.0,26090604.0,17428644.0,61557720.0,569220352.0,0.0,0.0,7301994.0,0.0,1601806.0,65779320.0,0.0,4211872.0,301892.0,560837.0,124088288.0,95944816.0,57814200.0,75918440.0,397416896.0,57403920.0,103690656.0,435086016.0,1002009152.0,10574226.0,205674496.0,130451040.0,440058208.0,630183.0,4726182.0,38814748.0,7663664.0,291238464.0,229126896.0,0.0
157,Type:Ulcerative Colitis,2418967.0,94662392.0,36732600.0,91999296.0,3944961.0,42230044.0,4178433.0,4890238.0,42180764.0,25986362.0,4961189.0,80498728.0,15372198.0,4883726.0,165888736.0,82800992.0,73770880.0,2491815.0,299420.0,383073120.0,17314016.0,1018209.0,7924186.0,115779056.0,5602420.0,881163968.0,17706834.0,202060576.0,196238400.0,3072745.0,202656096.0,485326816.0,8432636.0,2119760.0,129556184.0,0.0,5149531.0,37376696.0,1213958656.0,9763923.0,59623352.0,1616157952.0,8635131.0,1136374144.0,5629977.0,59316348.0,34037448.0,56836584.0,1135100160.0,9966477.0,981804736.0,37084884.0,1145062144.0,21739528.0,303508128.0,2781407.0,517283296.0,13055421.0,468867.0,124015520.0,3395651.0,383487648.0,5442944.0,462861.0,672792512.0,10354884.0,0.0,0.0,367172448.0,116786512.0,140570544.0,183746.0,772769.0,1528998.0,125239.0,0.0,27266318.0,12540599.0,1661927.0,4354586.0,28636478.0,56163256.0,48244112.0,230746656.0,69225464.0,119720504.0,19091574.0,4033548.0,49907704.0,104358944.0,0.0,377205088.0,95756184.0,3538077.0,1547786.0,27604084.0,115037.0,47550956.0,7621130.0,60848468.0,595706304.0,0.0,0.0,9232896.0,0.0,1324500.0,53705016.0,0.0,2850948.0,391540.0,992316.0,170522944.0,115546352.0,54876040.0,56057888.0,324332544.0,46083272.0,115135976.0,407816832.0,1010139584.0,7685489.0,284723584.0,171557632.0,430922464.0,1147756.0,6610270.0,59677828.0,14602403.0,227283536.0,233320448.0,0.0
168,Type:Ulcerative Colitis,2099625.0,68772976.0,17536052.0,95949424.0,2523632.0,43874060.0,5210785.0,2825670.0,28577954.0,17853756.0,3173058.0,43842932.0,10224148.0,4387518.0,117562648.0,159524112.0,52182552.0,1905888.0,13345295.0,374255456.0,20554734.0,0.0,8330097.0,61952816.0,4173726.0,909389888.0,19113050.0,302197728.0,174464352.0,9744656.0,277407168.0,601635264.0,21409372.0,1897653.0,149747264.0,12684338.0,4424969.0,39951512.0,1151632640.0,19890330.0,92719720.0,1832290816.0,24219508.0,1437255296.0,39968496.0,122981552.0,28254268.0,123935168.0,1020682624.0,13805755.0,962206336.0,88735736.0,1090123520.0,71074016.0,494066464.0,35338620.0,515107744.0,24190492.0,506376.0,90578032.0,2526413.0,273726400.0,5343151.0,289154.0,636900480.0,1502529.0,254171.0,216341.0,313152224.0,43023208.0,61160708.0,776702.0,911842.0,1507795.0,0.0,0.0,32940668.0,7559460.0,2678222.0,3263072.0,18220836.0,68293336.0,53544772.0,135565216.0,52676200.0,149404944.0,38382536.0,8027173.0,79877464.0,59294676.0,0.0,255747472.0,76330896.0,5328166.0,2683828.0,39978248.0,223411.0,56212660.0,9390611.0,53986368.0,509921408.0,0.0,0.0,5353761.0,0.0,862766.0,37025596.0,0.0,1381566.0,419990.0,584997.0,129397816.0,92460504.0,58255104.0,80383256.0,337372448.0,49057952.0,99722144.0,430949120.0,1077550336.0,7649360.0,280088352.0,202440880.0,426186080.0,784176.0,5651985.0,59463564.0,16608099.0,270744544.0,247287136.0,0.0
18,Type:Ulcerative Colitis,2391106.0,86676368.0,39411768.0,71053672.0,2423842.0,35746072.0,3458190.0,3145088.0,32341602.0,24113868.0,4870854.0,70346672.0,6318705.0,3803239.0,106151384.0,96037680.0,59437108.0,3601369.0,344777.0,582928064.0,17925444.0,2435118.0,11544257.0,172654000.0,6365139.0,712249792.0,9609730.0,371741696.0,124703768.0,2417064.0,345138912.0,494897376.0,7090568.0,3222827.0,117976192.0,30502996.0,22262576.0,68086128.0,1518895104.0,9315214.0,70914632.0,1481231744.0,5445140.0,1350197504.0,7419797.0,130813312.0,38319080.0,94339280.0,1337579264.0,12414982.0,1426563840.0,64072040.0,1092551040.0,29864706.0,477123808.0,5750245.0,781206400.0,20123042.0,602201.0,146639232.0,4480150.0,480468384.0,10677902.0,392390.0,781756736.0,7886664.0,0.0,382276.0,477095680.0,20577562.0,24433730.0,0.0,1670066.0,4776078.0,1452878.0,0.0,14099565.0,4670903.0,1928744.0,4722363.0,14402379.0,35028360.0,12360358.0,197367472.0,33773488.0,25318812.0,10918621.0,4723437.0,64769916.0,23543668.0,0.0,374343968.0,65918360.0,4848022.0,1308890.0,12872046.0,410040.0,45741776.0,11529424.0,41606088.0,513368000.0,0.0,0.0,137404176.0,0.0,2682926.0,122573256.0,0.0,735386.0,490233.0,1135362.0,151153376.0,102201912.0,58658180.0,77697408.0,497952928.0,51320440.0,160084752.0,490249824.0,1055188608.0,12240809.0,217670560.0,199848912.0,333667552.0,1005328.0,7320112.0,53893824.0,14745583.0,268185904.0,242882528.0,0.0
194,Type:Ulcerative Colitis,4324191.0,60100824.0,25461244.0,66041316.0,3812742.0,25189642.0,4022420.0,1857489.0,21565184.0,20047094.0,5518910.0,65389624.0,16649340.0,4875664.0,195772288.0,73158432.0,57882792.0,0.0,183815.0,467246368.0,22206284.0,373227.0,16201721.0,114568016.0,6975693.0,1228325888.0,21669458.0,276776480.0,153690368.0,9140489.0,301841536.0,524391648.0,8395864.0,6102605.0,344980832.0,0.0,26985864.0,67793784.0,1536626560.0,23854348.0,103030864.0,2369418752.0,38493704.0,1475114240.0,13583588.0,203134032.0,23855728.0,96541680.0,1389877376.0,18223090.0,918898880.0,104423728.0,1251785600.0,87213072.0,335003936.0,5721720.0,566693504.0,29732784.0,223512.0,156607488.0,2469778.0,469228672.0,7129496.0,454162.0,1025761472.0,3840681.0,0.0,73067.0,576068480.0,34556980.0,19637168.0,134921.0,3235260.0,1573352.0,155370.0,0.0,14983284.0,7419542.0,1887416.0,7024700.0,20058552.0,44862356.0,14264641.0,180570016.0,27216328.0,43742152.0,11098979.0,8956792.0,84712368.0,19785516.0,0.0,346020768.0,55811992.0,5968510.0,2474517.0,14980180.0,574945.0,35430872.0,17760232.0,114094056.0,509400640.0,0.0,0.0,44372064.0,0.0,2487436.0,107008792.0,0.0,3027093.0,415514.0,1461593.0,171797408.0,106664056.0,79610896.0,110028680.0,453926656.0,69088240.0,146671824.0,512269504.0,1322520960.0,15941498.0,332037248.0,225450336.0,525822336.0,1452204.0,9806886.0,44053372.0,11675497.0,469905568.0,443564832.0,0.0
197,Type:Ulcerative Colitis,2126763.0,86948616.0,34390792.0,94004320.0,2979974.0,34719536.0,3569307.0,3319162.0,31295464.0,19582072.0,3760334.0,79855144.0,9614026.0,3833568.0,145191680.0,91105840.0,59140196.0,0.0,204679.0,346387200.0,11843987.0,0.0,8720798.0,114237216.0,4819005.0,704812928.0,12134500.0,276069152.0,121571128.0,0.0,298139360.0,406481824.0,5231330.0,3630049.0,161866784.0,0.0,26053088.0,56627444.0,1253822720.0,6697840.0,96144864.0,1529180160.0,6239713.0,1135487488.0,4958634.0,121414632.0,28045572.0,84351168.0,1069442432.0,5857271.0,1000303552.0,30762962.0,1136812544.0,21320560.0,364373568.0,3224758.0,509376640.0,8771576.0,0.0,93927064.0,3429443.0,310769664.0,6079164.0,373390.0,729484672.0,9526361.0,0.0,206681.0,292431488.0,118235256.0,191509056.0,378849.0,1583217.0,1365424.0,176208.0,0.0,29054452.0,6814921.0,1493724.0,2287410.0,23831924.0,42482428.0,44758120.0,184026320.0,23573730.0,45286336.0,11204889.0,3779336.0,47385688.0,148914896.0,0.0,343494016.0,43183988.0,4210956.0,951126.0,11485625.0,361217.0,31447748.0,9129379.0,53267512.0,543743680.0,0.0,0.0,124424384.0,0.0,1185184.0,45482928.0,0.0,2982676.0,387955.0,718557.0,153333200.0,108496728.0,52380672.0,78752192.0,309784000.0,55294156.0,125903568.0,464702752.0,1021801408.0,12022150.0,307907200.0,211527504.0,479864352.0,1287600.0,5288622.0,38241048.0,8497659.0,239136944.0,317509632.0,0.0
35,Type:Ulcerative Colitis,4585197.0,89028504.0,33415900.0,102658512.0,4533272.0,42857488.0,4975321.0,4071408.0,38283132.0,33235178.0,6319291.0,68464048.0,17497468.0,4760322.0,149180576.0,115899840.0,65423344.0,2741851.0,293243.0,517263936.0,12507885.0,748223.0,15148618.0,126133424.0,4363998.0,999126848.0,9243627.0,255512416.0,142375472.0,3014017.0,255700592.0,610005056.0,4918074.0,2439146.0,133482232.0,0.0,12279661.0,53608812.0,1264998656.0,9070473.0,85662696.0,1635321472.0,9060231.0,1371049088.0,6978019.0,129845384.0,32920714.0,75396536.0,1203292672.0,7484779.0,960283904.0,43923072.0,1081620480.0,32782576.0,446769920.0,4071743.0,632167680.0,14837756.0,302877.0,156719456.0,3031868.0,345890336.0,16767606.0,272928.0,742140288.0,1972247.0,421658.0,907764.0,468247168.0,40609064.0,43343956.0,158969.0,4976275.0,3535287.0,1225047.0,0.0,22281752.0,9594469.0,2177197.0,24709012.0,14579977.0,85859200.0,29003796.0,99040800.0,33308038.0,65945444.0,13967007.0,4665616.0,82912936.0,33403236.0,0.0,205485920.0,54213600.0,12520030.0,2047776.0,16010455.0,878954.0,32836176.0,26921498.0,57495692.0,620920512.0,0.0,0.0,3786724.0,0.0,1341680.0,54145632.0,0.0,4529319.0,577356.0,774868.0,163231392.0,127873920.0,56257208.0,65980028.0,391471424.0,45767592.0,117350256.0,477312320.0,1092023040.0,11754463.0,296289952.0,204857568.0,414494304.0,1401471.0,7216196.0,34612496.0,11081897.0,256688176.0,260970624.0,0.0
