Samples,Class,1-(1-enyl-oleoyl)-GPE (P-18:1),1-(1-enyl-palmitoyl)-2-arachidonoyl-GPC (P-16:0/20:4),1-(1-enyl-palmitoyl)-2-arachidonoyl-GPE (P-16:0/20:4),1-(1-enyl-palmitoyl)-2-linoleoyl-GPC (P-16:0/18:2),1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (P-16:0/18:2),1-(1-enyl-palmitoyl)-2-oleoyl-GPC (P-16:0/18:1),1-(1-enyl-palmitoyl)-2-oleoyl-GPE (P-16:0/18:1),1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1),1-(1-enyl-palmitoyl)-2-palmitoyl-GPC (P-16:0/16:0),1-(1-enyl-palmitoyl)-GPC (P-16:0),1-(1-enyl-palmitoyl)-GPE (P-16:0),1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20:4),1-(1-enyl-stearoyl)-2-linoleoyl-GPE (P-18:0/18:2),1-(1-enyl-stearoyl)-2-oleoyl-GPE (P-18:0/18:1),1_2-dilinoleoyl-GPC (18:2/18:2),1_2-dioleoyl-GPC (18:1/18:1),1_2-dipalmitoyl-GPC (16:0/16:0),1_2-distearoyl-GPC (18:0/18:0),13-HOTrE,1-arachidonoyl-GPC (20:4n6),1-arachidonoyl-GPE (20:4n6),1-lignoceroyl-GPC (24:0),1-linolenoyl-GPC (18:3),1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6),1-linoleoyl-2-linolenoyl-GPC (18:2/18:3),1-linoleoyl-GPC (18:2),1-linoleoyl-GPE (18:2),1-oleoyl-2-linoleoyl-glycerol (18:1/18:2),1-oleoyl-2-linoleoyl-GPC (18:1/18:2),1-oleoyl-2-linoleoyl-GPE (18:1/18:2),1-oleoyl-3-linoleoyl-glycerol (18:1/18:2),1-oleoyl-GPC (18:1),1-oleoyl-GPE (18:1),1-palmitoleoyl-2-linolenoyl-GPC (16:1/18:3),1-palmitoleoyl-2-linoleoyl-GPC (16:1/18:2),1-palmitoleoyl-2-oleoyl-glycerol (16:1/18:1),1-palmitoleoyl-3-oleoyl-glycerol (16:1/18:1),1-palmitoleoyl-GPC (16:1),1-palmitoyl-2-arachidonoyl-GPC (16:0/20:4),1-palmitoyl-2-arachidonoyl-GPE (16:0/20:4),1-palmitoyl-2-linoleoyl-glycerol (16:0/18:2),1-palmitoyl-2-linoleoyl-GPC (16:0/18:2),1-palmitoyl-2-linoleoyl-GPE (16:0/18:2),1-palmitoyl-2-oleoyl-GPC (16:0/18:1),1-palmitoyl-2-oleoyl-GPE (16:0/18:1),1-palmitoyl-2-palmitoleoyl-GPC (16:0/16:1),1-palmitoyl-2-stearoyl-GPC (16:0/18:0),1-palmitoyl-3-linoleoyl-glycerol (16:0/18:2),1-palmitoyl-GPC (16:0),1-palmitoyl-GPE (16:0),1-stearoyl-2-arachidonoyl-GPC (18:0/20:4),1-stearoyl-2-arachidonoyl-GPE (18:0/20:4),1-stearoyl-2-linoleoyl-GPC (18:0/18:2),1-stearoyl-2-linoleoyl-GPE (18:0/18:2),1-stearoyl-2-oleoyl-GPC (18:0/18:1),1-stearoyl-2-oleoyl-GPE (18:0/18:1),1-stearoyl-GPC (18:0),1-stearoyl-GPE (18:0),2-aminooctanoate,2-palmitoyl-GPC (16:0),4-cholesten-3-one,alpha-tocopherol,arachidonoylcholine,arachidonoyl ethanolamide,behenoyl sphingomyelin (d18:1/22:0),bilirubin (E_Z or Z_E),campesterol,cholate,cholesterol,cis-4-decenoyl carnitine,decanoylcarnitine,delta-tocopherol,dihomo-linolenoyl-choline,docosahexaenoylcholine,eicosapentaenoylcholine,fexofenadine,gamma-tocopherol/beta-tocopherol,glycosyl-N-palmitoyl-sphingosine,glycosyl-N-stearoyl-sphingosine,heme,hexanoylcarnitine,lactosyl-N-palmitoyl-sphingosine,laurylcarnitine,linoleamide (18:2n6),linoleoylcarnitine,myristoleoylcarnitine,myristoylcarnitine,N-palmitoyl-sphinganine (d18:0/16:0),N-palmitoyl-sphingosine (d18:1/16:0),octanoylcarnitine,O-desmethylvenlafaxine,oleamide,oleoylcarnitine,oleoylcholine,oleoyl ethanolamide,palmitoleoylcarnitine,palmitoloelycholine,palmitoylcarnitine,palmitoylcholine,palmitoyl dihydrosphingomyelin (d18:0/16:0),palmitoyl sphingomyelin (d18:1/16:0),pantoprazole,paroxetine,piperine,quetiapine,retinal,retinol (Vitamin A),solanidine,spermidine,sphinganine,sphinganine-1-phosphate,sphingomyelin (d18:1/14:0_ d16:1/16:0),sphingomyelin (d18:1/15:0_ d16:1/17:0),sphingomyelin (d18:1/17:0_ d17:1/18:0_ d19:1/16:0),sphingomyelin (d18:1/18:1_ d18:2/18:0),sphingomyelin (d18:1/20:0_ d16:1/22:0),sphingomyelin (d18:1/20:1_ d18:2/20:0),sphingomyelin (d18:1/21:0_ d17:1/22:0_ d16:1/23:0),sphingomyelin (d18:1/22:1_ d18:2/22:0_ d16:1/24:1),sphingomyelin (d18:1/24:1_ d18:2/24:0),sphingomyelin (d18:2/14:0_ d18:1/14:1),sphingomyelin (d18:2/16:0_ d18:1/16:1),sphingomyelin (d18:2/23:0_ d18:1/23:1_ d17:1/24:1),sphingomyelin (d18:2/24:1_ d18:1/24:2),sphingosine,sphingosine 1-phosphate,stearamide,stearoylcarnitine,stearoyl sphingomyelin (d18:1/18:0),tricosanoyl sphingomyelin (d18:1/23:0),venlafaxine
305,Type:Crohn disease,2520176.0,60321324.0,47941328.0,64094132.0,4035125.0,21701592.0,6371073.0,2129501.0,23222450.0,19134054.0,5637211.0,72588664.0,10874256.0,4995148.0,304611488.0,91421184.0,88635896.0,3357873.0,126605.0,683964096.0,33264152.0,1315688.0,18386130.0,245545584.0,11571749.0,1021352320.0,26896386.0,325909728.0,140148608.0,14832286.0,312223712.0,512315008.0,24380716.0,4275522.0,101402448.0,91445784.0,47471556.0,86982856.0,1774839040.0,38589044.0,120644280.0,1922840448.0,30654368.0,1331472512.0,42480776.0,302064224.0,50862524.0,186072512.0,1473394048.0,23986952.0,1245800448.0,161597680.0,1241000960.0,129152008.0,496840672.0,37916980.0,762013568.0,48550424.0,306355.0,173056960.0,7731974.0,642978560.0,10294367.0,194613.0,530221056.0,2287952.0,264440.0,5001533.0,449714176.0,29798178.0,44473136.0,394725.0,2448633.0,1272593.0,430119.0,161708752.0,25580616.0,2725187.0,965272.0,16303756.0,10335317.0,12907106.0,17225008.0,166103824.0,16046261.0,16804428.0,9700883.0,6710564.0,45286336.0,32144240.0,0.0,365229856.0,34607720.0,4376538.0,770589.0,7881594.0,644428.0,33370902.0,13375372.0,39614596.0,274106368.0,342647104.0,51517832.0,40408364.0,0.0,1908290.0,83612352.0,929418.0,1099908.0,442287.0,721964.0,131743720.0,78686016.0,29682562.0,37016264.0,272114240.0,25518086.0,90096008.0,303629760.0,773998592.0,14731154.0,221744864.0,135755872.0,227007760.0,1204595.0,3761497.0,40794980.0,11653963.0,129566976.0,217330400.0,0.0
306,Type:Crohn disease,1976536.0,88164928.0,42859836.0,86751184.0,3773464.0,24784048.0,3656752.0,2542896.0,22329540.0,19795794.0,3760571.0,79173744.0,13782462.0,3777441.0,154179632.0,100848592.0,52041060.0,3618673.0,448692.0,335109248.0,19547624.0,799967.0,9660991.0,122074040.0,9469365.0,744375552.0,18540952.0,387419232.0,186979024.0,6474736.0,432498528.0,420700192.0,11340321.0,3451090.0,159492672.0,0.0,37028772.0,47542084.0,1144824832.0,12104763.0,125350808.0,1560707328.0,14797799.0,1078553728.0,11190588.0,97874232.0,36459284.0,109903064.0,1006735296.0,10099728.0,1000765760.0,61375968.0,1375626880.0,59232492.0,473574976.0,10875637.0,619750912.0,19475274.0,227170.0,114147344.0,3364413.0,592165696.0,3446097.0,145666.0,538234624.0,2065203.0,84261.0,422785.0,335206048.0,32571036.0,47502376.0,107589.0,985165.0,943511.0,83389.0,0.0,19217698.0,6175300.0,1404186.0,10895640.0,7297432.0,35039580.0,14274578.0,106619096.0,21822908.0,17228222.0,5493061.0,4700698.0,63994088.0,28302346.0,0.0,255437024.0,35016668.0,2718526.0,964403.0,5915546.0,165893.0,23689262.0,5355863.0,48686184.0,524396640.0,0.0,0.0,111799008.0,0.0,872889.0,39571468.0,0.0,795187.0,515870.0,926225.0,143770656.0,95925520.0,48288212.0,61474720.0,316878016.0,41044168.0,97412480.0,343421632.0,971502592.0,11948835.0,257960944.0,169778464.0,402707360.0,1535677.0,5635991.0,34884244.0,9014723.0,212942608.0,241086080.0,0.0
309,Type:Crohn disease,3173144.0,69232752.0,34754840.0,85346784.0,6265421.0,28464736.0,4129952.0,2471416.0,23823844.0,30532940.0,6189482.0,50691656.0,14950835.0,3271682.0,247920032.0,50538484.0,52536348.0,1005391.0,322054.0,241232640.0,15866289.0,0.0,8728082.0,54723328.0,5976912.0,990647936.0,31031366.0,79429600.0,139590160.0,4961932.0,66803948.0,395440192.0,13142330.0,788520.0,37356728.0,0.0,3610661.0,26677904.0,778377152.0,7953308.0,36657084.0,1366027904.0,8954848.0,774176128.0,4610841.0,59435836.0,19803318.0,31029412.0,901644800.0,7119450.0,505233376.0,23353580.0,959902016.0,23626368.0,191700432.0,3797280.0,402322528.0,10023081.0,343245.0,74779208.0,2293619.0,243329584.0,3456858.0,0.0,378110592.0,1891752.0,0.0,2765360.0,143204800.0,25458716.0,34242268.0,668458.0,930524.0,493642.0,0.0,0.0,24565116.0,7657201.0,1180876.0,5237342.0,6569202.0,29232996.0,17620964.0,177331984.0,12198031.0,9587834.0,6248505.0,3012807.0,46579248.0,24926556.0,0.0,384694368.0,18836416.0,4136810.0,496723.0,3059185.0,163935.0,20790198.0,8498633.0,54931696.0,502138784.0,0.0,0.0,3446351.0,0.0,807049.0,37964528.0,0.0,1682325.0,385946.0,553756.0,115414920.0,72232192.0,41118632.0,50043136.0,230895792.0,42012132.0,43280784.0,292512736.0,701020032.0,5593505.0,199052672.0,89744656.0,326171808.0,1230618.0,5081763.0,42435920.0,9041192.0,206355008.0,97661040.0,0.0
310,Type:Crohn disease,2151504.0,50666832.0,33526988.0,57428532.0,3669867.0,20974106.0,3357968.0,2001892.0,19202292.0,18890252.0,4467893.0,55763480.0,10114918.0,3561603.0,196684624.0,89159568.0,63620468.0,2295400.0,153372.0,300806784.0,16252813.0,550300.0,16240664.0,69675200.0,6007680.0,799444736.0,25700928.0,101962984.0,118942704.0,6031665.0,99463280.0,509993152.0,12396607.0,1699401.0,42077756.0,20812640.0,4373168.0,57845464.0,889710016.0,15180167.0,36205864.0,1305727744.0,20012476.0,1087466112.0,15083716.0,181790784.0,36235452.0,66194392.0,1088018432.0,10526907.0,649491264.0,44611800.0,967031936.0,52641808.0,418894400.0,9735493.0,529025280.0,18753584.0,334355.0,105321720.0,2403110.0,242953312.0,2466074.0,180736.0,429405728.0,3365502.0,0.0,489918.0,205004400.0,6812416.0,10890561.0,623035.0,1062530.0,309484.0,0.0,0.0,32500168.0,9815279.0,1970588.0,9862318.0,3484380.0,49997468.0,4809263.0,102333472.0,21640760.0,4607840.0,4764980.0,3092449.0,56870192.0,7126852.0,0.0,262240320.0,24359378.0,3102944.0,717797.0,3078578.0,338858.0,23166860.0,6194566.0,43923936.0,511003520.0,0.0,0.0,28189484.0,0.0,592370.0,23294308.0,0.0,1320032.0,488411.0,813231.0,133363224.0,76539032.0,42080632.0,41086432.0,241101680.0,27401814.0,51231952.0,249013840.0,779719872.0,5872160.0,187449968.0,55037652.0,289587776.0,1809319.0,5776053.0,46295168.0,8392982.0,233797568.0,117885256.0,0.0
313,Type:Crohn disease,2892866.0,77176720.0,23533048.0,84313608.0,2053255.0,54336928.0,4663960.0,5658663.0,35931224.0,45257944.0,5532679.0,59065008.0,9462121.0,4489419.0,157556384.0,167246032.0,58833524.0,2760290.0,248659.0,589295104.0,24976202.0,3229995.0,22747418.0,118712352.0,7643428.0,984695488.0,21526158.0,127652696.0,163993184.0,6327689.0,119303776.0,845999616.0,13620597.0,2139317.0,155066992.0,46410884.0,27772056.0,132934016.0,1241175552.0,21726412.0,22464900.0,1465915520.0,15537970.0,1593621120.0,13344480.0,301892800.0,32731882.0,35817756.0,1372683520.0,15259425.0,959821248.0,74919928.0,990398720.0,52675540.0,654190976.0,9736819.0,790291328.0,29332728.0,224026.0,207971360.0,3991425.0,367517088.0,5887914.0,0.0,556042368.0,5818778.0,229401.0,331200.0,530268640.0,13310746.0,28212020.0,0.0,2232779.0,1341986.0,394940.0,0.0,9380921.0,5527620.0,2165536.0,5736529.0,6637129.0,30064000.0,11399213.0,270510976.0,12018103.0,20977672.0,9370578.0,6652628.0,68383232.0,18273636.0,0.0,545879040.0,36274772.0,7012726.0,1139764.0,9399043.0,801712.0,28158352.0,10757619.0,64775520.0,564005696.0,0.0,0.0,14777965.0,0.0,2321659.0,100075656.0,1292081.0,476783.0,446886.0,795095.0,166535152.0,125936480.0,42463816.0,40997780.0,298011392.0,27094500.0,80294072.0,310258592.0,1071346112.0,10218518.0,227443888.0,76814048.0,322913760.0,925628.0,4374631.0,83527536.0,11589334.0,181164224.0,190479728.0,0.0
318,Type:Crohn disease,2788960.0,66630096.0,38344592.0,75407080.0,4497133.0,24065172.0,4380516.0,1708370.0,21056468.0,24216388.0,5137693.0,74073344.0,14393693.0,4155881.0,232387424.0,92204528.0,57229236.0,1786996.0,0.0,470855360.0,21878868.0,736770.0,22734068.0,173417568.0,12131361.0,899854080.0,27605258.0,266380240.0,136057024.0,13204592.0,260497824.0,534819360.0,17775114.0,4238290.0,68590976.0,29841756.0,15387755.0,59225220.0,1246631296.0,21388964.0,85427288.0,1545194496.0,24330914.0,1149223552.0,19287328.0,177214448.0,31992430.0,114148592.0,1320510464.0,17026508.0,928116672.0,83784128.0,1111311872.0,81561056.0,392621952.0,15081773.0,616069376.0,27015040.0,391446.0,130536328.0,7765468.0,363115584.0,7661604.0,0.0,597433152.0,3382470.0,342732.0,2858017.0,313200352.0,37214340.0,35417860.0,235450.0,2232669.0,730993.0,384194.0,0.0,24790744.0,4135062.0,1071112.0,6071020.0,7657303.0,26624868.0,9112844.0,195154336.0,14173236.0,8203658.0,4578246.0,3692946.0,54075132.0,27929318.0,0.0,413131360.0,20969112.0,5411639.0,537153.0,4030183.0,509481.0,21630676.0,11608039.0,45228632.0,435887072.0,0.0,0.0,29369292.0,0.0,1474524.0,68397472.0,0.0,779358.0,353097.0,719396.0,125462080.0,92655040.0,34991072.0,42988004.0,294604032.0,36572832.0,86359960.0,380747232.0,752864448.0,10966448.0,224803472.0,128012008.0,317910048.0,1378200.0,5978511.0,69140896.0,7096142.0,158115104.0,181981088.0,0.0
321,Type:Crohn disease,2992171.0,68140128.0,27758132.0,89248112.0,6376638.0,29266716.0,3747716.0,2955390.0,26128522.0,29132812.0,5307790.0,47657416.0,18108490.0,3585665.0,282022784.0,108027440.0,46758964.0,1905715.0,267146.0,302760800.0,13955201.0,1001981.0,7444127.0,110428568.0,7094257.0,1016025600.0,24072212.0,221181168.0,201879552.0,7030155.0,218354272.0,467680416.0,13286898.0,2132692.0,114836368.0,0.0,7879421.0,33891472.0,989743552.0,7464496.0,55774488.0,1620452480.0,10526428.0,912983488.0,6200559.0,52813500.0,23952512.0,51928016.0,1082427392.0,8703678.0,762766208.0,37019132.0,1285741568.0,42802188.0,276221536.0,6228003.0,566735488.0,14762921.0,426448.0,119624688.0,3235175.0,414596864.0,5502959.0,259181.0,594715392.0,2359534.0,0.0,207979.0,226588496.0,40766552.0,51689208.0,126476.0,1508103.0,1149480.0,185233.0,0.0,13721684.0,7332725.0,1081733.0,3282664.0,10632731.0,34910216.0,20005080.0,170839408.0,21467108.0,28210104.0,6627715.0,2941569.0,47747960.0,39238320.0,0.0,380618208.0,37693704.0,5565525.0,1109004.0,7303878.0,254340.0,22352492.0,11715792.0,63546388.0,509370144.0,0.0,0.0,27477492.0,0.0,1031782.0,46103184.0,0.0,1079874.0,311963.0,893169.0,159821024.0,105610904.0,45263156.0,44146568.0,398351872.0,42937872.0,111383032.0,434359840.0,842517504.0,10497671.0,228081360.0,151595840.0,348076416.0,922908.0,6242431.0,46058388.0,8990252.0,182497648.0,197652688.0,0.0
324,Type:Crohn disease,3223188.0,61674100.0,38357168.0,104663320.0,7571240.0,24973432.0,6076593.0,2264160.0,22883200.0,23506596.0,6289760.0,56742168.0,13484086.0,4745493.0,328060544.0,66900756.0,41504024.0,1618163.0,760141.0,431844928.0,17235016.0,698354.0,16558471.0,132791472.0,13552388.0,1171840128.0,27044416.0,205773616.0,159621776.0,9102911.0,196533952.0,464289184.0,13203871.0,1807826.0,97029056.0,13719689.0,3062753.0,60281384.0,1143368576.0,11257355.0,62170808.0,1655353472.0,15721610.0,962872064.0,10040217.0,151805520.0,24423244.0,74430848.0,1165917184.0,8230783.0,828205888.0,52099624.0,1339983232.0,63667284.0,378206528.0,10182024.0,671810176.0,18614350.0,577116.0,102190872.0,5404181.0,333911968.0,4287962.0,193912.0,671021440.0,2355583.0,191223.0,1407280.0,276871936.0,29142830.0,31322378.0,640213.0,1623840.0,374602.0,215166.0,0.0,30328348.0,4274852.0,1020225.0,8626214.0,7237620.0,25145292.0,12076071.0,205771296.0,22203456.0,15846712.0,5708883.0,4026573.0,51005524.0,23911480.0,0.0,381145536.0,28271256.0,3640045.0,1005217.0,5638665.0,264358.0,21811516.0,8556770.0,48381148.0,369287520.0,0.0,0.0,28772940.0,0.0,991027.0,41482236.0,0.0,922472.0,348264.0,884089.0,111851680.0,78181272.0,29900098.0,34130192.0,291926560.0,31203918.0,100322208.0,411425888.0,694137984.0,10409975.0,229657680.0,145810256.0,250552720.0,1464482.0,5676757.0,48969152.0,8073540.0,129790024.0,206179456.0,0.0
327,Type:Crohn disease,1611680.0,97007248.0,23838220.0,152040464.0,3459422.0,41113496.0,3787636.0,3658708.0,36246532.0,31395136.0,3473912.0,48325068.0,12498366.0,3265887.0,261291024.0,106999584.0,62402108.0,1581486.0,314641.0,369422048.0,24483600.0,1574161.0,11841360.0,100878112.0,7969633.0,1146573696.0,34034152.0,178463392.0,190089808.0,6123829.0,154769200.0,547623936.0,15187412.0,2217673.0,138474784.0,0.0,8568509.0,46251412.0,1067553472.0,13330370.0,52068644.0,1655478144.0,15062758.0,1110988928.0,7718772.0,92328880.0,28283474.0,39008640.0,1202664832.0,11617715.0,789731200.0,46825272.0,1088706432.0,36909096.0,288017280.0,4405162.0,558294720.0,19505962.0,689433.0,124039712.0,3325966.0,488122880.0,2324715.0,209161.0,587721536.0,10166075.0,157307.0,568482.0,318568640.0,40749328.0,49288916.0,0.0,811074.0,283786.0,0.0,0.0,10633035.0,7001245.0,2812893.0,744677.0,14394157.0,43882788.0,16535525.0,163864512.0,39073280.0,30640632.0,9331152.0,4908755.0,60607564.0,34875220.0,0.0,343943328.0,60547408.0,2020502.0,1300812.0,11595692.0,0.0,39814208.0,4970701.0,57158396.0,497163584.0,0.0,0.0,979010.0,0.0,1725285.0,72566864.0,0.0,1344815.0,536287.0,1452130.0,157824352.0,118156960.0,52519648.0,51951184.0,361025120.0,47040032.0,86224368.0,405486816.0,1021211712.0,8412061.0,260509552.0,95480856.0,426188736.0,1754179.0,8140384.0,46104932.0,13367820.0,236017088.0,160513728.0,0.0
329,Type:Crohn disease,4530078.0,59897804.0,39482752.0,108176112.0,8548794.0,35062864.0,6819678.0,2582095.0,20629168.0,25509004.0,8119232.0,71183008.0,24776332.0,6082474.0,198344640.0,92149688.0,52899576.0,0.0,444420.0,306140544.0,11595664.0,557949.0,8606921.0,81463184.0,7307884.0,939748160.0,13537839.0,89367560.0,210602624.0,4601310.0,74990040.0,422570336.0,7040447.0,1804149.0,112932640.0,0.0,4029530.0,31748474.0,864790784.0,7342535.0,26518326.0,1410507392.0,7399587.0,825218304.0,3790141.0,70738736.0,24123740.0,20620324.0,860931008.0,5042946.0,685172864.0,26535048.0,1090703616.0,21932218.0,265941200.0,3019436.0,457956192.0,8388494.0,995573.0,60139100.0,2481669.0,327525664.0,5593299.0,226558.0,577030144.0,3334119.0,232010.0,518414.0,223938544.0,44610632.0,52205760.0,418689.0,1559606.0,927237.0,199497.0,0.0,18045772.0,9775799.0,1018377.0,4669662.0,8558802.0,38264200.0,17098448.0,163673888.0,16437472.0,19120402.0,6516567.0,3486152.0,56511676.0,42649780.0,0.0,336246592.0,29213450.0,6359451.0,1307935.0,6780370.0,358069.0,18043688.0,12281667.0,57346800.0,543078528.0,0.0,0.0,29386254.0,0.0,790498.0,32233660.0,0.0,1213605.0,341016.0,629321.0,165513488.0,117626816.0,48321304.0,46486312.0,289804576.0,36997240.0,92687072.0,360393216.0,781556352.0,5501830.0,249148304.0,132816176.0,308418880.0,970472.0,4690558.0,58097600.0,6034929.0,183601168.0,196480576.0,0.0
330,Type:Crohn disease,2650930.0,57010544.0,40798828.0,93737000.0,8991905.0,21862100.0,4734834.0,2195625.0,23858972.0,23506566.0,6923508.0,52849304.0,18685956.0,3582656.0,262642848.0,67302640.0,60159328.0,2533679.0,284837.0,317905664.0,13488932.0,536657.0,15725561.0,121793600.0,13807313.0,956333824.0,24724030.0,275303040.0,129331360.0,4643093.0,244398400.0,390762528.0,8633547.0,4401414.0,84558016.0,0.0,0.0,47111708.0,1029918656.0,7662907.0,115402416.0,1581913472.0,11046517.0,933988992.0,6549468.0,104097920.0,34202580.0,105372816.0,1268229632.0,10424571.0,713287168.0,36826560.0,1102723328.0,43683088.0,289046368.0,4943314.0,616441408.0,18107822.0,374177.0,115565664.0,4897107.0,429384192.0,2688467.0,0.0,521252992.0,3975944.0,130891.0,2607314.0,232636736.0,42580332.0,56915848.0,487036.0,1027371.0,809715.0,152104.0,0.0,35338596.0,3587127.0,1417706.0,3337946.0,10773964.0,15297289.0,16565678.0,107074296.0,24823182.0,16575376.0,7672363.0,2817652.0,45143160.0,38487824.0,0.0,265878176.0,32946660.0,2331182.0,781897.0,6990765.0,182770.0,29866528.0,7061020.0,45213796.0,348944192.0,0.0,0.0,117279096.0,0.0,1540454.0,72258944.0,0.0,1503352.0,353429.0,754358.0,110286256.0,90816288.0,53224200.0,57156288.0,321348992.0,40975728.0,81499944.0,338764256.0,682297792.0,8700202.0,194525952.0,112297816.0,270950240.0,951540.0,4514904.0,37002676.0,10359635.0,213032640.0,153623920.0,0.0
333,Type:Crohn disease,5297616.0,79442312.0,34441784.0,91841032.0,5733211.0,32528056.0,4637306.0,3369066.0,30808758.0,42888092.0,8595837.0,55994020.0,13246953.0,4557674.0,193023312.0,89854280.0,49506672.0,1722206.0,571713.0,371846336.0,10378064.0,584103.0,11404105.0,67469312.0,5147451.0,1136842112.0,18401538.0,203188544.0,161400976.0,5343372.0,184372208.0,532268640.0,9105576.0,1955274.0,122479424.0,0.0,14804369.0,49449292.0,904922496.0,4980020.0,71722152.0,1500196352.0,8141488.0,896499968.0,5787279.0,83803640.0,23912842.0,55360516.0,1130319872.0,6510464.0,741974272.0,27749206.0,1202840064.0,36665080.0,291900640.0,6452976.0,610134976.0,12711430.0,355759.0,99981992.0,3706088.0,293880576.0,9164054.0,214514.0,746459520.0,5626222.0,354400.0,3121623.0,482920352.0,24268532.0,25999570.0,193843.0,2936867.0,2216935.0,381839.0,0.0,20485516.0,5719795.0,1244599.0,12750934.0,6131954.0,43451392.0,10377146.0,96189512.0,19241908.0,14353051.0,5974207.0,4776360.0,59148804.0,19791824.0,117048280.0,232567504.0,27701584.0,9101555.0,954254.0,5190256.0,526060.0,19683244.0,20013460.0,64362100.0,571726656.0,0.0,0.0,24900708.0,0.0,1373370.0,64970332.0,0.0,2733236.0,516028.0,1370878.0,195948032.0,146461152.0,69976192.0,82763264.0,403876288.0,61585508.0,138264768.0,524672416.0,1065621632.0,18369788.0,350367456.0,141309056.0,464556128.0,1981928.0,10553408.0,32683888.0,7091067.0,267660960.0,273372992.0,22061776.0
335,Type:Crohn disease,1838492.0,89966976.0,19839952.0,127135328.0,2704070.0,44711264.0,2813682.0,5342771.0,48008568.0,32206152.0,3648946.0,50608916.0,11446938.0,2830212.0,118903304.0,83373096.0,73273504.0,2178791.0,328892.0,388407392.0,17034712.0,696844.0,6562966.0,67013324.0,2256433.0,937996992.0,16431853.0,186874768.0,123460304.0,2542681.0,155750080.0,497065728.0,5348512.0,251151.0,109750464.0,0.0,9201610.0,45495764.0,1163171584.0,11624440.0,63659728.0,1509457536.0,10412113.0,1215360128.0,5167765.0,109339072.0,32322910.0,48068936.0,1162583296.0,8513133.0,831086016.0,39019336.0,1052620032.0,23815990.0,274964608.0,1493687.0,557990144.0,12678435.0,518513.0,108447352.0,4572797.0,309524352.0,8560237.0,370998.0,680456256.0,4671663.0,0.0,814645.0,385295744.0,94449080.0,293717920.0,493623.0,2364903.0,1827660.0,265345.0,0.0,42176048.0,11378880.0,3351172.0,18153088.0,39961260.0,50411120.0,75244584.0,194774736.0,33827644.0,110107608.0,25050868.0,6075702.0,83493288.0,186428160.0,0.0,382824160.0,77471952.0,7899191.0,2247138.0,31354564.0,394389.0,55084748.0,17279608.0,79209520.0,633889024.0,0.0,0.0,1001966.0,0.0,1105061.0,41696840.0,0.0,2492486.0,368377.0,667197.0,144840560.0,133317616.0,83107864.0,88353208.0,368783264.0,59266064.0,109086952.0,456685760.0,1041321152.0,8469477.0,331488928.0,126248624.0,460748992.0,1162537.0,5611948.0,46863008.0,17275296.0,380687328.0,250317152.0,0.0
337,Type:Crohn disease,2842006.0,75212440.0,18859068.0,65586512.0,1996570.0,31377072.0,4734350.0,3355143.0,29984372.0,21542510.0,4541090.0,44595008.0,7136722.0,4179726.0,133673384.0,104850224.0,60292460.0,3245553.0,5523251.0,528764928.0,19898066.0,707762.0,6369940.0,100313336.0,5451809.0,942776640.0,17803096.0,365939872.0,192267696.0,6602863.0,397467008.0,550619648.0,15792047.0,1926606.0,120199656.0,0.0,10407565.0,35688936.0,1492237952.0,15985746.0,123466208.0,1896894720.0,18890268.0,1246871168.0,27724666.0,65905752.0,38663824.0,129798680.0,1302242176.0,15998468.0,1272454016.0,93483776.0,1354584576.0,70873624.0,439422432.0,23492552.0,722083776.0,28092020.0,328450.0,138275232.0,5319977.0,496784512.0,9723364.0,289970.0,864289792.0,7911754.0,121433.0,183213.0,590546368.0,74179376.0,91597448.0,786877.0,1316191.0,2475294.0,168019.0,0.0,42312792.0,6561563.0,1552813.0,3828337.0,29114524.0,55442980.0,26431100.0,157541104.0,40819472.0,66858860.0,12273999.0,5660929.0,83938456.0,77015504.0,0.0,296949280.0,59403524.0,4958139.0,1577219.0,17236600.0,219144.0,34568628.0,10306298.0,52863208.0,618887552.0,0.0,0.0,52544796.0,0.0,1615071.0,68103832.0,0.0,1657466.0,444505.0,883207.0,167824352.0,130994400.0,70282296.0,94209328.0,369868384.0,54959220.0,180147936.0,512001920.0,1187199872.0,12968302.0,376342848.0,283971168.0,501859712.0,1119794.0,6344000.0,34416924.0,13486059.0,287573504.0,394689440.0,0.0
