Samples,Class,1-arachidonoyl-GPA (20:4),1-palmitoyl-2-arachidonoyl-GPI (16:0/20:4),1-palmitoyl-2-linoleoyl-GPI (16:0/18:2),1-palmitoyl-2-oleoyl-GPI (16:0/18:1)*,1-stearoyl-2-arachidonoyl-GPI (18:0/20:4),1-stearoyl-2-linoleoyl-GPI (18:0/18:2),2_3-dihydroxyisovalerate,2-hydroxybutyrate/2-hydroxyisobutyrate,2-hydroxyglutarate,2-isopropylmalate,3-hydroxy-2-ethylpropionate,3-hydroxy-3-methylglutarate,3-hydroxybutyrate (BHBA),3-hydroxyisobutyrate,3-methylglutaconate,5-acetylamino-6-amino-3-methyluracil,5-acetylamino-6-formylamino-3-methyluracil,alanine,allantoin,alpha-ketoglutarate,arabitol/xylitol,arabonate/xylonate,asparagine,citrulline,creatine,dihydroorotate,erythritol,erythronate*,ethylmalonate,fructose,fumarate,galactonate,gluconate,glucose,glucuronate,glutarate (pentanedioate),glycerate,glycerophosphoethanolamine,glycerophosphorylcholine (GPC),guanidinoacetate,gulonic acid*,hydantoin-5-propionic acid,imidazole lactate,maleate,malonate,maltose,mannitol/sorbitol,mannose,methylmalonate (MMA),methylsuccinate,myo-inositol,N-acetylalanine,N-acetylaspartate (NAA),N-acetylglutamate,N-acetylserine,N-acetylthreonine,N-delta-acetylornithine,orotate,orotidine,phenylpyruvate,pyruvate,quinate,ribitol,ribonate,salicylate,serine,succinate,threonate,trans-4-hydroxyproline
303,Type:Crohn disease,545131.0,1873865.0,2336862.0,1208767.0,10385153.0,4676394.0,1131402.0,75557680.0,95797496.0,4598583.0,2988489.0,20682650.0,15291458.0,10630494.0,5560006.0,7331744.0,395718.0,2734096.0,12393598.0,54279464.0,3108135.0,10943373.0,49450024.0,21126884.0,14028337.0,1515250.0,2864255.0,326242720.0,33607808.0,81349216.0,5431983.0,1840949.0,5409502.0,1907706624.0,13962699.0,980288.0,76879280.0,923267.0,10797920.0,1057655.0,6873609.0,240189.0,5779212.0,8979209.0,22265622.0,3240152.0,6278657.0,14155629.0,8623568.0,1160310.0,11754456.0,20254056.0,4792236.0,820851.0,19303724.0,17952832.0,2213372.0,2921571.0,884202.0,566207.0,11360938.0,154708272.0,340871.0,11986943.0,6886485.0,59416368.0,161771312.0,719757952.0,3881416.0
304,Type:Crohn disease,0.0,1893283.0,3204487.0,1970363.0,11185547.0,6438135.0,792927.0,29238488.0,33728484.0,1177281.0,2303061.0,8953602.0,26391082.0,14307012.0,2124038.0,2602988.0,192189.0,2182703.0,8455066.0,24144092.0,1962286.0,10941181.0,39364084.0,18774572.0,11340222.0,1251029.0,2365784.0,219719680.0,15208576.0,18920998.0,4694351.0,504934.0,10338270.0,2157684480.0,14777806.0,10228076.0,60324784.0,541082.0,8632449.0,328648.0,10305258.0,248807.0,2833466.0,4363783.0,46215772.0,856160.0,3480905.0,20227464.0,5971290.0,1060823.0,16079495.0,18197568.0,3345566.0,0.0,13874159.0,14532644.0,1374107.0,2169558.0,901779.0,0.0,6170617.0,11512364.0,0.0,11170450.0,14634324.0,53306740.0,159774960.0,452232864.0,7985721.0
305,Type:Crohn disease,143061.0,2175448.0,1992998.0,2447751.0,18583036.0,4594195.0,371453.0,170702448.0,44972140.0,823051.0,6150677.0,4857820.0,32770616.0,23555120.0,2700050.0,242394.0,0.0,6153198.0,5897124.0,64550456.0,2395442.0,14710462.0,68818440.0,27374024.0,18200302.0,1582020.0,2573776.0,244789920.0,32887184.0,40352688.0,3171284.0,15403510.0,11108901.0,2486121216.0,10905231.0,14802883.0,68643880.0,662801.0,6150304.0,514922.0,7131173.0,848253.0,29576860.0,3348774.0,30566460.0,756486.0,72254768.0,20662716.0,8263246.0,1039045.0,15598453.0,15632052.0,3119678.0,518626.0,15279917.0,11816773.0,1973353.0,1823180.0,705701.0,1143552.0,39144532.0,275000.0,436974.0,12038524.0,2174593.0,47390976.0,119440904.0,593079808.0,6867445.0
306,Type:Crohn disease,708320.0,688656.0,953438.0,758304.0,7448029.0,2110712.0,1086507.0,29609594.0,20465096.0,0.0,1275861.0,5426047.0,18539868.0,9284885.0,939005.0,231695.0,0.0,1916102.0,2642146.0,18878244.0,1124300.0,8113748.0,39679356.0,16147694.0,8820032.0,631062.0,1079474.0,164673008.0,16841160.0,22779260.0,2655223.0,2883465.0,8828043.0,1737298176.0,5773757.0,2282681.0,71186368.0,374132.0,6558649.0,227276.0,4881261.0,0.0,1376130.0,1727672.0,25375100.0,553988.0,1636669.0,26200318.0,3233927.0,603575.0,24228794.0,12593647.0,2068265.0,200377.0,12521300.0,9460701.0,1990119.0,1133561.0,368786.0,286711.0,12010470.0,982949.0,0.0,5872790.0,1021135.0,43578256.0,66578900.0,672547520.0,1608609.0
309,Type:Crohn disease,912528.0,825623.0,1081332.0,931235.0,5993882.0,2192707.0,1006612.0,44064784.0,19973196.0,412357.0,3558450.0,7648026.0,14710804.0,10561697.0,1305852.0,4723300.0,251583.0,2533479.0,4854285.0,26703650.0,1681798.0,9712640.0,71083488.0,20817228.0,6484830.0,894798.0,1631272.0,204080304.0,14175179.0,52415556.0,2973941.0,1368553.0,10247619.0,1751846400.0,8019134.0,1352167.0,82324344.0,960493.0,9758297.0,711557.0,0.0,175513.0,3837689.0,2587219.0,28280368.0,658009.0,3009624.0,18581034.0,5969879.0,485938.0,15717693.0,14827314.0,2629724.0,289684.0,17483380.0,15139918.0,649914.0,1781801.0,803083.0,495296.0,7213325.0,3685187.0,0.0,12730049.0,1112663.0,69406736.0,88343480.0,936025152.0,7462208.0
310,Type:Crohn disease,468375.0,1091649.0,1313073.0,1503479.0,5914092.0,2538856.0,5516106.0,25595350.0,23145966.0,564846.0,1577182.0,5787480.0,4879290.0,5193881.0,1527459.0,970416.0,0.0,2760740.0,7950019.0,32425756.0,2010089.0,9948507.0,47619912.0,16761287.0,4086288.0,1199712.0,2031146.0,238056080.0,22907960.0,27943370.0,4438876.0,1247344.0,6118635.0,1788194176.0,4391490.0,1147182.0,41004396.0,383220.0,6325527.0,346640.0,4146444.0,0.0,1513085.0,3070443.0,27750920.0,980411.0,7171062.0,21000776.0,5302922.0,448887.0,17840948.0,15001747.0,2309902.0,251766.0,16073078.0,12879105.0,1091758.0,2428190.0,985450.0,505051.0,19752356.0,476485.0,421951.0,11795791.0,44255336.0,44638052.0,83288408.0,47709008.0,7321625.0
313,Type:Crohn disease,391640.0,2330210.0,2030291.0,2654549.0,15507385.0,4007519.0,356387.0,108525672.0,53773908.0,1189931.0,3828580.0,6103079.0,28073236.0,17075720.0,1672988.0,11802596.0,1085550.0,4404348.0,3453604.0,75785056.0,1391818.0,11863528.0,77737944.0,19197518.0,17666608.0,427920.0,1391313.0,156513408.0,29221484.0,66370172.0,4696395.0,2072847.0,11322806.0,2540624384.0,8325447.0,904803.0,64485564.0,724123.0,9092053.0,845348.0,4308658.0,0.0,3960632.0,6841635.0,37693768.0,719998.0,2515014.0,26354448.0,10066797.0,1108270.0,18626572.0,11114395.0,4021802.0,1095335.0,12068136.0,9771303.0,544603.0,2502801.0,160953.0,884175.0,34528888.0,123273808.0,153573.0,15182754.0,2742198.0,83145400.0,98297872.0,649387968.0,5028436.0
318,Type:Crohn disease,961429.0,2013580.0,2575383.0,2000842.0,9150355.0,4200970.0,241806.0,35500448.0,34197376.0,670722.0,1432438.0,7046804.0,11071620.0,6156482.0,2585281.0,2835622.0,191735.0,3688109.0,4653765.0,31198966.0,1854085.0,8344547.0,49043440.0,26655890.0,17495948.0,1325567.0,2216051.0,215603072.0,65901560.0,47558948.0,3577421.0,1889712.0,10587010.0,1987798016.0,7823141.0,2208809.0,38586864.0,741772.0,9028073.0,703668.0,7260695.0,140472.0,3992452.0,3125221.0,31880238.0,796020.0,51243996.0,14871869.0,4910184.0,1345108.0,18189272.0,14779632.0,3378899.0,535260.0,14126941.0,11572360.0,727882.0,2278251.0,553396.0,519633.0,21115524.0,1684982.0,158679.0,13987242.0,1805858.0,50665752.0,87602904.0,109400680.0,6594291.0
321,Type:Crohn disease,414363.0,920785.0,1443739.0,983837.0,8861822.0,4222021.0,237722.0,80903808.0,27160490.0,789600.0,2256524.0,5349207.0,196115552.0,0.0,1702676.0,3868189.0,0.0,2316078.0,7406829.0,39311196.0,1743379.0,12183287.0,49850272.0,30080548.0,10729255.0,1319087.0,2111083.0,224985856.0,39997880.0,44753724.0,3841374.0,599569.0,11285003.0,1707988480.0,7509115.0,1040345.0,58001960.0,600271.0,7739776.0,820325.0,11453346.0,175506.0,2379505.0,6578189.0,30314416.0,645531.0,3299743.0,21405116.0,8198659.0,1140677.0,16559326.0,16846872.0,2827968.0,624511.0,18767912.0,15002294.0,903628.0,1747390.0,847144.0,443772.0,16384476.0,52930968.0,143575.0,12545254.0,1859850.0,53693724.0,77852088.0,530878048.0,3753716.0
324,Type:Crohn disease,538919.0,1740582.0,2362725.0,1928054.0,10381148.0,4445511.0,123822.0,134509184.0,25263132.0,824213.0,2972614.0,5391437.0,101924080.0,29150128.0,1109638.0,0.0,0.0,4139792.0,3062387.0,42608848.0,1208533.0,7040984.0,59843940.0,27087516.0,13966326.0,1169827.0,1425359.0,154945504.0,16620323.0,23966076.0,4943594.0,0.0,6611832.0,1903345920.0,6819179.0,1988872.0,71458784.0,499550.0,6888009.0,947080.0,2359560.0,249253.0,3297633.0,3088284.0,38833936.0,266519.0,2049287.0,24477536.0,9437440.0,644161.0,20536370.0,13958107.0,2578411.0,402120.0,11371232.0,10641977.0,1311771.0,1456069.0,354512.0,206898.0,22103490.0,497141.0,200936.0,8731982.0,1468382.0,53738048.0,101727976.0,954257792.0,13694252.0
327,Type:Crohn disease,2886573.0,690773.0,929430.0,714476.0,6335305.0,2813974.0,769325.0,150562960.0,31428920.0,892593.0,3750911.0,9268873.0,113371040.0,7941282.0,2550213.0,6721250.0,568443.0,6642356.0,4105268.0,39189836.0,2325810.0,21892048.0,96877920.0,31180226.0,4239256.0,2298145.0,2975422.0,320685600.0,18282956.0,62787056.0,5519404.0,1926654.0,15380470.0,2488477696.0,16951410.0,889373.0,100562536.0,854736.0,11362293.0,692840.0,8934306.0,821003.0,7018829.0,3914307.0,37444984.0,1683420.0,31101978.0,32603516.0,17331312.0,804053.0,29573650.0,20160804.0,4096682.0,666634.0,26499812.0,18757716.0,1497121.0,3573847.0,908779.0,756674.0,26389242.0,2913263.0,198834.0,13852608.0,1094876.0,81369640.0,83288384.0,1202917760.0,12483567.0
329,Type:Crohn disease,258269.0,603048.0,924704.0,671016.0,4404620.0,2655520.0,3463076.0,120126352.0,22394882.0,312790.0,4877130.0,7270738.0,188989776.0,36972232.0,1668485.0,605122.0,0.0,2238038.0,4267318.0,37580600.0,1589822.0,9116607.0,62185272.0,16693317.0,9079860.0,2166812.0,2009204.0,209410000.0,22760150.0,28088108.0,4188355.0,7078536.0,8658288.0,1918684416.0,6756046.0,2799155.0,68862912.0,482706.0,6650590.0,516558.0,3738821.0,235515.0,1852528.0,3114538.0,48763752.0,1054753.0,2395874.0,41796024.0,5308360.0,682108.0,22156322.0,15833292.0,3394473.0,570190.0,20907192.0,14456382.0,1728231.0,2565724.0,923700.0,404828.0,13424798.0,222535.0,224083.0,12402367.0,3912366.0,64735912.0,116943992.0,757182720.0,3037993.0
330,Type:Crohn disease,164117.0,611549.0,1018756.0,588089.0,9475884.0,2838830.0,701655.0,90710048.0,39998928.0,1190857.0,4651931.0,5501594.0,37411172.0,15269550.0,2105839.0,717529.0,0.0,4875124.0,4507302.0,47960872.0,2121768.0,8524183.0,51204480.0,26502840.0,4981263.0,786098.0,1893580.0,242134688.0,17089856.0,48687396.0,3814400.0,0.0,8446390.0,1985329664.0,8677118.0,4144190.0,65976808.0,588922.0,7697940.0,743113.0,4010907.0,406375.0,2651032.0,2698609.0,25393644.0,250631.0,2542240.0,19494568.0,5189687.0,547609.0,11874300.0,22123484.0,2954585.0,625158.0,23864716.0,18867374.0,675504.0,1857588.0,473269.0,674762.0,29803974.0,2014563.0,321221.0,8005706.0,11876882.0,45429800.0,68388576.0,805283072.0,5720577.0
333,Type:Crohn disease,1801914.0,1131962.0,1612952.0,1327532.0,8674461.0,3281153.0,377381.0,85289408.0,48681684.0,458366.0,3651150.0,5939026.0,13013421.0,17488386.0,1479902.0,5625922.0,495813.0,3334566.0,6246465.0,43392864.0,1731994.0,8067269.0,51041948.0,18168884.0,8515295.0,1454995.0,1505663.0,213032240.0,10458418.0,66783764.0,4087015.0,5439457.0,6512084.0,1636969472.0,11202286.0,1577656.0,72113400.0,631947.0,11158724.0,888533.0,5599521.0,478518.0,3739557.0,11217359.0,25045576.0,1288960.0,6422055.0,29016506.0,4988843.0,1486749.0,15050816.0,15152312.0,3422363.0,625737.0,13352302.0,13152094.0,973854.0,2866994.0,701414.0,641262.0,23743830.0,186872848.0,144899.0,10313752.0,1041459.0,59006480.0,113399536.0,559789952.0,4328868.0
335,Type:Crohn disease,218584.0,1085656.0,958642.0,400584.0,8820050.0,2036333.0,178785.0,165357280.0,57305296.0,3545005.0,6247912.0,11049767.0,976431424.0,0.0,3520875.0,3565301.0,128253.0,3062440.0,6114811.0,58095252.0,2745808.0,14180224.0,59835508.0,35397312.0,7251944.0,1487821.0,2445699.0,327649760.0,29276334.0,82388728.0,5617704.0,1631311.0,14281439.0,2046312960.0,16150362.0,2295560.0,92095640.0,1417057.0,25584422.0,954399.0,11145834.0,620310.0,5988823.0,5058694.0,61893048.0,596605.0,4306382.0,49359644.0,10190878.0,1423609.0,26644522.0,23151570.0,6185335.0,766766.0,33238846.0,24148316.0,1099785.0,3162199.0,1298818.0,568338.0,22890634.0,0.0,302007.0,16348053.0,4517697.0,71937560.0,135097904.0,715570944.0,7573218.0
337,Type:Crohn disease,121424.0,1023620.0,1390138.0,751774.0,17343188.0,4091485.0,0.0,271780896.0,54867888.0,3602146.0,4390881.0,8482827.0,1197031808.0,0.0,1894584.0,1867035.0,0.0,3104105.0,8335730.0,48894432.0,2092436.0,11738409.0,57824072.0,22211004.0,20261244.0,716743.0,2057966.0,212506528.0,19894232.0,29547920.0,5276387.0,0.0,11252152.0,2124192384.0,9677071.0,1451257.0,76664376.0,490418.0,6083763.0,746418.0,0.0,553715.0,5677830.0,3625535.0,51957192.0,534599.0,2596506.0,45495128.0,4551842.0,953870.0,27083732.0,19744948.0,4671975.0,570091.0,24300776.0,21338784.0,1537991.0,1819358.0,646499.0,292539.0,16171891.0,1040132.0,208531.0,10811345.0,442270.0,57290056.0,125900248.0,772171328.0,6376374.0
341,Type:Crohn disease,592694.0,740391.0,959679.0,770011.0,9830472.0,3128399.0,1508643.0,215307872.0,41865896.0,963092.0,6053483.0,13655706.0,178808736.0,44670808.0,5537801.0,25867508.0,2307104.0,3266615.0,5904224.0,58658520.0,2563162.0,19280462.0,49633840.0,22265416.0,6167274.0,774749.0,2878349.0,314611712.0,23886878.0,31835432.0,5442400.0,3314517.0,15097239.0,1773700352.0,14401508.0,2253721.0,88406112.0,587856.0,5742161.0,585010.0,13105821.0,340911.0,4566761.0,4314423.0,41374592.0,282705.0,83190776.0,24637394.0,10250006.0,1910486.0,36450380.0,23128846.0,4846102.0,971561.0,28200636.0,22590888.0,4600636.0,1805011.0,1329190.0,579353.0,24705352.0,89191160.0,216030.0,14753548.0,3642119.0,56732716.0,104310048.0,740771392.0,42275128.0
342,Type:Crohn disease,213499.0,1269767.0,1813467.0,1609794.0,8976582.0,4084314.0,0.0,92691408.0,45666136.0,0.0,3440974.0,8233466.0,378704160.0,0.0,5082497.0,166103.0,0.0,2484140.0,3131285.0,59513988.0,1425045.0,9495813.0,48788684.0,17942034.0,10485536.0,948722.0,1643265.0,188931136.0,29360234.0,23973842.0,3736338.0,311967.0,12739060.0,2405479936.0,15262091.0,947180.0,101483400.0,241063.0,7055306.0,788965.0,4331046.0,0.0,2031873.0,2963358.0,29218952.0,0.0,3404723.0,21954768.0,3731479.0,882735.0,14567988.0,14637298.0,4721464.0,344070.0,16702563.0,14111394.0,509666.0,1331817.0,582367.0,406322.0,23410856.0,0.0,0.0,8468726.0,3582047.0,73595912.0,112436336.0,918139392.0,5028777.0
345,Type:Crohn disease,895619.0,908145.0,1617699.0,1493990.0,9668110.0,4331331.0,0.0,77722552.0,36132268.0,0.0,5172829.0,12250101.0,815867264.0,0.0,11703619.0,455707.0,0.0,1380365.0,3994272.0,57357396.0,1754928.0,11558647.0,69640720.0,22535912.0,18638382.0,1230608.0,1574883.0,219782320.0,42194908.0,30490856.0,6319946.0,360965.0,9485365.0,2182814720.0,7223607.0,1476270.0,116253040.0,884197.0,10489654.0,403248.0,393503.0,0.0,7814097.0,4199213.0,47831840.0,199391.0,2105686.0,26640314.0,6203981.0,1355850.0,27693216.0,23681134.0,5226367.0,480601.0,27126872.0,20844238.0,369867.0,2554198.0,507837.0,470994.0,25650364.0,0.0,162809.0,6928127.0,1658283.0,105140616.0,130400840.0,964864128.0,4746110.0
347,Type:Crohn disease,1162775.0,1337980.0,1920896.0,1537822.0,14449009.0,4671726.0,185427.0,259414160.0,59608104.0,2243630.0,5914558.0,13121430.0,830928960.0,0.0,3531150.0,6172649.0,524513.0,4864890.0,5794004.0,82406728.0,3074640.0,17032352.0,65275740.0,32079820.0,20757584.0,2840122.0,3204136.0,324948640.0,34576356.0,46092096.0,6657089.0,466151.0,17366956.0,2515943168.0,11892055.0,1389239.0,95044688.0,696272.0,7595304.0,833540.0,0.0,908760.0,7568690.0,3962958.0,53416524.0,653516.0,4108598.0,40897060.0,6871065.0,1133382.0,28412616.0,22819728.0,4450259.0,786562.0,24718986.0,23023112.0,1065949.0,4102110.0,556797.0,432082.0,41349052.0,19907602.0,0.0,22533864.0,4121000.0,62449472.0,118557960.0,912979264.0,9895449.0
12,Type:Ulcerative Colitis,250103.0,1199981.0,1832300.0,1200373.0,13130940.0,5203245.0,646866.0,400050560.0,82920904.0,2055925.0,10306903.0,24296260.0,2331690752.0,0.0,4736936.0,6325969.0,292598.0,3035493.0,17605624.0,94153520.0,2894756.0,17060934.0,65683620.0,25828778.0,32832622.0,683851.0,2327609.0,259455120.0,46628284.0,17791092.0,6580577.0,3383197.0,9493408.0,1764431232.0,15543321.0,2796660.0,122175816.0,611953.0,5363798.0,716432.0,4737297.0,1284894.0,4923019.0,4208662.0,68030072.0,1012160.0,3215224.0,34371440.0,11538986.0,1684314.0,55703176.0,26024402.0,7310970.0,1142906.0,31179304.0,22415016.0,2143367.0,4160714.0,3056559.0,616373.0,70230600.0,17043116.0,305446.0,14310552.0,1894980.0,76718912.0,158753952.0,726383680.0,3796411.0
125,Type:Ulcerative Colitis,334601.0,2439704.0,3337594.0,1422247.0,15015443.0,6106014.0,233480.0,239616640.0,88070208.0,3606979.0,5048985.0,9541321.0,304169376.0,36772208.0,4091144.0,3909574.0,172840.0,3609207.0,5221016.0,94494376.0,2615953.0,11016271.0,58005328.0,20516172.0,27534996.0,1821414.0,2582748.0,251849984.0,26052072.0,63367912.0,5222956.0,1457831.0,15757438.0,2152209920.0,16831104.0,1506325.0,88839296.0,1254995.0,16897050.0,946937.0,7893717.0,586765.0,3728445.0,4523143.0,38312448.0,622850.0,2207075.0,26972984.0,11221925.0,607763.0,14251497.0,20815202.0,6369096.0,694846.0,26858900.0,23385912.0,1657919.0,3135630.0,1001633.0,746627.0,45364732.0,15217579.0,315591.0,12660987.0,2417234.0,84623280.0,124977880.0,671777728.0,11814960.0
130,Type:Ulcerative Colitis,878863.0,1342390.0,1285865.0,640047.0,9778941.0,2591341.0,0.0,91735720.0,36891900.0,1352170.0,3256253.0,7227590.0,203384512.0,53170432.0,1993888.0,6441893.0,908868.0,2834055.0,3821272.0,51989328.0,1595762.0,6658629.0,56893216.0,24320834.0,10373089.0,1677942.0,1826817.0,173162608.0,16875316.0,19209240.0,5589553.0,0.0,7775411.0,2121614336.0,7348204.0,1426555.0,70447368.0,132153.0,6381246.0,933626.0,5902464.0,393549.0,5942673.0,2129724.0,34785308.0,0.0,1971264.0,28403902.0,2892547.0,835321.0,22233602.0,20373642.0,4619587.0,490021.0,19603136.0,18173564.0,679597.0,2933667.0,415218.0,317454.0,26525796.0,46229092.0,144931.0,10959666.0,1424966.0,80848592.0,104171672.0,484903264.0,4233032.0
143,Type:Ulcerative Colitis,660693.0,721581.0,1056901.0,673511.0,7159937.0,2823970.0,395367.0,98663424.0,29315696.0,1088577.0,6133823.0,8007705.0,238515680.0,0.0,1835885.0,0.0,0.0,4635170.0,6017051.0,64943448.0,2320848.0,15614891.0,69295160.0,24993776.0,4125077.0,2419678.0,2635559.0,273873568.0,42299644.0,59217024.0,7318767.0,1080949.0,13650517.0,2491496960.0,8794490.0,1169962.0,69090888.0,659631.0,9638658.0,663663.0,6585833.0,2410132.0,2638982.0,2771321.0,31615716.0,1116250.0,2938357.0,39249276.0,5718217.0,1259381.0,16657618.0,20137996.0,5129171.0,518425.0,27400440.0,26688748.0,480320.0,3214025.0,1178625.0,593383.0,21635110.0,0.0,167800.0,22169102.0,3049542.0,67752336.0,107927824.0,694867200.0,6268448.0
157,Type:Ulcerative Colitis,926589.0,1178159.0,1782934.0,797374.0,12752732.0,5319784.0,0.0,474610144.0,68558248.0,3462379.0,8316786.0,11178954.0,993417152.0,5551488.0,3067662.0,3906297.0,367569.0,4962005.0,7299849.0,109856464.0,2054990.0,14523757.0,79855432.0,25730448.0,8767900.0,2078429.0,1467207.0,224468000.0,27559458.0,47603620.0,10051196.0,963201.0,14756789.0,2489656576.0,12236139.0,2912495.0,95390024.0,809481.0,9468112.0,1123563.0,6665796.0,1610233.0,13050195.0,2954918.0,51496112.0,625916.0,2605595.0,46892636.0,6473619.0,1529853.0,21648978.0,24980340.0,6166475.0,1007655.0,29579844.0,24324630.0,1503268.0,2793831.0,1103106.0,604715.0,51775012.0,19641972.0,392591.0,17311938.0,3379885.0,98987288.0,129776056.0,986990784.0,14603136.0
168,Type:Ulcerative Colitis,374559.0,972977.0,1509904.0,821793.0,9877559.0,3826785.0,209378.0,253885232.0,63549432.0,1944465.0,8272363.0,15116987.0,2592641792.0,0.0,2444521.0,10266863.0,567760.0,3302140.0,4000951.0,74875952.0,3666067.0,17302716.0,50930876.0,18658172.0,7596397.0,1015523.0,1677387.0,224637248.0,51672008.0,36126944.0,7304160.0,1233305.0,10501708.0,1909397632.0,19790612.0,3074058.0,117682984.0,947803.0,9936929.0,861954.0,10973292.0,284047.0,3288836.0,4347950.0,64280428.0,1121170.0,2978924.0,41604136.0,4839776.0,1394769.0,19983480.0,20030280.0,7500390.0,847371.0,27583146.0,18333690.0,1115712.0,2555426.0,747492.0,376151.0,25985558.0,442492.0,330391.0,16944056.0,3348662784.0,66468328.0,185769536.0,878968768.0,6412683.0
18,Type:Ulcerative Colitis,1884892.0,664937.0,342941.0,0.0,13602757.0,1481293.0,347381.0,326494816.0,33886000.0,933681.0,5291540.0,9826285.0,123427560.0,29247880.0,3142259.0,4534562.0,238136.0,5824126.0,4560579.0,71768256.0,3524215.0,19817892.0,81624136.0,29511842.0,27081572.0,1584101.0,19035100.0,403812608.0,22101600.0,34735616.0,5035865.0,892897.0,11273847.0,2774193920.0,11568901.0,2676747.0,121952336.0,675722.0,9317045.0,1340989.0,7035426.0,666592.0,15806164.0,3699514.0,28048066.0,564082.0,3955057.0,31134134.0,7421595.0,666789.0,44788644.0,16588126.0,4084404.0,588249.0,23142772.0,18072866.0,2096854.0,2025764.0,502656.0,1143499.0,37226340.0,9846655.0,302966.0,18392196.0,9260335.0,89784928.0,106943072.0,1066922880.0,13622784.0
194,Type:Ulcerative Colitis,5289593.0,1141002.0,1862792.0,803999.0,7723365.0,3316666.0,490959.0,258349104.0,65052692.0,3622562.0,4006414.0,11069663.0,1293203072.0,0.0,4675142.0,0.0,0.0,2580225.0,6975840.0,69035768.0,2404535.0,11696546.0,74418360.0,23636768.0,46027620.0,3387353.0,2409896.0,292051040.0,22692092.0,122186824.0,4508741.0,1584008.0,16773524.0,3110085120.0,15604913.0,1992116.0,114823280.0,1720267.0,18028052.0,477956.0,7509662.0,949829.0,7051916.0,4497162.0,24658340.0,1336813.0,3447857.0,73108408.0,6024826.0,641698.0,18811532.0,20938034.0,4227106.0,752259.0,25791064.0,21156930.0,1366191.0,3723361.0,1197229.0,802905.0,29207236.0,0.0,456471.0,18995724.0,444946.0,75370072.0,82216976.0,742429376.0,4481090.0
197,Type:Ulcerative Colitis,794521.0,1552315.0,1609320.0,1037552.0,11646574.0,2631488.0,114850.0,163454368.0,40943724.0,2198857.0,5418643.0,9589270.0,114647624.0,36247584.0,2038578.0,4024047.0,299485.0,4600352.0,8910580.0,73314896.0,2366339.0,9730500.0,77454040.0,37685032.0,21290200.0,2488319.0,2161982.0,238715936.0,33815276.0,40616560.0,6443366.0,515329.0,13545376.0,2348146432.0,8861427.0,2264659.0,40252676.0,532472.0,8480639.0,663935.0,4468402.0,1288307.0,6025449.0,3148524.0,47096780.0,913672.0,17205110.0,34471848.0,6548530.0,1374458.0,37321068.0,22211428.0,6376671.0,778541.0,25079322.0,22033502.0,559000.0,2242293.0,1174906.0,726802.0,24173428.0,168511.0,317664.0,14148626.0,2368142.0,73622600.0,129772408.0,84711432.0,11649243.0
35,Type:Ulcerative Colitis,298937.0,1650583.0,1682709.0,1055802.0,12782275.0,3282403.0,267530.0,248966112.0,93649640.0,3298926.0,4826048.0,14535242.0,1324534272.0,0.0,1424385.0,225381.0,0.0,4600426.0,7412319.0,96586464.0,2801098.0,11336041.0,68490384.0,36431908.0,9365003.0,1677931.0,2763339.0,314954432.0,22119594.0,41103392.0,12115826.0,1685780.0,15163863.0,2129993856.0,11216247.0,1899142.0,84584944.0,847919.0,11765591.0,744574.0,8011364.0,2620305.0,7386018.0,3946595.0,58405340.0,1356681.0,4271038.0,64290592.0,6357272.0,988131.0,28323648.0,24186684.0,6937227.0,845886.0,30968208.0,24038088.0,2147113.0,2615520.0,1332026.0,788142.0,66294056.0,405020.0,0.0,16397717.0,1737105.0,74404288.0,218785568.0,640219648.0,4458899.0
48,Type:Ulcerative Colitis,772851.0,1062921.0,1988060.0,2039916.0,16388441.0,7285335.0,0.0,278595040.0,51025724.0,0.0,4219359.0,15145852.0,1836141824.0,0.0,6422260.0,0.0,0.0,2789680.0,10254612.0,74672064.0,1320683.0,10745462.0,69989800.0,14225484.0,38657764.0,383552.0,1274124.0,174514704.0,98120312.0,22365844.0,4039107.0,0.0,5556939.0,2295393792.0,9466846.0,2560342.0,58936356.0,519830.0,5287298.0,283204.0,0.0,0.0,8917658.0,2834992.0,54649056.0,606113.0,1886662.0,31666834.0,13955661.0,1642716.0,21386510.0,18748292.0,4114118.0,755881.0,21924904.0,17235264.0,1640697.0,3791179.0,1097485.0,367219.0,47269016.0,0.0,192077.0,15186781.0,2198390.0,91772824.0,105763064.0,168146096.0,1980178.0
56,Type:Ulcerative Colitis,808058.0,968296.0,2480931.0,2156275.0,7148781.0,5844282.0,0.0,127285240.0,87764936.0,1999311.0,4833492.0,6977613.0,202323440.0,36437680.0,1985652.0,3524064.0,408157.0,3321971.0,8575121.0,42323800.0,1966880.0,12570642.0,57425608.0,17534996.0,24287448.0,938949.0,1983024.0,251032656.0,52122476.0,29866756.0,3797388.0,0.0,10979651.0,1973076864.0,12018612.0,1325433.0,89805248.0,591467.0,5395109.0,463143.0,7900006.0,580139.0,12379550.0,4023070.0,28442228.0,1558968.0,2044762.0,44448788.0,5821915.0,780855.0,20402588.0,16198681.0,3765000.0,542631.0,19523760.0,19147964.0,1029524.0,2080119.0,590381.0,522049.0,21056114.0,520902.0,161575.0,14974847.0,407492.0,56747368.0,107157080.0,900382016.0,5047674.0
