Samples,Class,1-methylguanidine,1-methylimidazoleacetate,1-methylnicotinamide,2-aminoheptanoate,2-methylbutyrylcarnitine (C5),2-methylmalonyl carnitine,2-oxindole-3-acetate,2-piperidinone,3-aminoisobutyrate,3-(cystein-S-yl)acetaminophen,3-hydroxybutyrylcarnitine (1),3-hydroxybutyrylcarnitine (2),3-methoxytyrosine,3-methylglutarylcarnitine (2),3-ureidopropionate,4-aminohippurate,4-guanidinobutanoate,4-imidazoleacetate,5-hydroxyindoleacetate,5-hydroxylysine,5-methylthioadenosine (MTA),7-methylguanine,7-methylxanthine,acetylcarnitine,adenine,adenosine,adipate,adipoylcarnitine,ADSGEGDFXAEGGGVR,arginine,benzoylcarnitine,beta-alanine,beta-hydroxyisovaleroylcarnitine,betaine,betonicine,butyrylcarnitine,caffeine,carnitine,choline,choline phosphate,cotinine,cotinine N-oxide,creatinine,cys-gly_ oxidized,cystathionine,cysteine,cysteine-glutathione disulfide,cysteine sulfinic acid,cysteinylglycine,cystine,deoxycarnitine,dimethylarginine (SDMA + ADMA),dimethylglycine,ectoine,ergothioneine,gamma-glutamyl-2-aminobutyrate,gamma-glutamylalanine,gamma-glutamyl-epsilon-lysine,gamma-glutamylglutamate,gamma-glutamylglutamine,gamma-glutamylglycine,gamma-glutamylhistidine,gamma-glutamylleucine,gamma-glutamylphenylalanine,gamma-glutamylthreonine,gamma-glutamylvaline,glutamate,glutamine,glutarylcarnitine (C5),glycerol 3-phosphate,glycine,glycylvaline,guanidinosuccinate,histidine,homoarginine,homostachydrine,hydroxycotinine,hydroxypioglitazone (M-IV),hypotaurine,imidazole propionate,indoleacetylglutamine,indolepropionate,isobutyrylcarnitine,isoleucine,isovalerylcarnitine,kynurenate,kynurenine,leucine,leucylalanine,lidocaine,lysine,metformin,methionine,methionine sulfone,methionine sulfoxide,methyl indole-3-acetate,N1-Methyl-2-pyridone-5-carboxamide,N1-methyladenosine,N1-methylinosine,N1_N12-diacetylspermine,N2_N2-dimethylguanosine,N4-acetylcytidine,N6-carboxymethyllysine,N6-methyladenosine,N6_N6_N6-trimethyllysine,N-acetyl-1-methylhistidine,N-acetylarginine,N-acetylasparagine,N-acetyl-aspartyl-glutamate (NAAG),N-acetyl-cadaverine,N-acetylcarnosine,N-acetylkynurenine (2),N-acetylneuraminate,N-acetylproline,N-acetylputrescine,N-carbamoylaspartate,N-ethylglycinexylidide,nicotinamide,N-methylpipecolate,N-methylproline,O-desmethyltramadol,O-desmethyltramadol glucuronide,ornithine,phenylacetylcarnitine,phenylacetylglutamine,phenylalanine,pimeloylcarnitine/3-methyladipoylcarnitine,pivaloylcarnitine,pro-hydroxy-pro,prolylglycine,propionylcarnitine,pseudoephedrine,pyroglutamine*,pyrraline,quinolinate,S-1-pyrroline-5-carboxylate,S-allylcysteine,sarcosine (N-Methylglycine),serotonin,stachydrine,suberoylcarnitine,succinylcarnitine,taurine,theanine,theobromine,thioproline,threonine,threonylphenylalanine,tiglylcarnitine,topiramate,Tramadol,trans-urocanate,trigonelline (N^-methylnicotinate),trimethylamine N-oxide,tryptophan,tryptophan betaine,tyrosine,urea,valine,xanthurenate
329,Type:Crohn disease,0.0,1823644.0,2762712.0,1147505.0,2465682.0,0.0,0.0,121464456.0,12909351.0,0.0,195507.0,241828.0,1141594.0,237907.0,1167198.0,0.0,967115.0,505575.0,288630.0,501252.0,555083.0,4987524.0,2011968.0,23482132.0,4374476.0,219055.0,130916.0,230367.0,379507.0,767679424.0,0.0,19428044.0,0.0,1148592768.0,0.0,2024796.0,2733844.0,1134695168.0,410311744.0,1690128.0,0.0,0.0,478783936.0,3125096.0,486824.0,2461534.0,4039548.0,271126.0,1059678.0,39116356.0,35565784.0,44577856.0,38468336.0,161625.0,444398.0,730789.0,3840741.0,1688525.0,50975.0,51970832.0,3665373.0,408912.0,1506621.0,614634.0,342824.0,2730944.0,145603696.0,2034716672.0,602009.0,3288365.0,128580616.0,0.0,0.0,454094656.0,18171190.0,7813713.0,0.0,0.0,1389276.0,705988.0,0.0,1261599.0,1557618.0,529774208.0,1695640.0,1510742.0,37647556.0,442232576.0,827473.0,0.0,441417888.0,0.0,235478064.0,1429776.0,3672585.0,525046.0,40727008.0,2794480.0,761608.0,0.0,614179.0,0.0,401293.0,78680.0,17187510.0,163074.0,1670136.0,780822.0,107237.0,270632.0,2742636.0,0.0,1322128.0,167350.0,1847240.0,0.0,0.0,3113470.0,13914712.0,13709891.0,0.0,0.0,187169888.0,0.0,16076268.0,784941120.0,0.0,0.0,4874561.0,861782.0,2243375.0,0.0,69454224.0,418476.0,2235477.0,1282654.0,0.0,2425080.0,998106.0,7972090.0,208890.0,338549.0,94860152.0,326017.0,31835382.0,3640090.0,378396256.0,340235.0,816179.0,0.0,0.0,4562084.0,4633409.0,29004052.0,401159296.0,14507571.0,280293184.0,330328736.0,782013632.0,71905.0
330,Type:Crohn disease,82683.0,1903017.0,7625808.0,1945501.0,2084807.0,0.0,0.0,165115360.0,3948175.0,0.0,565613.0,363898.0,885059.0,234158.0,418033.0,0.0,654042.0,718690.0,291540.0,271988.0,465121.0,3566006.0,82745.0,168186368.0,1531221.0,336036.0,0.0,56721.0,128554.0,660505344.0,0.0,21766716.0,1123398.0,673530624.0,0.0,5458234.0,10262943.0,1390597888.0,175212944.0,1872493.0,0.0,0.0,667911232.0,2134274.0,310378.0,5434935.0,1454477.0,253551.0,1577629.0,43067800.0,39230808.0,40578856.0,31544916.0,822422.0,2333850.0,359950.0,9301962.0,1053986.0,0.0,51268956.0,4420572.0,665970.0,1595982.0,701938.0,177033.0,2191776.0,191230752.0,1955224448.0,1543310.0,1043048.0,151593760.0,0.0,141749.0,620300544.0,36017556.0,871548.0,0.0,0.0,3128286.0,3091739.0,256911.0,69406656.0,3025438.0,564940800.0,3108555.0,983111.0,14676714.0,502766528.0,2002830.0,0.0,386488064.0,0.0,295280576.0,2302409.0,4048588.0,1137327.0,28682892.0,2100587.0,586927.0,0.0,592975.0,87168.0,193759.0,91844.0,19886830.0,481000.0,2318433.0,972849.0,0.0,294179.0,5394340.0,0.0,1387568.0,287326.0,1192545.0,0.0,0.0,5681577.0,1124206.0,8196240.0,0.0,0.0,152964080.0,105457.0,74989232.0,896709824.0,0.0,0.0,4869908.0,846838.0,10026464.0,0.0,129037808.0,0.0,372274.0,2055488.0,0.0,1662655.0,5013288.0,77168496.0,0.0,618468.0,133565272.0,11644436.0,1534386.0,8103572.0,291821472.0,510199.0,698080.0,0.0,0.0,833694.0,1386724.0,37995140.0,532177024.0,2337516.0,287135584.0,230807168.0,722056576.0,198391.0
333,Type:Crohn disease,57931.0,812456.0,2739626.0,1610255.0,7298041.0,0.0,0.0,95331328.0,6876756.0,5657024.0,233295.0,81057.0,564548.0,399329.0,0.0,0.0,841974.0,425672.0,0.0,407832.0,245735.0,2509975.0,587763.0,26639452.0,769463.0,0.0,0.0,1293781.0,119443.0,765277888.0,0.0,9555760.0,0.0,442936480.0,0.0,4286475.0,88233272.0,1015464704.0,153079136.0,3016404.0,20106010.0,0.0,453541120.0,2136438.0,216015.0,5095998.0,1949316.0,277356.0,2420589.0,32388156.0,31084924.0,42336560.0,34827568.0,585722.0,1000616.0,678377.0,0.0,1186664.0,0.0,39059328.0,3269426.0,0.0,2033794.0,760389.0,158693.0,2936324.0,240526016.0,1753182976.0,1203171.0,800823.0,91950560.0,936634.0,0.0,517541824.0,35454212.0,1537572.0,2532454.0,0.0,7394616.0,127846.0,0.0,7985094.0,3023530.0,473436320.0,3811751.0,1906086.0,12619888.0,528099744.0,1322667.0,0.0,516065632.0,0.0,257236096.0,370626.0,4066478.0,702226.0,20318224.0,2664290.0,0.0,0.0,192327.0,109255.0,430626.0,0.0,23961368.0,0.0,0.0,424445.0,0.0,281976.0,3607457.0,416377.0,1226625.0,805962.0,449969.0,0.0,0.0,1007366.0,13274310.0,11456584.0,0.0,0.0,131588664.0,0.0,12039019.0,1032961280.0,0.0,0.0,3602409.0,628033.0,9291215.0,18583746.0,123575480.0,0.0,362986.0,704316.0,1055844.0,2077811.0,1101007.0,42071544.0,560892.0,0.0,296758784.0,0.0,11163205.0,5640853.0,344229888.0,646896.0,0.0,0.0,0.0,888616.0,54609552.0,9727545.0,478961440.0,29502236.0,209243760.0,260070144.0,862203200.0,0.0
335,Type:Crohn disease,0.0,3537838.0,4213009.0,2331211.0,3500069.0,495309.0,0.0,163424480.0,35587588.0,0.0,4386140.0,1014290.0,137261024.0,1512950.0,1103198.0,0.0,1045288.0,542121.0,468998.0,1097073.0,945373.0,8657556.0,334295.0,388529792.0,2590110.0,280354.0,969405.0,6867843.0,301956.0,792747136.0,127129.0,23089852.0,0.0,957767744.0,0.0,5867513.0,3829715.0,1815877248.0,256621536.0,1393777.0,0.0,0.0,706658816.0,6609276.0,418947.0,4653700.0,3282593.0,384385.0,1780767.0,56847076.0,65242480.0,72221704.0,58350436.0,733703.0,311686.0,979224.0,4437115.0,1748078.0,181852.0,94185456.0,9454161.0,649741.0,2958158.0,998210.0,348617.0,5061510.0,326146656.0,2855053824.0,3321913.0,734102.0,212806640.0,0.0,67327.0,538209920.0,27582430.0,1486122.0,0.0,0.0,9273880.0,2463226.0,0.0,434613.0,3171675.0,724420288.0,13679722.0,2412982.0,35443580.0,685790976.0,1547801.0,0.0,419986176.0,0.0,256480960.0,2358422.0,4619546.0,182984.0,19265444.0,4052251.0,1595129.0,254752.0,1218509.0,561865.0,0.0,105499.0,29389634.0,1295446.0,2982185.0,1376800.0,207793.0,170242.0,5030795.0,338316.0,2903177.0,217201.0,4156287.0,0.0,0.0,4030773.0,2888317.0,7661136.0,0.0,0.0,209454464.0,0.0,14404452.0,904839680.0,553597.0,0.0,21032392.0,1556338.0,12988241.0,0.0,507760448.0,61129.0,1295150.0,788080.0,144556.0,1176059.0,652138.0,172727136.0,2862710.0,1285507.0,124158192.0,0.0,3227840.0,5475549.0,358665600.0,883870.0,1024540.0,0.0,0.0,8709479.0,1717590.0,26032448.0,573056384.0,3405816.0,309624256.0,256412544.0,1030888448.0,315267.0
337,Type:Crohn disease,158807.0,1137259.0,2824139.0,2955659.0,2196702.0,0.0,0.0,118555504.0,10192855.0,0.0,12313887.0,2936787.0,1372325.0,212240.0,450841.0,0.0,416102.0,0.0,233450.0,446577.0,412931.0,4635641.0,269178.0,233600672.0,853348.0,523431.0,573255.0,2322330.0,114798.0,797756160.0,94820.0,10507055.0,0.0,432061536.0,0.0,6454840.0,12360552.0,1809430912.0,227384864.0,2202980.0,0.0,0.0,347801984.0,1740414.0,0.0,4553835.0,285944.0,0.0,969516.0,51209160.0,31451152.0,58447112.0,19439712.0,357695.0,586267.0,969573.0,3714357.0,1169492.0,0.0,30314572.0,3814772.0,410379.0,2745660.0,690811.0,0.0,4197441.0,368475968.0,2323280384.0,2990874.0,356545.0,72758080.0,96069.0,0.0,582843648.0,46595888.0,1833057.0,0.0,0.0,2129517.0,789054.0,0.0,2928534.0,1875173.0,589830400.0,9135942.0,2569251.0,16646822.0,791823232.0,1179960.0,109645664.0,497749152.0,0.0,225176128.0,2191846.0,3855203.0,314872.0,9700449.0,3332458.0,250837.0,201620.0,0.0,180340.0,0.0,0.0,17116680.0,0.0,0.0,700411.0,100793.0,0.0,2466212.0,0.0,2252946.0,218544.0,798165.0,0.0,7221050.0,2012293.0,2759048.0,56796196.0,0.0,0.0,173065184.0,0.0,13859531.0,993415680.0,289808.0,0.0,11674373.0,428973.0,9236893.0,0.0,187336096.0,111472.0,505601.0,1289182.0,0.0,3222399.0,14335064.0,355402400.0,1248855.0,0.0,188571664.0,2247483.0,2539269.0,4778419.0,366642464.0,384397.0,332589.0,0.0,0.0,3569314.0,750809.0,23457806.0,463866112.0,8815333.0,230896384.0,275682336.0,1208492544.0,0.0
341,Type:Crohn disease,337248.0,0.0,2558883.0,1894549.0,3891792.0,222319.0,0.0,202897520.0,27945584.0,0.0,1879709.0,2781623.0,993246.0,783783.0,364618.0,0.0,742426.0,0.0,550655.0,526770.0,405416.0,4894368.0,576774.0,387115520.0,890140.0,494556.0,0.0,649893.0,320775.0,560491840.0,353515.0,14593521.0,925504.0,420418368.0,0.0,3844159.0,44223592.0,1262420736.0,247381312.0,2757002.0,0.0,0.0,445490688.0,2579160.0,181401.0,2728995.0,2868316.0,106638.0,925953.0,52630740.0,31737724.0,56793944.0,18416384.0,416324.0,4661463.0,1134104.0,3842179.0,932289.0,0.0,30158436.0,7320898.0,432748.0,2687974.0,738319.0,96402.0,3695031.0,147058848.0,1612643840.0,2075835.0,342353.0,174917216.0,0.0,1249261.0,458801984.0,23461104.0,3766504.0,0.0,0.0,2674177.0,224429.0,288211.0,9695477.0,6460039.0,584402688.0,7563337.0,2126284.0,21615028.0,618888064.0,470979.0,0.0,342988608.0,644354688.0,193605136.0,2625953.0,2984836.0,1151109.0,27603170.0,3356634.0,540933.0,0.0,459406.0,0.0,343082.0,84816.0,17022384.0,589210.0,1069344.0,588328.0,0.0,162718.0,3084851.0,0.0,2770922.0,0.0,1326668.0,0.0,0.0,3422528.0,12081831.0,76906352.0,0.0,0.0,144562368.0,154106.0,110667640.0,777730816.0,266900.0,0.0,14113496.0,525538.0,14663162.0,0.0,162532144.0,0.0,790861.0,2371856.0,6214212.0,1521536.0,7222643.0,471379680.0,465310.0,1697942.0,174055568.0,16720110.0,7405217.0,6419448.0,231125840.0,838906.0,849633.0,0.0,0.0,3610648.0,86965720.0,55702628.0,416315008.0,20376652.0,167376976.0,633872192.0,917436544.0,299308.0
342,Type:Crohn disease,69852.0,1605118.0,3415342.0,1259739.0,1956289.0,246744.0,0.0,146599008.0,15661536.0,8902033.0,512624.0,461580.0,1547192.0,2330656.0,618483.0,11344623.0,438349.0,475210.0,271723.0,859091.0,762438.0,6194859.0,312410.0,243163872.0,2639272.0,401643.0,518036.0,810795.0,76726.0,618570560.0,0.0,16623964.0,574743.0,617673344.0,0.0,5957420.0,1217253.0,1614365440.0,353618912.0,3194966.0,0.0,0.0,600431424.0,2653218.0,0.0,3767479.0,4077852.0,310446.0,698406.0,35761616.0,32151458.0,53352724.0,34829996.0,135382.0,918925.0,461502.0,3648427.0,1270015.0,58982.0,50168448.0,6335973.0,494681.0,1229121.0,525377.0,104381.0,1754993.0,313815840.0,2018780416.0,1170644.0,844841.0,209829088.0,0.0,75367.0,550419840.0,36274656.0,1486436.0,0.0,0.0,2200660.0,291523.0,163729.0,5841182.0,1994244.0,521452320.0,11707310.0,1225628.0,24770874.0,519963712.0,2777775.0,0.0,451915136.0,0.0,238794480.0,1822973.0,3881832.0,865640.0,11147380.0,3216145.0,745696.0,60609.0,792713.0,163269.0,0.0,117787.0,19549328.0,451682.0,2012591.0,918716.0,192790.0,0.0,1761378.0,0.0,1373526.0,204232.0,2469183.0,0.0,0.0,4615561.0,13747328.0,6710078.0,0.0,0.0,141614032.0,103380.0,36396224.0,966960128.0,132730.0,0.0,14719134.0,353739.0,8798919.0,38921492.0,60905544.0,79628.0,867547.0,1570013.0,0.0,1149489.0,690203.0,24333756.0,549628.0,737537.0,154506752.0,0.0,3913236.0,3573058.0,378483872.0,583365.0,470918.0,0.0,0.0,9013755.0,1286840.0,33703064.0,643448384.0,54991100.0,258305520.0,259105152.0,778559680.0,195445.0
345,Type:Crohn disease,155620.0,1721557.0,2414390.0,0.0,3019485.0,0.0,0.0,111178672.0,26157476.0,3223395.0,3774835.0,973627.0,1534656.0,3873049.0,387492.0,0.0,329105.0,0.0,238768.0,806670.0,446258.0,5338318.0,0.0,294564384.0,1523493.0,404906.0,525422.0,1008118.0,158054.0,789302208.0,99607.0,0.0,0.0,370064864.0,0.0,7397578.0,14344696.0,1245017088.0,189724288.0,2131026.0,0.0,0.0,680393408.0,1891411.0,0.0,4772131.0,2719715.0,149848.0,1198204.0,33868716.0,50089916.0,72540240.0,58847140.0,0.0,614687.0,826583.0,0.0,1253518.0,0.0,33529424.0,5213386.0,0.0,1123379.0,408448.0,0.0,1471334.0,152133632.0,2463726336.0,2180688.0,373800.0,155363344.0,153429.0,88002.0,740689472.0,33790068.0,0.0,0.0,0.0,3250811.0,154434.0,0.0,6452008.0,2014300.0,561724160.0,3717917.0,1623806.0,15124063.0,607573632.0,2689960.0,0.0,531435584.0,0.0,293482176.0,972597.0,4855284.0,304507.0,5363613.0,3607267.0,0.0,257964.0,414813.0,121518.0,0.0,178385.0,22073420.0,60819.0,954983.0,398959.0,0.0,0.0,1524002.0,0.0,1849210.0,0.0,947656.0,0.0,0.0,1293316.0,2211762.0,4421280.0,0.0,0.0,123422640.0,0.0,8133707.0,1022633344.0,0.0,0.0,13984730.0,384870.0,7285835.0,0.0,79181784.0,0.0,662045.0,0.0,0.0,0.0,10693444.0,73826344.0,1305783.0,544691.0,233240144.0,0.0,1095618.0,3776798.0,661708864.0,665652.0,319983.0,0.0,0.0,3742869.0,1816750.0,12202423.0,367903648.0,39918620.0,199436112.0,240398464.0,800089344.0,94021.0
347,Type:Crohn disease,159769.0,2053845.0,2884737.0,1835511.0,2115321.0,219198.0,0.0,150465904.0,23942834.0,0.0,3783208.0,1470372.0,1370616.0,1800427.0,366863.0,0.0,399885.0,350620.0,256586.0,892004.0,623732.0,5349873.0,426322.0,504521920.0,1938957.0,207709.0,4608136.0,6867892.0,117652.0,734291520.0,0.0,0.0,0.0,249091520.0,0.0,9432728.0,53090536.0,1614407680.0,276220736.0,2003900.0,0.0,0.0,680883136.0,2112691.0,346719.0,2829222.0,3044554.0,189883.0,722704.0,71973472.0,34197560.0,68944512.0,16586715.0,196323.0,3454800.0,1281759.0,5822340.0,1432944.0,0.0,43797892.0,4912684.0,555283.0,2588274.0,901281.0,117323.0,4358416.0,206495712.0,2422866432.0,2349207.0,345256.0,104887200.0,0.0,95005.0,647343040.0,38621412.0,1202097.0,0.0,0.0,4092691.0,446055.0,0.0,377489.0,2095456.0,642405312.0,8163386.0,2505094.0,23579184.0,684870464.0,2218391.0,0.0,549139712.0,0.0,306623392.0,2143081.0,4480370.0,427870.0,9743108.0,3994038.0,748922.0,148076.0,479159.0,211341.0,0.0,0.0,21777022.0,861948.0,1976079.0,1047791.0,0.0,0.0,2703622.0,0.0,1766630.0,0.0,2235314.0,0.0,0.0,1567323.0,26775156.0,2485686.0,0.0,0.0,193690944.0,0.0,5251573.0,1030073216.0,117792.0,0.0,10111766.0,625344.0,11250821.0,3832306.0,76062304.0,99242.0,598409.0,729676.0,0.0,1406936.0,8972166.0,14887323.0,535284.0,1144885.0,185994320.0,54997.0,5318592.0,4477409.0,427495520.0,400106.0,677525.0,0.0,0.0,6478052.0,9275842.0,23839924.0,540472128.0,80631816.0,297104192.0,357885120.0,1138062080.0,338226.0
12,Type:Ulcerative Colitis,146729.0,1698866.0,3784297.0,0.0,4053445.0,320135.0,0.0,120387920.0,37737508.0,0.0,11313770.0,4295715.0,1508136.0,1933977.0,565257.0,0.0,257135.0,0.0,445935.0,633573.0,682401.0,6663393.0,405105.0,282801632.0,2257766.0,417638.0,1833536.0,3749301.0,176422.0,581787904.0,208768.0,0.0,0.0,493366016.0,0.0,8583366.0,99041584.0,1329527168.0,377777216.0,6230631.0,0.0,0.0,675705472.0,8375057.0,0.0,3299189.0,31142696.0,538041.0,2060880.0,65100352.0,47795884.0,80808512.0,67150328.0,0.0,6100268.0,904426.0,3080093.0,1497503.0,0.0,36750436.0,3661097.0,383128.0,3113161.0,930991.0,0.0,4233118.0,262400256.0,1922895488.0,3464384.0,451767.0,117690480.0,546119.0,758219.0,513450368.0,46766200.0,1847950.0,0.0,0.0,4312571.0,0.0,0.0,1678776.0,5882942.0,705304064.0,21007772.0,4140257.0,18876778.0,899021632.0,1764907.0,0.0,522725312.0,0.0,264867728.0,2168062.0,4795836.0,1124233.0,11691752.0,4457441.0,0.0,85749.0,1017538.0,145784.0,485482.0,127020.0,28256544.0,586932.0,2102127.0,1051220.0,26691.0,0.0,2024794.0,0.0,2028629.0,1597258.0,2511012.0,731916.0,0.0,11638413.0,29870128.0,3375636.0,0.0,0.0,200510560.0,0.0,34277012.0,1233083520.0,523395.0,0.0,14969886.0,918082.0,14552114.0,0.0,86720848.0,153906.0,555510.0,409964.0,0.0,2137630.0,8900855.0,16414071.0,5932314.0,1465966.0,203247520.0,0.0,5267497.0,1640589.0,279405600.0,1782010.0,965277.0,0.0,0.0,7771788.0,31197088.0,23808924.0,457014944.0,6987673.0,281742304.0,519401760.0,1255819776.0,436977.0
125,Type:Ulcerative Colitis,62520.0,1423102.0,1699295.0,1043243.0,2806748.0,0.0,0.0,121462760.0,15223595.0,0.0,1943535.0,1061396.0,1228804.0,771191.0,0.0,0.0,328927.0,0.0,0.0,1090998.0,431003.0,3456978.0,0.0,123616192.0,1551459.0,0.0,0.0,1050478.0,229704.0,673223360.0,0.0,5414155.0,1029776.0,293075936.0,0.0,7589832.0,12540766.0,1508416512.0,230214672.0,1228925.0,0.0,0.0,529492192.0,1588128.0,0.0,5095704.0,2645371.0,201636.0,1761192.0,45103160.0,37346148.0,70371960.0,0.0,237618.0,2652497.0,830107.0,3092857.0,1452924.0,0.0,40897816.0,11677409.0,447686.0,1805563.0,797268.0,0.0,2695438.0,226923248.0,2471514624.0,1870898.0,433154.0,170975920.0,0.0,0.0,531610688.0,23516224.0,976548.0,0.0,0.0,3076408.0,679270.0,0.0,571777.0,1444579.0,630320064.0,18265428.0,887259.0,23147690.0,647527744.0,1634748.0,0.0,562884800.0,0.0,259624688.0,2076722.0,3355389.0,225332.0,9583120.0,3068768.0,362410.0,74987.0,509742.0,113981.0,0.0,0.0,16848482.0,249580.0,996662.0,314190.0,110543.0,0.0,1505133.0,0.0,1879169.0,0.0,2278146.0,0.0,0.0,2543238.0,10052154.0,0.0,0.0,0.0,185677824.0,0.0,1609476.0,1036320128.0,246022.0,0.0,12092048.0,699149.0,10775798.0,0.0,50375956.0,0.0,710078.0,1120069.0,0.0,1407902.0,1478757.0,6508839.0,0.0,0.0,161142224.0,0.0,2403929.0,3603943.0,381861824.0,570750.0,0.0,0.0,0.0,7528771.0,5561057.0,7661512.0,617820480.0,14811334.0,275851648.0,359298208.0,1062528640.0,0.0
130,Type:Ulcerative Colitis,92323.0,1984623.0,1038340.0,1048258.0,2208721.0,263568.0,0.0,149607152.0,20148876.0,0.0,1185161.0,597011.0,1747810.0,869078.0,430840.0,0.0,544905.0,705634.0,334696.0,723268.0,494657.0,5131037.0,418637.0,243781488.0,2000918.0,434483.0,0.0,570166.0,105042.0,904173696.0,0.0,23804882.0,0.0,694696832.0,345749.0,5589689.0,34465440.0,1853522432.0,261170960.0,2023360.0,0.0,0.0,692913728.0,1265482.0,442455.0,6134008.0,1505421.0,303846.0,764460.0,80528736.0,53995448.0,63461260.0,38432332.0,537114.0,2928789.0,1006986.0,4230342.0,1342043.0,0.0,48688152.0,4399270.0,554414.0,2362785.0,705382.0,164170.0,4460093.0,260078032.0,2343796480.0,2279494.0,767897.0,150799856.0,0.0,160844.0,626060160.0,58543772.0,3144866.0,0.0,0.0,1953551.0,401020.0,202269.0,3704757.0,1959728.0,695563200.0,9160399.0,2222922.0,17395080.0,724520064.0,689599.0,0.0,609941312.0,0.0,350715008.0,2118872.0,4988803.0,743539.0,9645199.0,3168610.0,927554.0,88498.0,831602.0,0.0,0.0,206513.0,23118194.0,1150790.0,3765063.0,1144093.0,63810.0,0.0,3053143.0,314358.0,1675153.0,225003.0,1915956.0,0.0,0.0,2563780.0,2535262.0,8755803.0,0.0,0.0,177297456.0,0.0,16998448.0,986636608.0,297138.0,0.0,12029955.0,610360.0,12917997.0,0.0,194260288.0,0.0,547787.0,1357759.0,301349.0,1056646.0,9950379.0,244024832.0,623574.0,1088139.0,189364592.0,1183448.0,6916781.0,6848859.0,383954784.0,234504.0,680270.0,0.0,0.0,8500495.0,43805080.0,21394416.0,539017472.0,3073119.0,297857696.0,307595904.0,1150547200.0,220539.0
143,Type:Ulcerative Colitis,102784.0,2052774.0,345157.0,1168112.0,2786029.0,619877.0,0.0,156984528.0,18349224.0,0.0,590025.0,737181.0,1747056.0,466626.0,415137.0,0.0,839705.0,367539.0,405010.0,466447.0,644195.0,4722348.0,0.0,130077464.0,2226188.0,346123.0,389181.0,817133.0,309850.0,854835584.0,215006.0,27074900.0,843228.0,824801152.0,0.0,3954636.0,0.0,1269757824.0,201305136.0,1778292.0,0.0,0.0,791174528.0,3520475.0,307944.0,4482510.0,3464105.0,381511.0,1293549.0,60265816.0,36653304.0,72867704.0,48126008.0,2761127.0,842319.0,960049.0,5641483.0,2330450.0,0.0,66996448.0,5233405.0,549683.0,1971235.0,646814.0,112818.0,3714972.0,172606736.0,2634834688.0,2511995.0,491722.0,186919792.0,0.0,329630.0,602054080.0,49554684.0,1630328.0,0.0,0.0,4546724.0,741531.0,0.0,3927476.0,2044325.0,580701120.0,2793819.0,1672866.0,28212406.0,613686400.0,891210.0,0.0,728512192.0,0.0,323556544.0,1405331.0,4137173.0,333932.0,9506931.0,3559897.0,560581.0,0.0,793181.0,141961.0,0.0,98139.0,37253048.0,1241300.0,4698626.0,1236880.0,150952.0,0.0,4847536.0,0.0,1635406.0,53574.0,1627231.0,0.0,0.0,1041655.0,28982704.0,58960976.0,0.0,0.0,161157472.0,0.0,5329419.0,1031337984.0,386966.0,0.0,14973918.0,741168.0,5562859.0,0.0,282915200.0,60591.0,651495.0,1088412.0,0.0,2717058.0,10672482.0,537909184.0,443527.0,746182.0,162128768.0,0.0,1223934.0,5829904.0,418088384.0,296193.0,906760.0,0.0,0.0,1610695.0,1167970.0,26437208.0,610989632.0,22688172.0,437348992.0,363458560.0,1002861568.0,134178.0
157,Type:Ulcerative Colitis,74196.0,2764013.0,2085918.0,1325387.0,2931330.0,354704.0,0.0,229924224.0,31182926.0,0.0,5254490.0,1306525.0,2100647.0,517585.0,556049.0,0.0,819280.0,2150361.0,756392.0,1100129.0,814094.0,6162034.0,432275.0,464065760.0,2130686.0,338330.0,6511098.0,5069461.0,176271.0,908463232.0,0.0,19643080.0,1172478.0,976397824.0,0.0,6112230.0,4534835.0,2116491392.0,225210736.0,0.0,0.0,0.0,721305472.0,2271470.0,272955.0,7176215.0,2899926.0,483768.0,1341728.0,41387688.0,68136856.0,75802536.0,57200484.0,917111.0,1554367.0,1981138.0,4451080.0,2141116.0,0.0,76583616.0,4325709.0,769582.0,2972243.0,809217.0,196072.0,3832787.0,210175984.0,3052221440.0,6128740.0,616591.0,167138000.0,220216.0,76415.0,743978112.0,54184408.0,1066613.0,0.0,0.0,5294748.0,305274.0,0.0,2021801.0,2356034.0,928578944.0,9421409.0,3849951.0,39782284.0,1056985088.0,1363432.0,0.0,727223168.0,0.0,362007648.0,1525853.0,5401896.0,846745.0,13961910.0,3606742.0,812949.0,139362.0,840668.0,225966.0,0.0,139087.0,22571098.0,359417.0,2729776.0,923164.0,225135.0,0.0,3219631.0,86462.0,1680881.0,237792.0,2404122.0,0.0,0.0,2098243.0,8806185.0,60082488.0,0.0,0.0,222973664.0,0.0,7854597.0,1130256384.0,574146.0,0.0,16367261.0,783475.0,17311966.0,0.0,387940096.0,93852.0,1237907.0,1348003.0,201152.0,1457611.0,32232922.0,427051680.0,3244134.0,1203715.0,243886224.0,0.0,2595510.0,5645883.0,674128512.0,596098.0,890347.0,0.0,0.0,3968014.0,14136308.0,19815436.0,630510848.0,211756784.0,409004320.0,411937952.0,1565271296.0,655338.0
