Samples,Class,1-methylguanidine,1-methylimidazoleacetate,1-methylnicotinamide,2-aminoheptanoate,2-methylbutyrylcarnitine (C5),2-methylmalonyl carnitine,2-oxindole-3-acetate,2-piperidinone,3-aminoisobutyrate,3-(cystein-S-yl)acetaminophen,3-hydroxybutyrylcarnitine (1),3-hydroxybutyrylcarnitine (2),3-methoxytyrosine,3-methylglutarylcarnitine (2),3-ureidopropionate,4-aminohippurate,4-guanidinobutanoate,4-imidazoleacetate,5-hydroxyindoleacetate,5-hydroxylysine,5-methylthioadenosine (MTA),7-methylguanine,7-methylxanthine,acetylcarnitine,adenine,adenosine,adipate,adipoylcarnitine,ADSGEGDFXAEGGGVR,arginine,benzoylcarnitine,beta-alanine,beta-hydroxyisovaleroylcarnitine,betaine,betonicine,butyrylcarnitine,caffeine,carnitine,choline,choline phosphate,cotinine,cotinine N-oxide,creatinine,cys-gly_ oxidized,cystathionine,cysteine,cysteine-glutathione disulfide,cysteine sulfinic acid,cysteinylglycine,cystine,deoxycarnitine,dimethylarginine (SDMA + ADMA),dimethylglycine,ectoine,ergothioneine,gamma-glutamyl-2-aminobutyrate,gamma-glutamylalanine,gamma-glutamyl-epsilon-lysine,gamma-glutamylglutamate,gamma-glutamylglutamine,gamma-glutamylglycine,gamma-glutamylhistidine,gamma-glutamylleucine,gamma-glutamylphenylalanine,gamma-glutamylthreonine,gamma-glutamylvaline,glutamate,glutamine,glutarylcarnitine (C5),glycerol 3-phosphate,glycine,glycylvaline,guanidinosuccinate,histidine,homoarginine,homostachydrine,hydroxycotinine,hydroxypioglitazone (M-IV),hypotaurine,imidazole propionate,indoleacetylglutamine,indolepropionate,isobutyrylcarnitine,isoleucine,isovalerylcarnitine,kynurenate,kynurenine,leucine,leucylalanine,lidocaine,lysine,metformin,methionine,methionine sulfone,methionine sulfoxide,methyl indole-3-acetate,N1-Methyl-2-pyridone-5-carboxamide,N1-methyladenosine,N1-methylinosine,N1_N12-diacetylspermine,N2_N2-dimethylguanosine,N4-acetylcytidine,N6-carboxymethyllysine,N6-methyladenosine,N6_N6_N6-trimethyllysine,N-acetyl-1-methylhistidine,N-acetylarginine,N-acetylasparagine,N-acetyl-aspartyl-glutamate (NAAG),N-acetyl-cadaverine,N-acetylcarnosine,N-acetylkynurenine (2),N-acetylneuraminate,N-acetylproline,N-acetylputrescine,N-carbamoylaspartate,N-ethylglycinexylidide,nicotinamide,N-methylpipecolate,N-methylproline,O-desmethyltramadol,O-desmethyltramadol glucuronide,ornithine,phenylacetylcarnitine,phenylacetylglutamine,phenylalanine,pimeloylcarnitine/3-methyladipoylcarnitine,pivaloylcarnitine,pro-hydroxy-pro,prolylglycine,propionylcarnitine,pseudoephedrine,pyroglutamine*,pyrraline,quinolinate,S-1-pyrroline-5-carboxylate,S-allylcysteine,sarcosine (N-Methylglycine),serotonin,stachydrine,suberoylcarnitine,succinylcarnitine,taurine,theanine,theobromine,thioproline,threonine,threonylphenylalanine,tiglylcarnitine,topiramate,Tramadol,trans-urocanate,trigonelline (N^-methylnicotinate),trimethylamine N-oxide,tryptophan,tryptophan betaine,tyrosine,urea,valine,xanthurenate
76,Type:Control,0.0,1733951.0,4202736.0,993839.0,1123120.0,95193.0,0.0,141406800.0,6576773.0,0.0,212513.0,218552.0,932907.0,502111.0,530480.0,0.0,711483.0,597002.0,326285.0,529675.0,399213.0,4074951.0,539200.0,113703656.0,1568559.0,223375.0,0.0,102572.0,83956.0,747203648.0,0.0,8495317.0,0.0,692432960.0,0.0,3295076.0,2402154.0,1200905088.0,252029920.0,2835978.0,22584022.0,0.0,411034336.0,1641290.0,130922.0,6037545.0,2143362.0,239767.0,1844763.0,39678336.0,20448620.0,37088328.0,25530516.0,2704130.0,818217.0,295431.0,5369491.0,831736.0,0.0,46128116.0,3524479.0,343023.0,1139755.0,320380.0,100058.0,0.0,193833904.0,1955289600.0,542580.0,1066148.0,155225488.0,84783.0,130733.0,507582528.0,19089496.0,2858601.0,2781341.0,0.0,5244240.0,160227.0,158002.0,11589194.0,1710682.0,618265280.0,2091430.0,1192170.0,23746068.0,539940672.0,3194968.0,0.0,451163136.0,0.0,278381888.0,1188093.0,6378080.0,423006.0,18642476.0,2387579.0,208761.0,0.0,467026.0,122294.0,387745.0,63878.0,13924606.0,148698.0,1697528.0,705924.0,146598.0,766284.0,932045.0,0.0,1432828.0,297548.0,1535142.0,0.0,0.0,3020811.0,8765930.0,26581396.0,0.0,0.0,189437312.0,0.0,26884232.0,850279232.0,110004.0,11584048.0,14347031.0,371900.0,11113230.0,0.0,49206872.0,217640.0,761080.0,1828805.0,521289.0,984777.0,5095309.0,254616544.0,0.0,693689.0,192982096.0,0.0,8690516.0,5472791.0,402808384.0,401423.0,0.0,0.0,0.0,2272517.0,5718398.0,20233896.0,562752192.0,72054264.0,252998992.0,241634752.0,783297728.0,243484.0
79,Type:Control,0.0,1002514.0,1220121.0,995097.0,3452691.0,104224.0,0.0,102607088.0,10132428.0,0.0,262821.0,143392.0,537103.0,1112669.0,348822.0,0.0,1053576.0,0.0,253144.0,523371.0,387488.0,2985039.0,0.0,79038992.0,1392334.0,213265.0,0.0,219087.0,96664.0,726144896.0,149472.0,8742666.0,0.0,496510048.0,0.0,6352013.0,3639868.0,1590246656.0,156422592.0,2154274.0,0.0,0.0,315891872.0,1697938.0,408398.0,2406646.0,1938070.0,175876.0,1323669.0,35644168.0,24679862.0,39838068.0,11609779.0,599134.0,2118523.0,848740.0,5290364.0,1193614.0,0.0,21279264.0,2776141.0,344583.0,2301791.0,657030.0,0.0,1419742.0,145132768.0,1973214848.0,2482932.0,436197.0,98961096.0,0.0,436643.0,577700864.0,36666624.0,2503167.0,0.0,0.0,3766426.0,0.0,0.0,16944990.0,11326119.0,625615552.0,6346196.0,2269807.0,20931524.0,677951104.0,1586355.0,0.0,535216544.0,0.0,281455776.0,0.0,4273387.0,387224.0,8638530.0,2180844.0,202026.0,0.0,255105.0,0.0,388504.0,0.0,30044076.0,0.0,1684631.0,624206.0,121726.0,0.0,3835805.0,340777.0,620315.0,0.0,1022832.0,0.0,0.0,948785.0,11835383.0,6888974.0,0.0,0.0,179827504.0,0.0,12986585.0,893004864.0,69864.0,0.0,7258168.0,1300485.0,20815120.0,0.0,131006768.0,82881.0,405140.0,1667271.0,522192.0,3714723.0,8354111.0,27278658.0,97539.0,433558.0,168324480.0,0.0,0.0,3343256.0,373428704.0,366586.0,1229164.0,0.0,0.0,1108718.0,11205125.0,7047248.0,561419264.0,72992048.0,246414272.0,439154432.0,993876608.0,433899.0
86,Type:Control,0.0,1251342.0,2273757.0,1388846.0,2055535.0,329935.0,318568.0,212376944.0,12216886.0,0.0,0.0,0.0,553050.0,516195.0,545439.0,0.0,756261.0,681852.0,247177.0,338052.0,293160.0,3070272.0,1420091.0,77533160.0,961764.0,895063.0,0.0,333467.0,0.0,311625632.0,80996.0,14438266.0,0.0,552583936.0,0.0,1843117.0,34096368.0,1321219840.0,193723856.0,2858524.0,0.0,0.0,477371200.0,2037203.0,384363.0,5455407.0,1275825.0,193165.0,2906172.0,59337256.0,32908812.0,26888108.0,19772836.0,300234.0,808070.0,456206.0,6842769.0,915304.0,0.0,60287524.0,3102422.0,540281.0,1275128.0,387716.0,152836.0,2781026.0,125218784.0,1881417344.0,1423942.0,1103996.0,116232600.0,0.0,0.0,547123456.0,19540068.0,1101210.0,0.0,0.0,3667728.0,281724.0,662520.0,1519827.0,4065062.0,384573216.0,2651893.0,777484.0,15551351.0,388354176.0,3314946.0,0.0,306370944.0,0.0,168218464.0,588728.0,4549085.0,2551189.0,16327280.0,1721046.0,408041.0,0.0,325204.0,0.0,228735.0,0.0,9775064.0,1090181.0,2773586.0,876153.0,213591.0,170716.0,3848462.0,862135.0,918784.0,148893.0,904378.0,0.0,0.0,2979391.0,4450103.0,5519176.0,0.0,0.0,169949040.0,0.0,89216392.0,538380096.0,186553.0,0.0,6479271.0,508976.0,11461563.0,0.0,87669960.0,101926.0,648961.0,525226.0,434161.0,1007524.0,5934669.0,4049666.0,247213.0,716741.0,178080656.0,33937536.0,62985752.0,6555449.0,305679040.0,232126.0,700021.0,0.0,0.0,1628595.0,5850757.0,23964776.0,392903264.0,1676376.0,166710736.0,258396912.0,647414080.0,188703.0
303,Type:Crohn disease,0.0,1816250.0,552366.0,0.0,1879800.0,0.0,0.0,104197064.0,5624887.0,3159706.0,740699.0,272693.0,541996.0,372940.0,439591.0,0.0,674246.0,0.0,210814.0,374143.0,378070.0,4320846.0,3083701.0,71225704.0,1327255.0,187170.0,469304.0,205207.0,134738.0,559389952.0,0.0,14321822.0,530483.0,406925920.0,0.0,7540803.0,174910512.0,1671650432.0,170341072.0,2771823.0,30223942.0,0.0,382628608.0,1892543.0,0.0,4255394.0,784856.0,416101.0,1271948.0,34144808.0,20980880.0,38164872.0,45225852.0,0.0,1194711.0,288698.0,4734970.0,704309.0,0.0,30026848.0,4807727.0,314075.0,822284.0,542621.0,0.0,1382765.0,197671760.0,1769698304.0,1234571.0,784985.0,148602688.0,993871.0,138554.0,470606368.0,16315133.0,2645906.0,2208485.0,0.0,3078732.0,1267481.0,0.0,0.0,1024884.0,370550880.0,2432833.0,921192.0,13549393.0,351251808.0,2595364.0,0.0,285862272.0,0.0,164261200.0,900544.0,4436450.0,501900.0,12228086.0,2828256.0,0.0,0.0,319881.0,117555.0,0.0,0.0,16797312.0,0.0,650384.0,784445.0,0.0,0.0,967941.0,0.0,2374673.0,249198.0,2453259.0,0.0,0.0,657421.0,16863620.0,10352626.0,0.0,0.0,151425664.0,0.0,4874865.0,922418816.0,0.0,0.0,4033903.0,550628.0,7307025.0,0.0,89842408.0,0.0,276710.0,910078.0,1108200.0,1728433.0,739375.0,9701303.0,422371.0,0.0,250602432.0,76796208.0,75487376.0,5157514.0,249247536.0,450844.0,0.0,0.0,0.0,1082633.0,246029024.0,1788492.0,504399424.0,2682564.0,203369824.0,184591856.0,619823552.0,0.0
304,Type:Crohn disease,0.0,641353.0,651084.0,2505155.0,3219113.0,83350.0,0.0,211991504.0,19286564.0,18230496.0,0.0,0.0,396660.0,568852.0,0.0,0.0,0.0,0.0,0.0,328867.0,437734.0,3659616.0,828211.0,35194544.0,1050343.0,78572.0,269484.0,446234.0,68161.0,446614048.0,0.0,0.0,0.0,209841792.0,0.0,3653182.0,75670432.0,834563136.0,101364872.0,2410025.0,0.0,0.0,231507136.0,2643650.0,0.0,2915421.0,437310.0,0.0,1968479.0,20780392.0,12284266.0,39077396.0,12169157.0,2530227.0,284124.0,0.0,0.0,655527.0,0.0,28593132.0,4310943.0,567142.0,1194518.0,552507.0,0.0,2453251.0,213846352.0,1443579136.0,756867.0,513347.0,84382136.0,139784.0,0.0,619631296.0,16827954.0,684904.0,0.0,0.0,462975.0,0.0,81927.0,0.0,5489949.0,438891200.0,2406211.0,1366815.0,16309766.0,388904832.0,1203094.0,0.0,278109184.0,0.0,142033376.0,1739830.0,2239827.0,603447.0,12656448.0,2909361.0,201202.0,0.0,433678.0,0.0,0.0,0.0,11955664.0,0.0,615457.0,406685.0,0.0,971796.0,1468225.0,0.0,1003552.0,0.0,1514556.0,0.0,0.0,1126601.0,8369902.0,72211376.0,0.0,0.0,88319912.0,319478.0,210440992.0,804349440.0,0.0,3409073.0,7103629.0,335250.0,10265927.0,0.0,118126384.0,251543.0,374799.0,721347.0,801050.0,0.0,143009.0,223344928.0,240138.0,0.0,104554240.0,0.0,25349268.0,4877948.0,261070064.0,455165.0,0.0,0.0,0.0,542966.0,15985184.0,48585900.0,426717888.0,10742738.0,156327072.0,201491392.0,674627136.0,0.0
305,Type:Crohn disease,0.0,5579985.0,9249562.0,1778250.0,4077384.0,357180.0,323295.0,322160064.0,15889053.0,0.0,1388566.0,612473.0,466535.0,589109.0,306820.0,0.0,1302550.0,3611713.0,362015.0,776245.0,923648.0,4401902.0,263955.0,349245056.0,1565497.0,313339.0,0.0,317331.0,118266.0,493196704.0,160566.0,9440079.0,1354535.0,481358432.0,0.0,11904397.0,6209004.0,1706583040.0,239603312.0,3808726.0,0.0,0.0,450128192.0,5016821.0,690011.0,6050203.0,1977824.0,243238.0,1541775.0,51905908.0,27647972.0,34880368.0,37459600.0,400688.0,5647932.0,795538.0,10704289.0,1182033.0,100219.0,44195188.0,2972295.0,2764716.0,2531270.0,936841.0,364207.0,4056383.0,293941920.0,1825796736.0,2130668.0,847620.0,106862112.0,0.0,0.0,1767546624.0,27096672.0,3938198.0,0.0,0.0,2425394.0,1875712.0,1048148.0,19989800.0,12938404.0,657897024.0,7806426.0,1841763.0,14137657.0,710487296.0,824605.0,0.0,545373760.0,0.0,321590752.0,1852553.0,7770383.0,5318185.0,50259536.0,2591727.0,515824.0,0.0,541295.0,161100.0,0.0,81839.0,9538855.0,0.0,1755210.0,772214.0,0.0,1777802.0,880811.0,0.0,2403084.0,596467.0,1948935.0,0.0,0.0,7265912.0,23435252.0,5905046.0,0.0,0.0,172133472.0,3572132.0,260399472.0,1064748608.0,122275.0,0.0,7418046.0,723040.0,25362746.0,0.0,44566772.0,231670.0,843104.0,2241777.0,644224.0,2726775.0,0.0,14584317.0,147761.0,1327391.0,112103624.0,0.0,4636760.0,6184746.0,448402592.0,453016.0,1258137.0,0.0,0.0,3468514.0,22302040.0,74333976.0,582439488.0,14784277.0,399951584.0,373015136.0,1087382272.0,786788.0
306,Type:Crohn disease,0.0,1675426.0,2189058.0,0.0,1552716.0,0.0,0.0,138016944.0,2662327.0,0.0,337247.0,222079.0,790675.0,265539.0,0.0,0.0,534638.0,289016.0,243041.0,0.0,0.0,3074936.0,1014215.0,44891644.0,1117008.0,144330.0,0.0,144203.0,125476.0,733915904.0,0.0,7026404.0,0.0,538933824.0,4282645.0,5427762.0,5983212.0,884217280.0,96719560.0,1169735.0,0.0,0.0,463011552.0,1117492.0,77054.0,2048957.0,0.0,0.0,854105.0,21769246.0,21801796.0,28906176.0,27189244.0,1636834.0,561623.0,243364.0,0.0,525554.0,0.0,30019832.0,1497535.0,0.0,930811.0,411294.0,0.0,1575765.0,124814520.0,1336444928.0,1581867.0,721779.0,58086580.0,0.0,125254.0,351620512.0,15453618.0,3460358.0,0.0,0.0,1114126.0,207401.0,146881.0,44121540.0,2537209.0,321545088.0,1457669.0,764405.0,15173183.0,355661024.0,0.0,0.0,323566784.0,0.0,142098624.0,0.0,2273547.0,0.0,26281978.0,2469280.0,202569.0,0.0,216956.0,0.0,0.0,0.0,26322688.0,0.0,1082125.0,324031.0,0.0,0.0,1541644.0,0.0,1532446.0,0.0,1430411.0,0.0,0.0,1936253.0,0.0,199979792.0,0.0,0.0,128087600.0,512491.0,125631328.0,695847424.0,0.0,0.0,3308204.0,216451.0,6420301.0,0.0,56615064.0,0.0,763744.0,0.0,1222167.0,0.0,1475322.0,849987904.0,66556.0,353959.0,116671728.0,282174.0,44425176.0,2720319.0,230894512.0,384125.0,217268.0,0.0,0.0,1025268.0,21670958.0,36673468.0,380615264.0,1564451.0,188007488.0,235966544.0,640498944.0,0.0
309,Type:Crohn disease,61482.0,1533912.0,1772552.0,1533798.0,2352421.0,0.0,0.0,119197432.0,10459286.0,942485.0,200965.0,0.0,725080.0,322099.0,600898.0,0.0,732331.0,710229.0,257129.0,522204.0,346663.0,3545784.0,1573235.0,36943556.0,1409308.0,262487.0,231426.0,670993.0,120046.0,636279488.0,0.0,18328232.0,0.0,704647232.0,0.0,2641059.0,1908590.0,1299827328.0,222510544.0,2297323.0,28070196.0,73023.0,545317760.0,1881049.0,0.0,4599913.0,3304838.0,276174.0,1386540.0,48431116.0,35885504.0,37591704.0,31430876.0,284110.0,809718.0,584213.0,5508922.0,1295456.0,74178.0,67964840.0,5342610.0,438966.0,1462072.0,473716.0,193508.0,2356246.0,131488984.0,2304299264.0,2379521.0,1082462.0,161113040.0,0.0,91404.0,481954208.0,20456780.0,1872834.0,2560320.0,0.0,2091431.0,479536.0,77797.0,16572683.0,1375066.0,515691456.0,2156711.0,1302206.0,27003044.0,452047264.0,597205.0,0.0,426324224.0,0.0,234186896.0,771128.0,4996862.0,264614.0,11636666.0,2489984.0,292925.0,79918.0,427729.0,0.0,823076.0,0.0,15772102.0,384832.0,1482148.0,877221.0,221729.0,429320.0,3043551.0,0.0,1543757.0,216163.0,1131976.0,0.0,0.0,1743075.0,2597497.0,93757312.0,0.0,0.0,190109168.0,0.0,39804580.0,744770944.0,0.0,0.0,10727849.0,637874.0,7809404.0,0.0,149321840.0,144718.0,1800556.0,1852265.0,119747.0,993620.0,9824942.0,422985632.0,556674.0,498097.0,168673120.0,0.0,14837491.0,7590518.0,400264704.0,163748.0,732232.0,0.0,0.0,840066.0,3818916.0,24182084.0,431280576.0,4838647.0,213677040.0,251630176.0,700683392.0,136271.0
310,Type:Crohn disease,0.0,2058614.0,12965803.0,1941108.0,2160807.0,0.0,0.0,131348256.0,13879548.0,0.0,175676.0,0.0,1932334.0,342499.0,1182634.0,0.0,1726007.0,601284.0,382949.0,1668760.0,564979.0,7944644.0,159363.0,97533664.0,2040279.0,509474.0,0.0,115687.0,216371.0,611129344.0,197180.0,31808670.0,2104992.0,679675328.0,0.0,3933248.0,269615360.0,1738522240.0,167332736.0,0.0,108859984.0,130362.0,553699200.0,4086336.0,298812.0,2806368.0,3234950.0,360507.0,1492286.0,40642548.0,66088672.0,44774760.0,77641864.0,2425438.0,306648.0,298240.0,5594408.0,1243855.0,0.0,56054100.0,4540881.0,321372.0,1735460.0,586729.0,169576.0,2574614.0,122474800.0,1844921344.0,2072181.0,780582.0,144976592.0,0.0,0.0,416529152.0,17264342.0,1115211.0,6122312.0,0.0,3134549.0,760316.0,393008.0,135691.0,1209583.0,639589504.0,2167911.0,535538.0,30993996.0,487478464.0,517970.0,0.0,306790720.0,0.0,222640384.0,1473787.0,7094137.0,559306.0,56302152.0,3121492.0,814560.0,142731.0,750218.0,488584.0,263123.0,87545.0,16581841.0,175462.0,1428141.0,482734.0,96236.0,275550.0,2916381.0,0.0,1399625.0,247730.0,2453154.0,0.0,0.0,2562263.0,5604718.0,12414700.0,0.0,0.0,156533568.0,0.0,14617483.0,788012672.0,0.0,0.0,26059920.0,1287538.0,11757363.0,0.0,340741504.0,119633.0,1384325.0,1670331.0,1859311.0,2962456.0,21148168.0,54585092.0,0.0,857940.0,530966560.0,0.0,8092524.0,3317638.0,212353232.0,490421.0,405063.0,0.0,0.0,1348328.0,8162824.0,15179513.0,358078240.0,8668931.0,334966368.0,104792008.0,658277568.0,0.0
313,Type:Crohn disease,30253.0,1818700.0,3708413.0,719181.0,1773858.0,67083.0,0.0,160459984.0,7974056.0,0.0,1208777.0,356004.0,663178.0,224467.0,822374.0,0.0,509302.0,578025.0,412049.0,851311.0,465515.0,4370375.0,689600.0,217496528.0,1053567.0,3324189.0,350799.0,296178.0,121953.0,810672192.0,0.0,9995093.0,556529.0,494819808.0,212896.0,5639235.0,79345112.0,1453813760.0,157253568.0,2254795.0,105692176.0,401855.0,427554240.0,1131730.0,259096.0,7685147.0,1477033.0,453613.0,2134012.0,69834608.0,20196564.0,33445822.0,22033724.0,0.0,1047171.0,827402.0,9895194.0,947949.0,0.0,79831448.0,3881275.0,614407.0,1800674.0,728861.0,230131.0,2485115.0,140747984.0,2482471168.0,859601.0,1500761.0,129292920.0,0.0,72249.0,589646400.0,22946960.0,3444518.0,16431899.0,0.0,2736371.0,106348.0,151263.0,2076523.0,1701309.0,588048064.0,3699633.0,887312.0,17163676.0,550320192.0,588835.0,0.0,386914912.0,0.0,306203200.0,1006591.0,6675442.0,210143.0,23106884.0,1909638.0,309661.0,0.0,441477.0,76828.0,0.0,80376.0,9093472.0,542926.0,3666176.0,1052509.0,0.0,0.0,555063.0,724573.0,1359950.0,303037.0,1746790.0,0.0,0.0,1834036.0,3615104.0,4267449.0,0.0,0.0,181862928.0,0.0,10531317.0,1023366272.0,0.0,0.0,7617479.0,1527008.0,12156431.0,0.0,40226932.0,303858.0,489253.0,1516930.0,536852.0,709452.0,1038492.0,50611396.0,340916.0,683382.0,148405200.0,37394016.0,8805992.0,7858437.0,437945056.0,104689.0,489738.0,0.0,0.0,1637465.0,85628560.0,12989706.0,551252736.0,19997286.0,317869568.0,257163952.0,770067392.0,503775.0
318,Type:Crohn disease,0.0,3284027.0,2399173.0,2003551.0,1369009.0,136961.0,0.0,141474192.0,12073210.0,0.0,312889.0,162103.0,686457.0,904604.0,448845.0,0.0,396172.0,518687.0,707315.0,606398.0,459439.0,4170323.0,741523.0,77561920.0,1589778.0,3459219.0,0.0,182050.0,127364.0,552595136.0,0.0,12258273.0,0.0,392726016.0,290171.0,14604121.0,8252158.0,1164151936.0,239122576.0,2897099.0,39619664.0,0.0,487058272.0,2378148.0,326924.0,4150102.0,3585348.0,631067.0,1915027.0,47921156.0,35543780.0,37714112.0,27331902.0,1288452.0,3352341.0,144325.0,6656376.0,891092.0,0.0,46943460.0,8194460.0,453295.0,1074972.0,512582.0,183228.0,2166451.0,145893936.0,1667198208.0,1333012.0,1272394.0,259868288.0,152980.0,167446.0,536958144.0,18573328.0,1492551.0,4259406.0,0.0,5415772.0,1207022.0,536211.0,2260027.0,1842046.0,437851136.0,1790650.0,871651.0,21413766.0,405651072.0,1046969.0,0.0,306906880.0,0.0,154178080.0,1441478.0,4702855.0,1376272.0,14254386.0,2637195.0,634528.0,0.0,571173.0,118764.0,0.0,81193.0,11224469.0,158760.0,1678013.0,864897.0,143800.0,759920.0,2234142.0,0.0,1409285.0,304607.0,1710538.0,0.0,0.0,1742570.0,2592721.0,2680295.0,0.0,0.0,167526848.0,0.0,73678288.0,729189248.0,0.0,0.0,7320899.0,741170.0,7865257.0,0.0,39279880.0,155135.0,751314.0,1430211.0,176946.0,1107565.0,18409828.0,3960724.0,86578.0,569154.0,180576720.0,1067078.0,8563320.0,7841199.0,297086816.0,702310.0,226896.0,0.0,0.0,1344304.0,5136215.0,34297328.0,442192032.0,16203112.0,215685280.0,171112112.0,606046080.0,192570.0
321,Type:Crohn disease,56863.0,1954403.0,1244145.0,2446064.0,1459892.0,0.0,0.0,117063320.0,12869331.0,222299.0,1089783.0,372863.0,957649.0,800641.0,434411.0,0.0,407168.0,331101.0,616854.0,416180.0,538500.0,4374603.0,1561219.0,245007296.0,2216432.0,438544.0,0.0,396228.0,115292.0,597176960.0,69457.0,19577882.0,0.0,684432576.0,3237182.0,7160689.0,28869302.0,1479606016.0,256238432.0,754529.0,0.0,0.0,531460256.0,2752286.0,104623.0,5204342.0,3172327.0,311219.0,1621902.0,45935832.0,35250448.0,45719488.0,33559200.0,916931.0,861365.0,619588.0,5840776.0,1094752.0,0.0,51940932.0,5568686.0,386774.0,1462967.0,528564.0,170091.0,2337670.0,214747696.0,2081363200.0,1753016.0,778579.0,174290576.0,403071.0,148160.0,494457568.0,22779668.0,2707086.0,0.0,0.0,5071139.0,209385.0,57946.0,20999536.0,2296240.0,461366912.0,2730260.0,1372890.0,24181308.0,470530368.0,3012621.0,0.0,321425152.0,0.0,162164240.0,1167934.0,4179209.0,398389.0,15191583.0,3059877.0,507177.0,0.0,609878.0,113059.0,625734.0,149667.0,14373795.0,520912.0,2892798.0,760716.0,147863.0,0.0,1974839.0,0.0,1309806.0,197252.0,1299869.0,0.0,0.0,660602.0,8522987.0,10805654.0,0.0,0.0,229597712.0,0.0,67254608.0,763946944.0,128618.0,0.0,4020950.0,473414.0,7296372.0,0.0,51248460.0,199136.0,1271139.0,869873.0,0.0,939697.0,7928305.0,39309608.0,368688.0,917304.0,217935264.0,183991.0,29792954.0,7387971.0,345278496.0,620477.0,499183.0,0.0,0.0,2280495.0,176452448.0,27199336.0,437440544.0,38834492.0,177833376.0,254099312.0,773916544.0,105463.0
324,Type:Crohn disease,0.0,803459.0,2955094.0,0.0,2179806.0,0.0,230630.0,97899512.0,3753416.0,2536450.0,575586.0,0.0,462929.0,96640.0,0.0,0.0,451024.0,0.0,227833.0,359680.0,408142.0,2116454.0,0.0,63014452.0,977466.0,923144.0,0.0,188831.0,108306.0,777938112.0,0.0,10021717.0,0.0,295339872.0,0.0,3940307.0,1640445.0,1131712384.0,185404864.0,2983295.0,0.0,0.0,228451264.0,1276896.0,0.0,2947339.0,2940268.0,76221.0,1906664.0,31838370.0,15637349.0,34601780.0,15602752.0,1869616.0,1490596.0,679664.0,4657653.0,998172.0,0.0,21365784.0,1700471.0,315047.0,1522224.0,461403.0,107986.0,1590818.0,165233312.0,1844579456.0,762209.0,664810.0,43501704.0,0.0,0.0,402434272.0,69024824.0,457065.0,0.0,0.0,3053922.0,1077215.0,0.0,5997374.0,2564297.0,623079872.0,2870320.0,1021389.0,12520140.0,573742784.0,970533.0,0.0,494832416.0,0.0,234556736.0,572185.0,2902683.0,0.0,15219053.0,1874252.0,0.0,0.0,291008.0,0.0,0.0,0.0,14578254.0,0.0,1062195.0,451437.0,0.0,90775.0,1852113.0,0.0,865916.0,0.0,665066.0,0.0,0.0,2375632.0,3392635.0,11740537.0,0.0,0.0,168834720.0,0.0,60356504.0,874677440.0,0.0,0.0,3957927.0,322487.0,9985797.0,0.0,34607784.0,138714.0,496400.0,835275.0,0.0,0.0,13747694.0,49948576.0,0.0,0.0,185514528.0,0.0,6644957.0,3945352.0,361717472.0,175666.0,0.0,0.0,0.0,1610288.0,2741800.0,17558650.0,423567360.0,21042068.0,274438656.0,264544304.0,989121792.0,0.0
327,Type:Crohn disease,0.0,1683488.0,1307556.0,1475133.0,3826789.0,0.0,0.0,177663392.0,3409172.0,0.0,453143.0,0.0,685073.0,271519.0,0.0,0.0,0.0,0.0,0.0,0.0,454328.0,2247125.0,1163761.0,147601904.0,1507615.0,0.0,0.0,776646.0,78995.0,625190976.0,0.0,0.0,234525.0,476382176.0,0.0,5740728.0,27075962.0,1932587776.0,230462496.0,509622.0,90854368.0,0.0,551856000.0,1026343.0,0.0,3788408.0,2451510.0,0.0,2647766.0,22892982.0,59452132.0,57591332.0,34812816.0,0.0,576537.0,1439026.0,6549218.0,1293176.0,0.0,58035724.0,7222346.0,486727.0,2388810.0,921086.0,0.0,3297760.0,165303408.0,2629375232.0,954804.0,343460.0,0.0,0.0,0.0,554666624.0,26536320.0,578591.0,0.0,0.0,4683238.0,290554.0,0.0,11591062.0,5347940.0,519160224.0,2873397.0,2593561.0,19395102.0,608495232.0,0.0,0.0,474806528.0,0.0,389044192.0,1620384.0,6349141.0,1089620.0,27398052.0,3515601.0,442178.0,0.0,451890.0,0.0,337689.0,0.0,20941758.0,0.0,2147076.0,0.0,0.0,620893.0,4456697.0,291606.0,1197626.0,573730.0,2038404.0,0.0,0.0,913013.0,9892367.0,4676471.0,0.0,0.0,190665680.0,108743.0,82864360.0,1046769216.0,269574.0,0.0,7316024.0,616668.0,13428014.0,0.0,156528864.0,0.0,426161.0,0.0,213918.0,0.0,18993300.0,44527780.0,0.0,0.0,350607584.0,0.0,9954888.0,6545601.0,487479040.0,602473.0,0.0,0.0,0.0,1253201.0,1703717.0,22692080.0,580985728.0,37649296.0,200118816.0,574246656.0,857281728.0,0.0
