database_identifier,Transmission across Chemical Synapses,Neuronal System,Developmental Biology,Aerobic respiration and respiratory electron transport,Metabolism,Phase II - Conjugation of compounds,Metabolism of nucleotides,Sulfur amino acid metabolism,Signal Transduction,Disease,Innate Immune System,Immune System,Toll-like Receptor Cascades,Metabolism of steroid hormones,Nicotinate metabolism,Metabolism of water-soluble vitamins and cofactors,Metabolism of vitamins and cofactors,Nicotinamide salvaging,Metabolism of amine-derived hormones,Biological oxidations,Cytochrome P450 - arranged by substrate type,Phase I - Functionalization of compounds,Miscellaneous substrates,Endogenous sterols,Xenobiotics,Generic Transcription Pathway,Abacavir ADME,Abacavir metabolism,Visual phototransduction,Cellular responses to stress,"Metabolism of ingested SeMet, Sec, MeSec into H2Se",Selenoamino acid metabolism,The canonical retinoid cycle in rods (twilight vision),Peptide hormone metabolism,HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand,Metabolism of polyamines,Signaling by GPCR,Class A/1 (Rhodopsin-like receptors),Olfactory Signaling Pathway,Transport of small molecules,GPCR downstream signalling,Metabolism of proteins,G alpha (s) signalling events,G alpha (i) signalling events,"Transport of bile salts and organic acids, metal ions and amine compounds",Transport of inorganic cations/anions and amino acids/oligopeptides,"Transport of vitamins, nucleosides, and related molecules",SLC-mediated transmembrane transport,Proton-coupled monocarboxylate transport,GPCR ligand binding,Diseases of Immune System,Signaling by Retinoic Acid,RA biosynthesis pathway,Organic cation/anion/zwitterion transport,Metabolism of lipids,Metabolic disorders of biological oxidation enzymes,Diseases associated with the TLR signaling cascade,Organic anion transport,Defective SLC29A3 causes histiocytosis-lymphadenopathy plus syndrome (HLAS),Defective SLC16A1 causes symptomatic deficiency in lactate transport (SDLT),SLC transporter disorders,Disorders of transmembrane transporters,Infectious disease,Diseases of metabolism,Surfactant metabolism,Regulation of TLR by endogenous ligand,Post-translational protein modification,tRNA modification in the nucleus and cytosol,Metabolism of fat-soluble vitamins,Pyruvate metabolism,Tryptophan catabolism,Metabolism of amino acids and derivatives,tRNA processing,Pyrimidine salvage,Pyrimidine catabolism,RNA Polymerase II Transcription,Base Excision Repair,DNA Repair,Gene expression (Transcription),Purine salvage,Purine catabolism,Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane,Transcriptional regulation by RUNX2,Metabolism of RNA,Cellular responses to stimuli,Nucleotide catabolism,Nucleotide salvage,Metabolism of steroids,Signaling by Nuclear Receptors,Signaling by TGFB family members,FOXO-mediated transcription,Vitamin B6 activation to pyridoxal phosphate,Sensory Perception,Nucleotide salvage defects,Defective HPRT1 disrupts guanine and hypoxanthine salvage,Defective PNP disrupts phosphorolysis of (deoxy)guanosine and (deoxy)inosine,Nucleotide catabolism defects,Diseases of nucleotide metabolism,Drug ADME,Aspirin ADME,Retinoid metabolism and transport,Defective regulation of TLR7 by endogenous ligand,Group,group_type
S00001196,-0.2617448132414116,-0.2617448132414116,0.4115946925475525,-0.47422721569990156,0.2461428171992882,0.6392055570609438,0.11286282120527805,0.36336214467737027,-0.06763032274058517,0.23763595866565626,-0.007152695429858951,-0.007152695429858951,-0.007152695429858951,0.671481604713051,-0.47422721569990156,-0.3469788239559208,-0.008479114154820009,-0.47422721569990156,-0.12339182720055195,-0.0020202680868611493,0.40294431696971017,0.3449857367003304,0.48101383234440337,-0.46562900870936413,0.5744916208836673,0.4313599665881111,0.6488585653071108,0.6488585653071108,-0.46092684088586805,0.5754075851364514,-0.4812028869717153,-0.4812028869717153,0.3227699272844104,-0.5376574301944455,0.671481604713051,-0.3271556875730148,-0.5585771550903907,-0.5198795609058394,0.09768117263283149,0.4639617872402763,-0.5212450709291773,-0.24762965808356766,-0.5011826945128067,0.0016879215222368143,0.5568232686928805,0.6967833260700236,-0.3436773763229106,0.4639617872402763,0.7811902045564372,-0.5585771550903907,-0.007152695429858951,-0.45741839259141603,-0.45741839259141603,-0.3759824077205971,-0.2746042322240708,0.06137369250548277,-0.007152695429858951,0.36430817559191075,-0.4240204390627892,0.7811902045564372,0.5123116976355285,0.5123116976355285,-0.4812028869717153,0.42887266163197135,0.6488585653071108,-0.007152695429858951,-0.2613087671631832,-0.4990964684512674,-0.48565211187539925,-0.47422721569990156,-0.28749004181661164,0.264362732853694,-0.4990964684512674,0.15737004409778715,0.15737004409778715,0.4313599665881111,0.6532224476404868,-0.5544213554585704,0.4313599665881111,0.49340718884839346,0.48147227685226407,-0.1902053805288456,0.671481604713051,-0.4990964684512674,0.5754075851364514,0.11286282120527805,-0.04756046677053976,0.32522501061843706,-0.45741839259141603,0.4115946925475525,0.3743272760077521,0.09269161922742235,-0.008563645948127623,-0.5567308883352912,0.6241776172631727,0.4940532918222971,0.4940532918222971,0.49340718884839346,0.6118986719754483,0.7811902045564372,-0.46092684088586805,-0.007152695429858951,Group:NAFLD,Case
S00001183,0.2717428700486866,0.2717428700486866,-0.5750507894572588,0.014285348834393833,-0.21543035161045837,-0.5509569444390239,-0.18649421480006192,-0.6163016334278855,-0.07862154841192975,0.06773473265984498,-0.5379393962221386,-0.5379393962221386,-0.5379393962221386,-0.25009442334924353,0.014285348834393833,-0.25684178876836594,0.22837256015475627,0.014285348834393833,0.645735229989885,-0.3304319128694338,-0.2441836162693273,-0.37960423173784025,0.2868266078661446,0.29592525843514783,-0.2263682370991083,-0.0657520623340276,-0.06682775228373675,-0.06682775228373675,0.027012032055986252,-0.4324273448043456,-0.13903216692673068,-0.13903216692673068,0.17481837926061283,0.4462485618459606,-0.25009442334924353,0.5740605568965695,0.5989546710120465,0.5670754977087104,-0.14370020897513658,-0.3435889896535042,0.6013253648423202,0.09088825918164886,0.6644083632420866,-0.2966387342319683,-0.39017787169370205,0.623935149742198,-0.10726919968879992,-0.3435889896535042,-0.4182072038642471,0.5989546710120465,-0.5379393962221386,0.17892873102494739,0.17892873102494739,0.48224124358657355,-0.005790168346765457,-0.2972456951061914,-0.5379393962221386,-0.44933012815484585,0.5794415976137274,-0.4182072038642471,-0.1793666560097959,-0.1793666560097959,-0.13903216692673068,0.35241337315120214,-0.06682775228373675,-0.5379393962221386,0.05948780206805095,0.7353909530377188,0.01027175477865469,0.014285348834393833,0.4219049565195196,-0.10501679055938457,0.7353909530377188,-0.23939540584497682,-0.23939540584497682,-0.0657520623340276,0.5678012068383407,-0.49654683178254294,-0.0657520623340276,-0.02723196793442758,-0.026808962132410234,-0.3898513043191101,-0.25009442334924353,0.7353909530377188,-0.4324273448043456,-0.18649421480006192,0.11882170769941015,-0.12760140898632935,0.17892873102494739,-0.5750507894572588,-0.5858915732121008,-0.5646701988407651,-0.21365184010107718,-0.41700151299976684,0.462054544521245,-0.459365546673623,-0.459365546673623,-0.02723196793442758,-0.42734901807852177,-0.4182072038642471,0.027012032055986252,-0.5379393962221386,Group:NAFLD,Case
S00001190,0.47544493715883535,0.47544493715883535,0.3103631689862802,-0.1022762971295582,-0.28632691093723667,-0.4286557576370206,0.2785122205515616,-0.37011636768424355,0.039055844828893196,-0.14883748866593643,0.5587513723137325,0.5587513723137325,0.5587513723137325,-0.3129162386030698,-0.1022762971295582,-0.34876970061217805,-0.26670694795144934,-0.1022762971295582,0.6504098267691838,-0.1133042139963072,-0.3822160466329776,-0.37405342230207095,-0.5892927055442245,0.767036555504061,-0.5430128918803988,-0.12147328569374387,0.24079331905250026,0.24079331905250026,-0.07780365925251147,-0.03660286518868001,-0.19338099916745585,-0.19338099916745585,-0.5729467911312236,0.2390084777145927,-0.3129162386030698,0.5351214716700862,0.4046746287478431,0.4251605276852544,-0.39273326379683704,-0.4172390508787722,0.5479309847757443,-0.2912463698636503,0.6771762227503385,-0.20220421617195014,-0.5183270483467503,-0.5223347872891043,0.4241330488072568,-0.4172390508787722,-0.4956921199492836,0.4046746287478431,0.5587513723137325,-0.4415542517020801,-0.4415542517020801,0.6383481128242545,0.2114483826868431,0.09383546656819568,0.5587513723137325,-0.5723756686227028,-0.4635025354248785,-0.4956921199492836,-0.39847994148125354,-0.39847994148125354,-0.19338099916745585,-0.18129767342955785,0.24079331905250026,0.5587513723137325,0.6295666912471243,0.46398772965327884,0.21031831062800926,-0.1022762971295582,-0.5732607243448906,0.027042688624913106,0.46398772965327884,0.5788641935307554,0.5788641935307554,-0.12147328569374387,-0.6325864581035857,0.6263649176898703,-0.12147328569374387,-0.0641687555086113,-0.05806863416901482,0.48873629034738514,-0.3129162386030698,0.46398772965327884,-0.03660286518868001,0.2785122205515616,-0.4728302448107333,0.08153191665970903,-0.4415542517020801,0.3103631689862802,0.5144577105388823,-0.5649245327956411,0.5126535538802779,0.5909366608471813,-0.5679499065136878,0.3582859732144058,0.3582859732144058,-0.0641687555086113,-0.38035492132420995,-0.4956921199492836,-0.07780365925251147,0.5587513723137325,Group:NAFLD,Case
S00001197,-0.36792044799768825,-0.36792044799768825,-0.3905227587562857,0.5921656721130655,-0.21480768921253102,0.15979411799520715,-0.4251756545422214,0.4975992522064861,0.18853830078483066,-0.15957971342514593,-0.3419462233375864,-0.3419462233375864,-0.3419462233375864,0.18526297142370046,0.5921656721130655,0.09688797588457544,0.0013111522065179524,0.5921656721130655,0.43123767746656066,-0.08947191381789876,-0.05753024796402845,-0.06483017645311075,0.5714568341840992,-0.3744331896000653,0.387732656073616,-0.04811577775906783,-0.6440484609015049,-0.6440484609015049,-0.15865154830330522,-0.11809728475294252,0.4943030156432737,0.4943030156432737,0.046483166310376633,-0.2655534896010642,0.18526297142370046,-0.43076654604660786,0.22511471880299777,-0.010784658469932457,-0.36862272563475834,-0.3522669324449091,-0.07385723445372719,0.6050583756889409,-0.4327109373280834,-0.5319244364502836,-0.49405167503409175,0.5589924544215289,0.38721570167001856,-0.3522669324449091,-0.4480629501882538,0.22511471880299777,-0.3419462233375864,-0.200918651608218,-0.200918651608218,0.5459805810580904,0.053923653923956746,-0.0271873258487667,-0.3419462233375864,-0.5371800499837526,0.4913120603275395,-0.4480629501882538,-0.20782256724923606,-0.20782256724923606,0.4943030156432737,-0.23396483770609514,-0.6440484609015049,-0.3419462233375864,-0.5321765995499017,-0.5434527125949947,-0.277447650349382,0.5921656721130655,0.5189877662935012,0.0022054741741633216,-0.5434527125949947,-0.606149605869766,-0.606149605869766,-0.04811577775906783,-0.34949854911292794,0.3707540432812551,-0.04811577775906783,-0.5442242372422644,-0.5086783086244542,0.24172139844828686,0.18526297142370046,-0.5434527125949947,-0.11809728475294252,-0.4251756545422214,0.4638861632128285,0.02041089469474395,-0.200918651608218,-0.3905227587562857,-0.5578121897166112,-0.5552083528123062,0.3178462122891514,0.5519737122287423,-0.6015360072323798,-0.4285464677499977,-0.4285464677499977,-0.5442242372422644,-0.4890340780309493,-0.4480629501882538,-0.15865154830330522,-0.3419462233375864,Group:NAFLD,Case
S00001184,-0.16176922443350303,-0.16176922443350303,-0.28400889914888094,-0.48431933585323583,-0.2018676450135187,0.21933933498956962,-0.04527042619945625,0.0951459936394445,-0.4382375275097528,-0.13862935077261695,-0.18838475175220393,-0.18838475175220393,-0.18838475175220393,0.6474024867430824,-0.48431933585323583,-0.39597895502381325,-0.47341821456431477,-0.48431933585323583,0.5468796329944186,-0.1355872388134336,0.5378000385885746,0.13019254948942297,0.6458705620647266,0.11914946984719603,0.5310865627988292,0.6675188956018174,-0.0589770347566245,-0.0589770347566245,0.37503306480848514,0.6539398020895976,0.14989910802270112,0.14989910802270112,0.3041097964196434,-0.5432651628998597,0.6474024867430824,-0.5596837556546655,-0.12907606279385228,0.06751889881102324,0.22555580795150262,-0.03282372433795342,0.0623688491768718,0.03129875566216722,0.28614905254440237,0.2516289361824481,0.10727406256746608,-0.2965470029899801,-0.11756376700809307,-0.03282372433795342,0.25612050838127237,-0.12907606279385228,-0.18838475175220393,0.5663503861680125,0.5663503861680125,0.22524712543568265,0.26524805118461486,-0.5030017998366969,-0.18838475175220393,-0.10370739766619909,0.005678034347862483,0.25612050838127237,-0.0012158605164573801,-0.0012158605164573801,0.14989910802270112,0.10883861582757436,-0.0589770347566245,-0.18838475175220393,-0.21328061626251194,-0.3641964335728771,0.3609536217936773,-0.48431933585323583,-0.5179705954778595,0.4573179417265664,-0.3641964335728771,0.15080527083344014,0.15080527083344014,0.6675188956018174,0.4827975781728818,-0.222003508204617,0.6675188956018174,-0.005899518139241428,-0.07565506118221098,-0.10058407033351446,0.6474024867430824,-0.3641964335728771,0.6539398020895976,-0.04527042619945625,-0.023596943560340793,0.5778654224916364,0.5663503861680125,-0.28400889914888094,0.6181423679903773,-0.05096519502764121,-0.11061104098639377,-0.1833133172553202,0.46323987081700824,-0.36652479919536474,-0.36652479919536474,-0.005899518139241428,0.06945664409048888,0.25612050838127237,0.37503306480848514,-0.18838475175220393,Group:NAFLD,Case
S00001191,0.04231952166810037,0.04231952166810037,-0.3247125189449041,-0.536732126546823,0.021320729589814433,0.25475133291234114,0.4329968933334769,-0.0018809046745351056,-0.20732234928229257,0.165307843080197,0.5095681664052728,0.5095681664052728,0.5095681664052728,0.2901831259288471,-0.536732126546823,-0.5088836865257718,-0.4697640056419826,-0.536732126546823,-0.15017634061685164,-0.3279620791311681,-0.11016835907730238,-0.4549313512734261,0.43537482366145613,0.726790003792614,0.07705295721785335,0.5235560646966364,0.07522450006592242,0.07522450006592242,0.49752256320327004,0.532518886412798,-0.01750138623663056,-0.01750138623663056,-0.19109546508742248,-0.1778020087937976,0.2901831259288471,0.11451759085698517,0.43759467765728505,0.449745782573614,-0.40030935422913394,0.039476883111042416,0.44769532105565346,-0.35144739549773246,0.6826268223285441,-0.22971294504700843,-0.37789913885943427,-0.3881602701026302,-0.11709800838568955,0.039476883111042416,-0.49557407970333484,0.43759467765728505,0.5095681664052728,0.5668116599108247,0.5668116599108247,0.1294351152719741,0.5311172036552968,-0.37066771573760354,0.5095681664052728,-0.24296968855997758,-0.4896588016950853,-0.49557407970333484,-0.1910556560907362,-0.1910556560907362,-0.01750138623663056,-0.3020401574825204,0.07522450006592242,0.5095681664052728,0.15848057601866553,0.17208215625203552,0.2545699741797452,-0.536732126546823,-0.02642692635175631,-0.2885322433323812,0.17208215625203552,0.34674518063777054,0.34674518063777054,0.5235560646966364,-0.36372098838571415,0.24406063071481857,0.5235560646966364,0.1378160723143427,0.11899099745003205,0.04047347834124912,0.2901831259288471,0.17208215625203552,0.532518886412798,0.4329968933334769,-0.30526874942178256,0.34600392085595133,0.5668116599108247,-0.3247125189449041,0.6080790842722961,-0.19080003340115204,0.3074831078822014,-0.07535064140746449,0.059201016784760536,0.4181590770742618,0.4181590770742618,0.1378160723143427,-0.1592863229222978,-0.49557407970333484,0.49752256320327004,0.5095681664052728,Group:NAFLD,Case
S00001198,0.04231952166810037,0.04231952166810037,0.015527389801337381,-0.4718170103194725,-0.15074064343209956,0.06599624943625843,-0.10313011777471755,0.569525656009947,0.36445510513434953,-0.19995196254350142,0.13045864655845546,0.13045864655845546,0.13045864655845546,-0.453317303869396,-0.4718170103194725,-0.46995053390215763,-0.3962267677807344,-0.4718170103194725,-0.15017634061685164,0.5560217614316632,0.2071258880751808,0.4940327513506552,-0.3515577302584999,-0.2736743279647085,-0.4492145336648547,0.03626732924388668,0.24333613610071203,0.24333613610071203,-0.031608981524045676,-0.01319650131595047,-0.3062879918798288,-0.3062879918798288,-0.27977459588214526,-0.1778020087937976,-0.453317303869396,-0.4210862368110218,-0.3450863486873459,-0.39352868127728846,-0.40030935422913394,-0.03397243621768686,-0.46690783243726613,-0.012698375749483078,-0.19865474761465768,0.11565891857492804,-0.29555244698935496,-0.5203582453446082,-0.3027337769883471,-0.03397243621768686,-0.32563312946925893,-0.3450863486873459,0.13045864655845546,-0.15433229141304475,-0.15433229141304475,0.1294351152719741,-0.36437871198810656,-0.4242568734229336,0.13045864655845546,-0.24296968855997758,0.27779028187929844,-0.32563312946925893,-0.03514640388527089,-0.03514640388527089,-0.3062879918798288,0.5139608838796103,0.24333613610071203,0.13045864655845546,-0.22197455063639546,-0.5690620858599236,0.6021806730826236,-0.4718170103194725,-0.02642692635175631,-0.15493419237336242,-0.5690620858599236,-0.4084438581774046,-0.4084438581774046,0.03626732924388668,0.6583549927935824,-0.5309896913905076,0.03626732924388668,0.3530769170700223,0.25631334856250737,-0.4188111632554144,-0.453317303869396,-0.5690620858599236,-0.01319650131595047,-0.10313011777471755,0.10722707865190405,-0.29063586233530425,-0.15433229141304475,0.015527389801337381,0.5973550983882179,-0.18556991936702344,0.25811321567463735,-0.5670000161173058,0.6307494465093807,0.27579466782744017,0.27579466782744017,0.3530769170700223,-0.13131992740307052,-0.32563312946925893,-0.031608981524045676,0.13045864655845546,Group:NAFLD,Case
S00001185,-0.324329623484984,-0.324329623484984,-0.22310366854862598,-0.3348137048438882,-0.28704338727009115,0.14313887778836876,0.1081733813527462,-0.10336348906760298,-0.21102818143066487,-0.18699046277670672,-0.5233277772903394,-0.5233277772903394,-0.5233277772903394,0.0031582675983993086,-0.3348137048438882,-0.24691344487413228,-0.377482785544141,-0.3348137048438882,-0.5432256527693728,0.039697234704342915,0.006648469389720093,-0.19285450926003794,-0.030097621383392954,0.6888619355491633,-0.29324910938599036,0.3411437676068329,-0.29934141614130627,-0.29934141614130627,0.5794801756615866,0.30095434045939606,-0.1366721865324527,-0.1366721865324527,0.1542323382530186,-0.3550561573851903,0.0031582675983993086,0.29859602033043875,0.20843963398077506,0.24127805367807448,0.39201656363368076,-0.14620989457065262,0.08194468196238631,-0.25515165196220563,0.6395937681814667,0.2930054997913248,-0.24849005364143234,0.7572523313612786,0.4346818730597064,-0.14620989457065262,-0.11599837568676914,0.20843963398077506,-0.5233277772903394,0.710859301108492,0.710859301108492,-0.4363565854183553,0.5211327442600164,-0.5225530442641021,-0.5233277772903394,0.549444047948269,-0.4503904800778815,-0.11599837568676914,-0.17345761685728087,-0.17345761685728087,-0.1366721865324527,-0.025241182826162355,-0.29934141614130627,-0.5233277772903394,0.5194547729159948,0.2401408060624833,0.15801645289041596,-0.3348137048438882,0.6881119133995579,-0.09849947741040031,0.2401408060624833,0.6016770625632674,0.6016770625632674,0.3411437676068329,-0.4213513447727224,0.3752667821536494,0.3411437676068329,-0.4512916133836406,-0.22173208824608487,0.6140134814541821,0.0031582675983993086,0.2401408060624833,0.30095434045939606,0.1081733813527462,-0.38970995572138484,0.26666572265523114,0.710859301108492,-0.22310366854862598,0.5630329460838708,-0.4458660300906854,-0.02130329417296491,0.367194135224167,-0.41882248477353556,-0.5463919576712981,-0.5463919576712981,-0.4512916133836406,-0.15529605948402866,-0.11599837568676914,0.5794801756615866,-0.5233277772903394,Group:NAFLD,Case
S00001192,-0.5177281026425399,-0.5177281026425399,0.301650433692599,-0.38285849415990314,-0.2981324973254556,-0.5383256452881338,-0.2690888722468203,0.1571883948430188,-0.2553200236264218,-0.3008634170431419,-0.47140014050487716,-0.47140014050487716,-0.47140014050487716,-0.05702094764690457,-0.38285849415990314,-0.4431744904540837,-0.2529457418689915,-0.38285849415990314,0.4837347120755777,0.0962101408265936,0.36667768148837315,0.23769887099315867,-0.07154461588014507,-0.4857497080135369,0.4701409517565916,0.0323408980685541,-0.3190953680846149,-0.3190953680846149,-0.5430551953502443,0.09184700374596079,-0.2227860382613069,-0.2227860382613069,0.6381070586902684,-0.3755956139043392,-0.05702094764690457,-0.05551262198004631,-0.18895039115905168,0.03827969501557729,0.29826858847419385,-0.21992934193972685,-0.04042813159069189,0.12703202269858543,-0.4817768601097214,0.4034332349557521,-0.4439944328350769,-0.431549699077378,-0.20928810300809156,-0.21992934193972685,-0.31028196976812383,-0.18895039115905168,-0.47140014050487716,-0.49666201104752783,-0.49666201104752783,-0.0958825314275892,-0.15839565848189327,0.18708821129453146,-0.47140014050487716,0.07043222066145897,0.42696424121269344,-0.31028196976812383,-0.22145158085159586,-0.22145158085159586,-0.2227860382613069,0.1783847821895696,-0.3190953680846149,-0.47140014050487716,-0.42036966226906997,-0.34420710827557405,0.3027566248889339,-0.38285849415990314,-0.07544889523526467,0.338052298362773,-0.34420710827557405,-0.37740903816190396,-0.37740903816190396,0.0323408980685541,0.4483910520838917,-0.452404472169038,0.0323408980685541,-0.07467909872578034,-0.23708148300596488,-0.3117365350778414,-0.05702094764690457,-0.34420710827557405,0.09184700374596079,-0.2690888722468203,0.15916208959359304,-0.19376291936758563,-0.49666201104752783,0.301650433692599,-0.07249838475300895,-0.5190042656441634,-0.42197745474329695,-0.6142281687226542,0.653104014528928,-0.5443760914394917,-0.5443760914394917,-0.07467909872578034,-0.3657029554578139,-0.31028196976812383,-0.5430551953502443,-0.47140014050487716,Group:NAFLD,Case
S00001199,0.5060297243682264,0.5060297243682264,-0.37072699214593313,0.46085332411921703,-0.054603216678763396,0.05524812034331105,-0.03437509853999289,0.6937001655229792,0.17275255054663902,0.26399682999759133,0.5169807851800925,0.5169807851800925,0.5169807851800925,-0.19920878808763515,0.46085332411921703,0.4433833833415931,0.14854883169110258,0.46085332411921703,0.6379500416605174,0.20762885072095735,-0.22739149811361925,0.09793521089512282,-0.16702469858231636,-0.4181467858852067,0.013338882686940027,-0.2869685849445221,-0.34427494053878244,-0.34427494053878244,-0.1923823092729057,-0.21469249345281247,0.8098093426031657,0.8098093426031657,-0.5319316915386345,0.2705807036900187,-0.19920878808763515,-0.5296002214699891,-0.12276055409937313,-0.06731025002473469,0.3218908247318869,0.018689897752787624,0.029934632346647467,0.3362389769887086,-0.33604296199124634,0.37453327308008527,0.22632851602027446,0.6663005991250787,-0.15876899027669705,0.018689897752787624,0.5165760737842046,-0.12276055409937313,0.5169807851800925,-0.5580401958838027,-0.5580401958838027,-0.5453456864572819,-0.40334913430705777,0.14006384010759695,0.5169807851800925,0.6607024072993214,0.5125702479067085,0.5165760737842046,0.12108941596675672,0.12108941596675672,0.8098093426031657,0.04154988168007246,-0.34427494053878244,0.5169807851800925,-0.5408214892453653,-0.44641210716819696,0.5484193977497773,0.46085332411921703,-0.09628529894067739,0.2544808331003935,-0.44641210716819696,-0.394418898641453,-0.394418898641453,-0.2869685849445221,0.22874372705756432,-0.31891206383144605,-0.2869685849445221,0.09726095363468784,-0.059163499236169606,-0.32276008624948227,-0.19920878808763515,-0.44641210716819696,-0.21469249345281247,-0.03437509853999289,-0.10543087087129502,-0.3886572249625234,-0.5580401958838027,-0.37072699214593313,-0.42344194382821854,-0.4903244022598957,-0.27033991543383695,-0.5856975562102448,0.5253337084144558,0.26264119661047525,0.26264119661047525,0.09726095363468784,0.33158273752577005,0.5165760737842046,-0.1923823092729057,0.5169807851800925,Group:NAFLD,Case
S00001186,-0.3355682031102731,-0.3355682031102731,-0.5822147625017519,0.5706105129570641,-0.2568667325012449,0.3416020242047649,-0.046665110766686724,0.357416795647274,-0.09192884330296763,-0.31064202712205274,-0.5461442726484614,-0.5461442726484614,-0.5461442726484614,-0.5211106451124052,0.5706105129570641,0.11979487664908892,-0.18520456478804065,0.5706105129570641,0.2724348719041732,-0.2824301572911209,-0.28919012353212437,-0.46207708795082936,-0.17025104410016412,0.6261092676120604,-0.4445220308764845,-0.19635497576951574,-0.2683800204424031,-0.2683800204424031,0.4657010346510907,-0.4588909643946583,0.46546149311748547,0.46546149311748547,0.024922279478685784,-0.34273254538832554,-0.5211106451124052,-0.36869236810256084,0.40386674179484455,0.5577737031098663,-0.4510383697690193,-0.2752740832719271,0.45490882830807317,0.22074794220151386,0.6045849371593219,0.2192229913807285,-0.2942925355566588,-0.48674365405478814,0.40155730616427077,-0.2752740832719271,-0.5120187887939083,0.40386674179484455,-0.5461442726484614,0.5705039614227894,0.5705039614227894,0.27817867798241835,0.36813036577574904,-0.5482235226483778,-0.5461442726484614,-0.23315617298067945,-0.3514238907314123,-0.5120187887939083,-0.4897272090400204,-0.4897272090400204,0.46546149311748547,-0.11242974175615426,-0.2683800204424031,-0.5461442726484614,-0.4580369003467576,-0.3643307274576394,0.11235702914793423,0.5706105129570641,0.3167707757368545,0.259715427234987,-0.3643307274576394,0.5800164045705852,0.5800164045705852,-0.19635497576951574,-0.27026810234496496,0.15680227468301294,-0.19635497576951574,-0.3964051821076471,-0.38239138245569493,0.545628675848765,-0.5211106451124052,-0.3643307274576394,-0.4588909643946583,-0.046665110766686724,-0.2402964545985838,0.05862267700808888,0.5705039614227894,-0.5822147625017519,-0.22590039732493306,-0.382050940453871,0.22509704072097675,0.22523621807336583,-0.39494689317568327,-0.595818334197241,-0.595818334197241,-0.3964051821076471,-0.2932756435999484,-0.5120187887939083,0.4657010346510907,-0.5461442726484614,Group:NAFLD,Case
S00001193,-0.12278968595182516,-0.12278968595182516,0.6268446170258096,-0.3263800366988791,0.14075784638499247,0.7283101451383031,-0.2089799189892278,-0.05973661375026474,-0.18845468061555987,-0.09856738310643798,-0.4524836500959354,-0.4524836500959354,-0.4524836500959354,-0.3771457046016606,-0.3263800366988791,-0.22876233141096872,-0.17235661977149475,-0.3263800366988791,0.23280290032063924,-0.36000204115599443,0.0005609136901082799,-0.07545480363844516,-0.5095140932417482,-0.3367229667291987,-0.45509327557460516,-0.48200953780370526,0.14256733220396817,0.14256733220396817,0.2802586948651502,-0.40378428880697226,-0.2599147463094746,-0.2599147463094746,0.25192694358643053,-0.43239313036849636,-0.3771457046016606,-0.2766060328990268,0.09337163512271031,0.23727473924215306,0.28299234722175304,0.3050204009571978,0.21285923326119788,0.21282087940364644,-0.09866685715218965,0.22522161655260012,0.5654152844927134,-0.2170235338059069,-0.0230848865687107,0.3050204009571978,0.6673001938246461,0.09337163512271031,-0.4524836500959354,0.37683536954532787,0.37683536954532787,-0.4743163004676883,-0.20318494197454326,0.4191873655877306,-0.4524836500959354,0.5403584850279186,0.4704892006561801,0.6673001938246461,0.16126742944376213,0.16126742944376213,-0.2599147463094746,-0.11212373149510411,0.14256733220396817,-0.4524836500959354,-0.28390633245283897,-0.12281285062852261,0.23496653505824183,-0.3263800366988791,0.21767111377536505,0.42336833395335066,-0.12281285062852261,-0.47318708235302803,-0.47318708235302803,-0.48200953780370526,-0.3425675003908052,0.35511771721799434,-0.48200953780370526,-0.19788092575578872,-0.25112362465630006,-0.12855892898428928,-0.3771457046016606,-0.12281285062852261,-0.40378428880697226,-0.2089799189892278,0.3180466668984445,-0.5920616339790639,0.37683536954532787,0.6268446170258096,-0.43441022757439246,-0.4287566886098338,-0.09708658332805056,0.3168880898245238,-0.34797340566011997,-0.2137229156081384,-0.2137229156081384,-0.19788092575578872,0.5064475105606749,0.6673001938246461,0.2802586948651502,-0.4524836500959354,Group:NAFLD,Case
