database_identifier,Transmission across Chemical Synapses,Neuronal System,Developmental Biology,Aerobic respiration and respiratory electron transport,Metabolism,Phase II - Conjugation of compounds,Metabolism of nucleotides,Sulfur amino acid metabolism,Signal Transduction,Disease,Innate Immune System,Immune System,Toll-like Receptor Cascades,Metabolism of steroid hormones,Nicotinate metabolism,Metabolism of water-soluble vitamins and cofactors,Metabolism of vitamins and cofactors,Nicotinamide salvaging,Metabolism of amine-derived hormones,Biological oxidations,Cytochrome P450 - arranged by substrate type,Phase I - Functionalization of compounds,Miscellaneous substrates,Endogenous sterols,Xenobiotics,Generic Transcription Pathway,Abacavir ADME,Abacavir metabolism,Visual phototransduction,Cellular responses to stress,"Metabolism of ingested SeMet, Sec, MeSec into H2Se",Selenoamino acid metabolism,The canonical retinoid cycle in rods (twilight vision),Peptide hormone metabolism,HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand,Metabolism of polyamines,Signaling by GPCR,Class A/1 (Rhodopsin-like receptors),Olfactory Signaling Pathway,Transport of small molecules,GPCR downstream signalling,Metabolism of proteins,G alpha (s) signalling events,G alpha (i) signalling events,"Transport of bile salts and organic acids, metal ions and amine compounds",Transport of inorganic cations/anions and amino acids/oligopeptides,"Transport of vitamins, nucleosides, and related molecules",SLC-mediated transmembrane transport,Proton-coupled monocarboxylate transport,GPCR ligand binding,Diseases of Immune System,Signaling by Retinoic Acid,RA biosynthesis pathway,Organic cation/anion/zwitterion transport,Metabolism of lipids,Metabolic disorders of biological oxidation enzymes,Diseases associated with the TLR signaling cascade,Organic anion transport,Defective SLC29A3 causes histiocytosis-lymphadenopathy plus syndrome (HLAS),Defective SLC16A1 causes symptomatic deficiency in lactate transport (SDLT),SLC transporter disorders,Disorders of transmembrane transporters,Infectious disease,Diseases of metabolism,Surfactant metabolism,Regulation of TLR by endogenous ligand,Post-translational protein modification,tRNA modification in the nucleus and cytosol,Metabolism of fat-soluble vitamins,Pyruvate metabolism,Tryptophan catabolism,Metabolism of amino acids and derivatives,tRNA processing,Pyrimidine salvage,Pyrimidine catabolism,RNA Polymerase II Transcription,Base Excision Repair,DNA Repair,Gene expression (Transcription),Purine salvage,Purine catabolism,Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane,Transcriptional regulation by RUNX2,Metabolism of RNA,Cellular responses to stimuli,Nucleotide catabolism,Nucleotide salvage,Metabolism of steroids,Signaling by Nuclear Receptors,Signaling by TGFB family members,FOXO-mediated transcription,Vitamin B6 activation to pyridoxal phosphate,Sensory Perception,Nucleotide salvage defects,Defective HPRT1 disrupts guanine and hypoxanthine salvage,Defective PNP disrupts phosphorolysis of (deoxy)guanosine and (deoxy)inosine,Nucleotide catabolism defects,Diseases of nucleotide metabolism,Drug ADME,Aspirin ADME,Retinoid metabolism and transport,Defective regulation of TLR7 by endogenous ligand,Group,group_type
S00001171,0.6608744302895287,0.6608744302895287,0.5679134211094617,0.1956494695715776,0.011527458757703241,0.2672110868790066,-0.04176800971804546,-0.5325844772557,0.02971203540328119,-0.18989259123778654,-0.4656833739378063,-0.4656833739378063,-0.4656833739378063,-0.1411246438302613,0.1956494695715776,0.1397150099326083,0.24612213334706606,0.1956494695715776,-0.26979306944676906,0.05998484598991767,0.14250270994934694,0.15882799524115637,-0.17575834999118953,-0.16505541573377946,0.40765676400600614,-0.34549843088991433,0.1040400290539463,0.1040400290539463,-0.08149421396016167,-0.3287302118448566,-0.3174234219707499,-0.3174234219707499,-0.5034882007313525,0.7499999501815988,-0.1411246438302613,0.412504207625783,-0.03836694419479532,0.07523860971740096,-0.1051730889458122,-0.2550659373581195,0.06143149582275283,0.09408726836945462,-0.12210926469485969,0.34489574232808823,-0.19500175723962787,-0.08710632872249487,0.08454263926882628,-0.2550659373581195,-0.19054114925827328,-0.03836694419479532,-0.4656833739378063,-0.38327035008424826,-0.38327035008424826,0.07409147609408641,-0.15385529116354896,0.7124283158011179,-0.4656833739378063,0.016323238625860586,0.41512374260032076,-0.19054114925827328,-0.22267232303781698,-0.22267232303781698,-0.3174234219707499,-0.276543620469232,0.1040400290539463,-0.4656833739378063,-0.10581614511090881,0.6085041814581656,-0.22110844382217776,0.1956494695715776,-0.2380497293358104,-0.4521975673125435,0.6085041814581656,-0.21670018495028587,-0.21670018495028587,-0.34549843088991433,-0.6136657878297441,0.5797555047771153,-0.34549843088991433,-0.19751396263284776,-0.13063038335733196,-0.002614455363766854,-0.1411246438302613,0.6085041814581656,-0.3287302118448566,-0.04176800971804546,-0.008363615581918058,-0.32020375550963553,-0.38327035008424826,0.5679134211094617,-0.5566661630906866,0.044979365459910374,-0.33507920903266686,0.1831556288396095,-0.10553700939771221,-0.4068628260371887,-0.4068628260371887,-0.19751396263284776,-0.39337968835721987,-0.19054114925827328,-0.08149421396016167,-0.4656833739378063,Group:Control,Control
S00001178,-0.340284520979279,-0.340284520979279,-0.25204576564864895,0.722180816619246,0.34636252077047164,-0.48984958953558366,0.4292446491951135,0.6848487164799527,0.1811503044203131,0.45244086448012205,0.6084934686984479,0.6084934686984479,0.6084934686984479,-0.5676475481556701,0.722180816619246,0.6241962558249922,0.43635837199120103,0.722180816619246,-0.12169853850705083,0.1681987191756299,-0.34256866143569953,-0.049367107519985694,-0.5627133407068192,-0.06935600246319884,-0.5526215276387324,-0.4671186779603971,0.4273427726053042,0.4273427726053042,-0.3343780844258268,-0.48825787947181876,0.8169146950246556,0.8169146950246556,0.5777495309999964,-0.0038556587085213515,-0.5676475481556701,-0.5772946780244649,-0.2975308607906047,-0.1412835598710946,-0.3435275697141512,0.3760520506610551,-0.242319466004633,-0.17214208641980355,0.0798209409689378,-0.10504867022046435,-0.04361744481555316,-0.5150728028051453,-0.3286392855939578,0.3760520506610551,-0.34222034351803393,-0.2975308607906047,0.6084934686984479,-0.49404967132364463,-0.49404967132364463,-0.3898181439310245,-0.23199756097516896,0.4331493313138639,0.6084934686984479,0.4401415607128793,-0.2718454947433364,-0.34222034351803393,0.40081831379409283,0.40081831379409283,0.8169146950246556,-0.14928736123307917,0.4273427726053042,0.6084934686984479,-0.5593651353374014,-0.4092789652864396,-0.35022243749506937,0.722180816619246,-0.2858008263052472,0.1212341751183968,-0.4092789652864396,-0.09813361786067183,-0.09813361786067183,-0.4671186779603971,-0.09702179437514431,0.1559319986033668,-0.4671186779603971,0.4594223735046003,0.4687956121372717,-0.2057386804331778,-0.5676475481556701,-0.4092789652864396,-0.48825787947181876,0.4292446491951135,-0.14130641964723012,-0.4510329709617745,-0.49404967132364463,-0.25204576564864895,-0.4579263264601268,0.6132430019437871,-0.430962961696666,0.5677573800432927,-0.5554581198357048,0.4697058627655932,0.4697058627655932,0.4594223735046003,0.2891382790907449,-0.34222034351803393,-0.3343780844258268,0.6084934686984479,Group:Control,Control
S00001172,-0.3697244385671491,-0.3697244385671491,-0.3326279363128326,0.6278204290985651,0.3913092152486644,0.7068876733970284,0.5996735161932784,-0.6228551411154587,0.27352494236760777,0.5390261728117802,0.4867796399467419,0.4867796399467419,0.4867796399467419,-0.10911201491315507,0.6278204290985651,0.6140531224984909,0.4913103411833678,0.6278204290985651,-0.5841062574982588,-0.21351993935330912,-0.17929324176461223,-0.055518817473020246,-0.38787985406086234,-0.35943009936650344,0.11571276427455966,-0.3035962287252142,0.6851616517739085,0.6851616517739085,-0.47200541192515094,-0.29254589974214784,0.7600284378657978,0.7600284378657978,0.08583528063670648,0.00018148760596066314,-0.10911201491315507,0.5397374360002443,0.01538753503623411,-0.453209910849026,0.6579269849630054,0.43692211468739967,-0.04443753702168924,-0.5581975081416158,-0.5370492197158635,-0.38039514096121224,0.43322727172983794,-0.09676338643977692,-0.37368146811687014,0.43692211468739967,0.711343120157952,0.01538753503623411,0.4867796399467419,-0.3456172394241082,-0.3456172394241082,-0.4880779520497926,-0.4619808676445819,0.3552967695650917,0.4867796399467419,0.7224808429205828,-0.4933342833561699,0.711343120157952,0.5630949005905805,0.5630949005905805,0.7600284378657978,-0.23738774464420825,0.6851616517739085,0.4867796399467419,0.6530092251641595,0.34573454132221,-0.38465400091180535,0.6278204290985651,0.11599585203566183,-0.4353937378508159,0.34573454132221,0.6571374586990145,0.6571374586990145,-0.3035962287252142,0.28936957259627577,-0.3444609513928644,-0.3035962287252142,0.2921121833674295,0.3508081583348019,-0.1237311767913482,-0.10911201491315507,0.34573454132221,-0.29254589974214784,0.5996735161932784,-0.36769985035096003,-0.08906716013821757,-0.3456172394241082,-0.3326279363128326,-0.3263937754596766,0.6502399347282999,-0.09243724965165578,-0.17335933473712017,0.12133353252706028,0.4612346804399468,0.4612346804399468,0.2921121833674295,0.6179095544109245,0.711343120157952,-0.47200541192515094,0.4867796399467419,Group:Control,Control
S00001179,-0.04730367138148852,-0.04730367138148852,0.1391440899630281,-0.010499005327790759,0.1630711565872912,0.7628233256529687,-0.1723177745457191,-0.4205840843526565,0.47619339108689457,-0.0878955237582419,0.0017274430194205274,0.0017274430194205274,0.0017274430194205274,-0.37375059303100633,-0.010499005327790759,0.1404792142749374,-0.08601004440442209,-0.010499005327790759,-0.4819805328671876,0.018266090423028417,-0.32398855744157773,0.020148124705414116,-0.47703040849945355,-0.266843142647053,-0.5270207503453086,-0.4377541386804537,-0.24063439718876806,-0.24063439718876806,-0.2340558734190995,-0.5032697063052373,-0.11510573336298928,-0.11510573336298928,-0.33409745337184416,-0.06384953984028847,-0.37375059303100633,-0.18442614176907557,-0.05677049513968756,-0.24701142786244112,-0.230819831789106,0.2423459600202632,-0.15420334420768694,0.23817085417954273,-0.14914388513093216,-0.1920478266097588,0.5068369626758367,-0.5088683926406798,0.11264260580694095,0.2423459600202632,0.48503806922650855,-0.05677049513968756,0.0017274430194205274,-0.4589921211539069,-0.4589921211539069,-0.42939639042992417,-0.43084482552382447,-0.03918580453806212,0.0017274430194205274,0.5423110904335561,0.47295172716763567,0.48503806922650855,0.16645233197820733,0.16645233197820733,-0.11510573336298928,-0.059889991231994864,-0.24063439718876806,0.0017274430194205274,-0.13501325166800673,0.27647777304350063,0.5267011560664439,-0.010499005327790759,0.24550296140988498,0.059280329695537905,0.27647777304350063,-0.64742437778339,-0.64742437778339,-0.4377541386804537,-0.5841364835902351,0.5690069427068465,-0.4377541386804537,-0.2631336248302507,0.05501600251467678,-0.014004461769240473,-0.37375059303100633,0.27647777304350063,-0.5032697063052373,-0.1723177745457191,0.5442499367441407,-0.5328079745573198,-0.4589921211539069,0.1391440899630281,-0.5701053976372987,0.6561545059723202,0.3951960709993852,0.5827938312889274,-0.6113517178622079,-0.11615945489073624,-0.11615945489073624,-0.2631336248302507,0.2102455489167909,0.48503806922650855,-0.2340558734190995,0.0017274430194205274,Group:Control,Control
S00001180,-0.500189398394405,-0.500189398394405,-0.45269715167493263,-0.18351013823037307,-0.04579037552157312,-0.5087229300451664,0.12422307132397525,-0.14930937615343498,-0.23468340810623836,-0.05239182778739063,0.44471183229261774,0.44471183229261774,0.44471183229261774,0.6993581164256356,-0.18351013823037307,-0.0869771275711973,-0.22447582832554908,-0.18351013823037307,-0.3763316635233625,0.3220759975436722,0.6461989853332765,0.39898303518372547,0.7127685644745957,-0.15001878070659333,0.6290161001886705,0.6542982643383706,0.2824229390283563,0.2824229390283563,0.3987067482023341,0.6497111756214263,-0.3366144168583991,-0.3366144168583991,0.425473469778267,0.24869969569777267,0.6993581164256356,-0.24816708471460625,-0.5214445742782945,-0.3902416235489449,0.3119489242959654,-0.058988635039866615,-0.5715113679877465,-0.012275216888195812,-0.468950361423489,0.15758012251487508,-0.14956061082176195,0.6509316845569972,-0.23310114682003324,-0.058988635039866615,-0.5054148817723049,-0.5214445742782945,0.44471183229261774,0.717384405901612,0.717384405901612,0.6043297487064941,0.2559036885078706,-0.5371021800207832,0.44471183229261774,-0.579350174674818,-0.2832495680389555,-0.5054148817723049,-0.0968620606931965,-0.0968620606931965,-0.3366144168583991,0.35450799433138014,0.2824229390283563,0.44471183229261774,0.48561694870612193,-0.11838982404532951,0.022444240546517707,-0.18351013823037307,-0.17143948855087895,0.11473074900093815,-0.11838982404532951,0.6349583827056661,0.6349583827056661,0.6542982643383706,0.6303721794449859,-0.530988646871954,0.6542982643383706,0.19980906646194116,0.12344122148193959,-0.06678510218810722,0.6993581164256356,-0.11838982404532951,0.6497111756214263,0.12422307132397525,-0.3215881059661181,0.4850238402651254,0.717384405901612,-0.45269715167493263,0.5717279229477553,0.4366913480832957,-0.3702250684105152,-0.5201859264337009,0.5903584590201709,0.31587666654947594,0.31587666654947594,0.19980906646194116,-0.3248173675863172,-0.5054148817723049,0.3987067482023341,0.44471183229261774,Group:NAFLD,Case
S00001187,-0.5774481659497678,-0.5774481659497678,-0.2263785890005696,0.02309790700422605,0.1677319058614203,-0.23796604351315928,-0.2598523659241787,-0.5293723350140781,-0.18699835425716557,0.13644726336089555,-0.15913599722604121,-0.15913599722604121,-0.15913599722604121,0.6678578826366791,0.02309790700422605,0.33258516339375527,0.2659731340510121,0.02309790700422605,0.05906003921988533,0.3646763663001831,0.5354919910709417,0.36000954320043366,0.6617454473247086,-0.27702384803002267,0.6559087015450398,0.44067915773870503,0.5741071001928301,0.5741071001928301,-0.08990341629239428,0.42522435077732995,-0.10592521243853721,-0.10592521243853721,0.6376023746890582,-0.3563241020221375,0.6678578826366791,0.5251106419175852,-0.40810218560889283,-0.2936452303407984,0.43786008428825046,0.09741975055449173,-0.35581843862211104,-0.4622853517787888,-0.31987255515747376,0.5072000152231413,-0.21940010697573245,0.5697941357418355,-0.3299212862287289,0.09741975055449173,0.009951134585943133,-0.40810218560889283,-0.15913599722604121,0.33937999938691804,0.33937999938691804,-0.3537770117119831,0.3955677528019512,-0.38890563060024735,-0.15913599722604121,0.3478493257113227,0.3086467878614558,0.009951134585943133,0.17889710030902048,0.17889710030902048,-0.10592521243853721,0.5734189413373826,0.5741071001928301,-0.15913599722604121,0.4894759514996498,0.45479022158731003,-0.3374500506435338,0.02309790700422605,-0.3357445068972314,-0.3331205933266325,0.45479022158731003,-0.6004784857359572,-0.6004784857359572,0.44067915773870503,0.5504642434865227,-0.47300144272292144,0.44067915773870503,0.34087196543942955,0.3345888403922544,-0.47421291116283054,0.6678578826366791,0.45479022158731003,0.42522435077732995,-0.2598523659241787,0.38983837120720405,0.49135512221084715,0.33937999938691804,-0.2263785890005696,0.08007127065896184,0.10231994817574795,-0.41148144175753554,-0.5049111850222732,0.5876394526792769,0.24029684806697715,0.24029684806697715,0.34087196543942955,0.004325896305703658,0.009951134585943133,-0.08990341629239428,-0.15913599722604121,Group:NAFLD,Case
S00001194,0.3968215042450665,0.3968215042450665,0.6516521942258617,-0.20724525744543665,-0.339148433284562,-0.3738682643443274,-0.1228218284221697,-0.4922605859374907,-0.29049115625924726,-0.2623090527384574,-0.5669567480284444,-0.5669567480284444,-0.5669567480284444,0.7007416048332735,-0.20724525744543665,-0.2457463308566585,-0.09383980522005154,-0.20724525744543665,0.3476774432349721,-0.14310924666905653,-0.11102268155443616,-0.25960469085735005,0.14266204171840255,0.6285965058778763,0.4213562607817345,0.18819103584827976,-0.09834140409191489,-0.09834140409191489,0.21211630806014936,0.681055317226452,-0.37608359120174417,-0.37608359120174417,2.0853303864006567e-05,0.3051164886497439,0.7007416048332735,0.439186872012777,0.33729391203495895,0.186924945047013,0.7600313275107025,-0.36488445668843156,0.2109509334643006,-0.3642022976749188,0.37269093301864437,-0.19388577520946554,-0.27894818382181735,-0.10339261882315715,0.4183099469225568,-0.36488445668843156,0.008378809807686934,0.33729391203495895,-0.5669567480284444,0.23062216955716425,0.23062216955716425,-0.09622179762855712,0.3601801295660944,0.6375114214087731,-0.5669567480284444,0.06415573768873187,-0.09735362301362573,0.008378809807686934,-0.27463782550188565,-0.27463782550188565,-0.37608359120174417,-0.31555277013020067,-0.09834140409191489,-0.5669567480284444,0.7218593938583714,0.225615667387218,-0.13743609167994708,-0.20724525744543665,0.6816205428655318,-0.3196227056724969,0.225615667387218,0.5202929789582362,0.5202929789582362,0.18819103584827976,-0.6105899629737092,0.44114414291594445,0.18819103584827976,-0.36219979503660843,-0.2785839364051957,0.43232632125418224,0.7007416048332735,0.225615667387218,0.681055317226452,-0.1228218284221697,-0.07787666697771461,0.634827820212888,0.23062216955716425,0.6516521942258617,0.6321925728566004,-0.4601863156644069,-0.01937595101700905,0.38490513930557263,-0.5486886756172736,-0.5081158600329466,-0.5081158600329466,-0.36219979503660843,-0.1388153530704034,0.008378809807686934,0.21211630806014936,-0.5669567480284444,Group:NAFLD,Case
S00001181,-0.3606438924928431,-0.3606438924928431,-0.4662446543205801,0.44466254263910804,0.049971901571584654,-0.10277765958671045,0.06771160354548386,0.028213681762697396,0.22546500255021654,0.11589347808017164,0.46088843827194637,0.46088843827194637,0.46088843827194637,-0.4963234679614221,0.44466254263910804,0.04639668904444331,0.03513955617853895,0.44466254263910804,0.3838243059500199,0.3353014277510324,0.30595404780266494,0.3042041719990903,0.17216518610674322,-0.3841625537549625,-0.2353395693663316,0.03129058653823598,-0.3656831017921254,-0.3656831017921254,0.22217323641115733,-0.4238003706410315,0.46271479858268,0.46271479858268,0.11614615316418678,-0.3173590294077165,-0.4963234679614221,0.3021639393996276,-0.30956588226019205,-0.30688390536414206,0.012913519051452986,-0.06485054691474319,-0.40219799144048535,-0.006678363807037646,-0.06696915675731542,0.32649423521820414,0.34142584873426457,0.606275843671082,0.46039264189982215,-0.06485054691474319,0.805495512807936,-0.30956588226019205,0.46088843827194637,0.3139446602028982,0.3139446602028982,0.33344470467631787,-0.194126922753457,-0.20921712811540713,0.46088843827194637,-0.48419469144667127,-0.2969700962349928,0.805495512807936,0.06907914920651145,0.06907914920651145,0.46271479858268,-0.2219026554694329,-0.3656831017921254,0.46088843827194637,0.15891661129626583,-0.1837246634470365,-0.025477793920587848,0.44466254263910804,0.2460413992170017,0.02510655577219266,-0.1837246634470365,0.5923902870188219,0.5923902870188219,0.03129058653823598,-0.4486848348146994,0.3759858444712503,0.03129058653823598,-0.21168415900310422,-0.2636967028671616,0.5859603746477464,-0.4963234679614221,-0.1837246634470365,-0.4238003706410315,0.06771160354548386,-0.3432427807697872,-0.390961946991777,0.3139446602028982,-0.4662446543205801,-0.17118747794083317,-0.33944255005457924,-0.0920938509094838,0.3343148625875949,-0.4428156518106649,0.1412006214487423,0.1412006214487423,-0.21168415900310422,0.43407845276960294,0.805495512807936,0.22217323641115733,0.46088843827194637,Group:NAFLD,Case
S00001188,0.6402363454844197,0.6402363454844197,0.11043653595177727,-0.5071341513084615,-0.38582385980746153,-0.4086830824336229,-0.39139939032346516,-0.017976923552186684,-0.29326616753497936,-0.300731940815206,-0.1629344838099707,-0.1629344838099707,-0.1629344838099707,0.7482864782798363,-0.5071341513084615,-0.5351106488134958,-0.4075444203018418,-0.5071341513084615,0.4826443391931042,-0.23973228798519175,-0.033372206088909125,-0.3471785461425237,0.7042926799937368,0.6538542939903443,0.4611133215031036,0.6143790042212983,-0.2966518424619278,-0.2966518424619278,0.3433292770138853,0.5848886693479798,-0.32467776130572057,-0.32467776130572057,-0.44856041377440325,0.7551809467379615,0.7482864782798363,0.10592131630677139,0.5301753750247273,0.42316075433012607,-0.3250300040471587,-0.3640869783168924,0.4587188994768908,0.005020539863454717,0.4642894174734915,-0.5281998811323338,-0.5259871545740569,-0.5076333364507,-0.08138444850549215,-0.3640869783168924,-0.5161712320342287,0.5301753750247273,-0.1629344838099707,0.2278228395704096,0.2278228395704096,0.6717271069156222,0.5528063911104154,-0.40978903587797244,-0.1629344838099707,-0.5798766335037477,0.4899816506762798,-0.5161712320342287,-0.12395535102329573,-0.12395535102329573,-0.32467776130572057,0.3153316773985103,-0.2966518424619278,-0.1629344838099707,0.2526512136407825,0.18681109618430924,0.5318815493632686,-0.5071341513084615,0.6600011832598107,-0.051790057515202575,0.18681109618430924,-0.5882476050235959,-0.5882476050235959,0.6143790042212983,0.4342079638561494,-0.3492251582743767,0.6143790042212983,-0.06581066002496354,-0.07867777843580948,-0.35078960319729824,0.7482864782798363,0.18681109618430924,0.5848886693479798,-0.39139939032346516,0.5052941381880008,0.5762461484193097,0.2278228395704096,0.11043653595177727,0.5325679722033512,-0.5598731570694062,0.5160914818165884,-0.32749338045054605,0.42069916454967143,-0.31155560718692743,-0.31155560718692743,-0.06581066002496354,-0.47827875626684596,-0.5161712320342287,0.3433292770138853,-0.1629344838099707,Group:NAFLD,Case
S00001195,0.5009443391233144,0.5009443391233144,-0.5869160697916426,0.07935720317081425,-0.06989951388967626,-0.4977399996612095,-0.1035858910535947,-0.47637685160184146,-0.33121516089618835,0.10375509260379041,0.20300764897169118,0.20300764897169118,0.20300764897169118,0.6695643568373452,0.07935720317081425,0.006219655928105623,-0.07191372646466605,0.07935720317081425,0.3652482034871154,0.3145962364155798,0.6497412957124452,0.37307602010503627,0.6973296589345832,-0.2739403168474376,0.6214196828213066,0.48860076831641325,0.6643999817962993,0.6643999817962993,0.2175908406271268,0.3844873671831785,-0.00032513676492057004,-0.00032513676492057004,0.13291632626487565,0.7085767581422652,0.6695643568373452,0.5946428681460975,0.1253371430879231,0.26256899494805497,0.6941294029287557,0.12988853450854163,0.07607437683621994,-0.22916621027153616,-0.2914044648087006,0.6243702672018542,-0.027275104961139968,0.702180477818773,-0.21799695880518102,0.12988853450854163,0.04095223050646405,0.1253371430879231,0.20300764897169118,0.5042445324622269,0.5042445324622269,-0.12969201140294373,0.36330079533836435,-0.5254188846007197,0.20300764897169118,0.004830202703702233,-0.02418588443095826,0.04095223050646405,0.21308587435134999,0.21308587435134999,-0.00032513676492057004,0.4040645583503058,0.6643999817962993,0.20300764897169118,0.42300382239994044,0.408695111660559,0.1411044191460871,0.07935720317081425,0.39020895395380656,-0.18910916055053104,0.408695111660559,-0.6053920246510509,-0.6053920246510509,0.48860076831641325,0.31772348789373456,-0.24248129286763775,0.48860076831641325,0.5374221270499159,0.4751597990689056,-0.4366485002461781,0.6695643568373452,0.408695111660559,0.3844873671831785,-0.1035858910535947,0.32643955029995864,0.4958574518068262,0.5042445324622269,-0.5869160697916426,-0.011623456537326101,-0.08566018367849279,-0.2527371721142132,-0.24942310044641267,0.34110655896815695,0.5158665080846392,0.5158665080846392,0.5374221270499159,0.2860682769626655,0.04095223050646405,0.2175908406271268,0.20300764897169118,Group:NAFLD,Case
S00001182,0.04231952166810037,0.04231952166810037,0.11480656091675966,0.1383654182507754,-0.08503456601214993,0.23779743482339885,0.13567336195931723,0.0587262879950965,-0.28011448999059957,0.0927431960056015,0.42222017790077443,0.42222017790077443,0.42222017790077443,-0.27811024817088015,0.1383654182507754,-0.13490309280422486,-0.21444818549515712,0.1383654182507754,-0.15017634061685164,-0.32795327667915214,-0.4029200102229217,-0.32120701346257985,-0.3329975226262353,0.4358130433975974,-0.36469766278825055,-0.2382487049878023,-0.008785732983698783,-0.008785732983698783,0.41074831526366506,-0.2529836192236898,0.2567116819493268,0.2567116819493268,0.04913977846788369,-0.1778020087937976,-0.27811024817088015,-0.45097196904199033,0.09950042858996065,0.2005945039120063,-0.40030935422913394,0.043960800123841494,0.1980924120268016,-0.0606451789443923,0.32073901473804006,0.2072925327958314,-0.2473768522933608,-0.5187318844099862,-0.12376171320185123,0.043960800123841494,-0.339231923473446,0.09950042858996065,0.42222017790077443,0.43415047632028475,0.43415047632028475,0.1294351152719741,0.30302910882493456,0.03409009229995505,0.42222017790077443,-0.24296968855997758,-0.13137512000878462,-0.339231923473446,0.1537672936015413,0.1537672936015413,0.2567116819493268,-0.2975201149210655,-0.008785732983698783,0.42222017790077443,-0.4454710564507137,-0.5263045357298598,-0.0050464759221464,0.1383654182507754,-0.02642692635175631,0.27240309129367635,-0.5263045357298598,-0.1820783651197297,-0.1820783651197297,-0.2382487049878023,-0.5827371626912095,-0.11985416036593066,-0.2382487049878023,0.09669918708342626,0.03527609496463598,-0.005398076419526042,-0.27811024817088015,-0.5263045357298598,-0.2529836192236898,0.13567336195931723,-0.12368770755785238,-0.018158334837433985,0.43415047632028475,0.11480656091675966,-0.17733478902609418,-0.19572604938970178,0.3181733726603362,-0.08242074731382892,-0.5878236979491308,0.4170744854528527,0.4170744854528527,0.09669918708342626,0.15082444395338854,-0.339231923473446,0.41074831526366506,0.42222017790077443,Group:NAFLD,Case
S00001189,-0.54468063710717,-0.54468063710717,0.591749554850681,-0.05188038540304803,-0.2782690383481567,0.03438437857268841,0.01683081217718946,0.6323343027531236,0.34153505837781994,-0.2603243666535756,0.17618425812497368,0.17618425812497368,0.17618425812497368,-0.3408138867717023,-0.05188038540304803,-0.27815666975129794,0.11401161102825536,-0.05188038540304803,0.30827284631881224,0.2657053186001607,-0.16613897604473524,0.1602913123954995,-0.3650299936868395,-0.3891539601371546,-0.2996100961628406,-0.4393960368996303,-0.652899370348826,-0.652899370348826,-0.45705926588227347,-0.40584229860732535,-0.26426932835789524,-0.26426932835789524,0.29731435287532043,-0.5466632032249207,-0.3408138867717023,-0.4923588560006352,-0.12298917660336971,-0.16185258613135578,-0.5291798925981409,-0.4847744304017717,-0.4486538353737383,0.5523522497008904,-0.3381520169540913,-0.04496899196342416,-0.4142089310873748,-0.45837239067237656,0.5421292475775407,-0.4847744304017717,-0.47663444902016916,-0.12298917660336971,0.17618425812497368,-0.4068685411748126,-0.4068685411748126,0.6642583461826759,-0.07424882285860969,0.6634680614184848,0.17618425812497368,-0.6019887526520046,-0.21241968292212784,-0.47663444902016916,-0.47461011168223866,-0.47461011168223866,-0.26426932835789524,-0.37147004121986776,-0.652899370348826,0.17618425812497368,-0.5721111721344305,-0.5626596714884076,-0.49911929630546287,-0.05188038540304803,0.06409377912013615,-0.03401168426806506,-0.5626596714884076,0.46885107842285184,0.46885107842285184,-0.4393960368996303,-0.5947729955572829,0.5785476828028603,-0.4393960368996303,-0.3048690074833129,-0.3269679917954766,0.6168812488279923,-0.3408138867717023,-0.5626596714884076,-0.40584229860732535,0.01683081217718946,-0.17818063069227663,-0.47038892633611334,-0.4068685411748126,0.591749554850681,-0.4904978675886094,-0.3018047687932608,-0.06158332783246202,0.572726238574776,-0.6039963665016156,0.01950743586738112,0.01950743586738112,-0.3048690074833129,-0.46398314295263837,-0.47663444902016916,-0.45705926588227347,0.17618425812497368,Group:NAFLD,Case
