database_identifier,Neurotransmitter release cycle,Transmission across Chemical Synapses,Neuronal System,Developmental Biology,RORA activates gene expression,"BMAL1:CLOCK,NPAS2 activates circadian gene expression",Metabolism,Mitochondrial biogenesis,Signal Transduction,Integration of energy metabolism,Disease,Regulation of cholesterol biosynthesis by SREBP (SREBF),Organelle biogenesis and maintenance,Nicotinate metabolism,Metabolism of water-soluble vitamins and cofactors,Metabolism of vitamins and cofactors,Nicotinamide salvaging,PPARA activates gene expression,Carnitine shuttle,alpha-linolenic (omega3) and linoleic (omega6) acid metabolism,Biological oxidations,Phase I - Functionalization of compounds,Transcriptional activation of mitochondrial biogenesis,Visual phototransduction,Cellular responses to stress,Activation of gene expression by SREBF (SREBP),The canonical retinoid cycle in rods (twilight vision),Peptide hormone metabolism,Hydroxycarboxylic acid-binding receptors,Signaling by GPCR,Class A/1 (Rhodopsin-like receptors),Transcriptional regulation of white adipocyte differentiation,Olfactory Signaling Pathway,"Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)",Transport of small molecules,GPCR downstream signalling,Beta-oxidation of pristanoyl-CoA,Peroxisomal lipid metabolism,Metabolism of proteins,Regulation of lipid metabolism by PPARalpha,Circadian Clock,Free fatty acids regulate insulin secretion,"Incretin synthesis, secretion, and inactivation","Synthesis, secretion, and inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP)",G alpha (q) signalling events,G alpha (i) signalling events,Regulation of insulin secretion,"Transport of bile salts and organic acids, metal ions and amine compounds",Transport of inorganic cations/anions and amino acids/oligopeptides,"Transport of vitamins, nucleosides, and related molecules",SLC-mediated transmembrane transport,Multifunctional anion exchangers,Organic anion transporters,Fatty Acids bound to GPR40 (FFAR1) regulate insulin secretion,Free fatty acid receptors,GPCR ligand binding,Organic cation/anion/zwitterion transport,Metabolism of lipids,SLC transporter disorders,Defective SLC27A4 causes ichthyosis prematurity syndrome (IPS),Disorders of transmembrane transporters,Metabolism of fat-soluble vitamins,Tryptophan catabolism,Metabolism of amino acids and derivatives,Metabolism of carbohydrates,Transport of fatty acids,Cellular responses to stimuli,Metabolism of steroids,Fatty acid metabolism,Cytoprotection by HMOX1,Heme signaling,Sensory Perception,Cellular response to chemical stress,Sensory perception of taste,Retinoid metabolism and transport,Adipogenesis,Group,group_type
G33,-0.43917134512868045,-0.013580957024236064,-0.013580957024236064,0.4085483512565438,0.4085483512565438,0.4085483512565438,-0.2646948365836925,0.4085483512565438,0.02951808663330938,-0.5835409387599471,0.29637385263987936,0.4085483512565438,0.4085483512565438,-0.01026962964099022,-0.01026962964099022,0.0020310410984816394,-0.01026962964099022,0.4085483512565438,-0.30155936306217873,0.4085483512565438,-0.20146050819387054,0.15888942107230183,0.4085483512565438,0.6602010373183811,0.4085483512565438,0.4085483512565438,0.6602010373183811,0.03065011628555595,-0.19654202545912822,0.02951808663330938,0.01589986995256571,0.4085483512565438,-0.12484531535305488,0.05112509011559368,0.3684572915247075,0.02951808663330938,0.17280257330050644,0.17280257330050644,-0.08029599759448225,0.4085483512565438,0.4085483512565438,-0.5835409387599471,0.05112509011559368,-0.5835409387599471,0.052685729204837696,0.4970700948304492,-0.5835409387599471,-0.5752990238842196,0.13555279893307917,0.2651854263663836,0.3684572915247075,-0.47083780487460525,-0.01026962964099022,-0.5835409387599471,0.052685729204837696,0.02951808663330938,-0.5752990238842196,0.12061722631394274,-0.2978219035089237,0.43536444026773335,-0.2752122435435487,0.6602010373183811,-0.07106723225398122,-0.4477495065670763,0.411217557116213,0.43536444026773335,0.4085483512565438,0.31612459450161834,0.30222698010009535,0.4085483512565438,0.4085483512565438,0.1597097866109977,0.4085483512565438,-0.20192912548990222,0.6602010373183811,0.4085483512565438,Group:CA,Case
G34,0.289288983669194,0.33698400122737066,0.33698400122737066,-0.6305796666976665,-0.6305796666976665,-0.6305796666976665,-0.16112583877770797,-0.6305796666976665,-0.19977561618864748,0.16334593491591085,-0.056297046811014946,-0.6305796666976665,-0.6305796666976665,0.2517166225324195,0.2517166225324195,0.34545095634348405,0.2517166225324195,-0.6305796666976665,0.6578907773728587,-0.6305796666976665,-0.27890508701648253,0.2060316880743474,-0.6305796666976665,-0.4328131907030424,-0.6305796666976665,-0.6305796666976665,-0.4328131907030424,-0.4311627668341429,0.41199221301630035,-0.19977561618864748,-0.28267372597505364,-0.6305796666976665,-0.1271121639273084,-0.42214714291573174,0.2683742083940818,-0.19977561618864748,0.3048360863460542,0.3048360863460542,-0.38626949819392914,-0.6305796666976665,-0.6305796666976665,0.16334593491591085,-0.42214714291573174,0.16334593491591085,-0.3996420479842879,-0.09238697952519079,0.16334593491591085,-0.3139778785363597,0.30361312849132926,-0.4646211771885504,0.2683742083940818,-0.2196973210725849,0.2517166225324195,0.16334593491591085,-0.3996420479842879,-0.19977561618864748,-0.3139778785363597,0.05028610947232837,0.21754915143525622,-0.44355548187866994,0.23079714668001694,-0.4328131907030424,0.64341557243049,-0.21310676033773057,0.02453492734539012,-0.44355548187866994,-0.6305796666976665,-0.6503945370026775,-0.32108012292292926,-0.6305796666976665,-0.6305796666976665,0.23630639869834563,-0.6305796666976665,-0.30937891030051395,-0.4328131907030424,-0.6305796666976665,Group:CA,Case
G35,0.6166225635599362,0.4195041032611228,0.4195041032611228,-0.6407974549558043,-0.6407974549558043,-0.6407974549558043,-0.006910073803982113,-0.6407974549558043,-0.49012961076377315,0.6007755369787069,-0.1410276879036498,-0.6407974549558043,-0.6407974549558043,0.19903570408069896,0.19903570408069896,0.43859820834198654,0.19903570408069896,-0.6407974549558043,0.5011856067808164,-0.6407974549558043,-0.18225969836736183,0.3876913218367538,-0.6407974549558043,-0.5534033135947909,-0.6407974549558043,-0.6407974549558043,-0.5534033135947909,-0.4989911428640973,-0.16917256123971056,-0.49012961076377315,-0.48197954234323387,-0.6407974549558043,-0.24521734603073175,-0.47338372668035633,-0.025180578589999388,-0.49012961076377315,-0.06173416923940083,-0.06173416923940083,-0.48360268702585907,-0.6407974549558043,-0.6407974549558043,0.6007755369787069,-0.47338372668035633,0.6007755369787069,-0.48181611052529916,0.21941134824012026,0.6007755369787069,0.08612014352287536,0.19143253981398864,-0.4425264248464735,-0.025180578589999388,-0.32200403565817354,0.19903570408069896,0.6007755369787069,-0.48181611052529916,-0.49012961076377315,0.08612014352287536,0.01385303531361095,0.03508941596699779,-0.5018185153107547,0.03009581868161059,-0.5534033135947909,-0.36566554504699544,0.24276673273120203,0.4865885139021157,-0.5018185153107547,-0.6407974549558043,-0.616364332530037,-0.11899627832610857,-0.6407974549558043,-0.6407974549558043,0.32550991486762726,-0.6407974549558043,0.10405525000709306,-0.5534033135947909,-0.6407974549558043,Group:CA,Case
G37,-0.5642053173150766,-0.36988088221463605,-0.36988088221463605,0.465724114379013,0.465724114379013,0.465724114379013,-0.12958928375531545,0.465724114379013,0.4968287909315363,-0.5234525979060749,0.1482996572906297,0.465724114379013,0.465724114379013,-0.5079056025178649,-0.5079056025178649,-0.562407415734426,-0.5079056025178649,0.465724114379013,0.6382398926945592,0.465724114379013,0.15794959330224503,-0.24936960217252369,0.465724114379013,0.7436808274555214,0.465724114379013,0.465724114379013,0.7436808274555214,0.5507757740830902,-0.07762439597808406,0.4968287909315363,0.4922502375175786,0.465724114379013,0.14265487189733117,0.5760805791437965,-0.2062837810173684,0.4968287909315363,0.4180315546200995,0.4180315546200995,0.5523217224779645,0.465724114379013,0.465724114379013,-0.5234525979060749,0.5760805791437965,-0.5234525979060749,0.5650116192635183,-0.14053001428988549,-0.5234525979060749,0.2999275313319954,-0.4888542943038256,0.5735479636357119,-0.2062837810173684,0.5061568499686059,-0.5079056025178649,-0.5234525979060749,0.5650116192635183,0.4968287909315363,0.2999275313319954,0.37001630198101615,-0.24770778913551988,0.6612243548024925,-0.22590747050429505,0.7436808274555214,0.5057680032528872,-0.05007694017476569,-0.17980548003927269,0.6612243548024925,0.465724114379013,0.4405128384815663,0.07006615088624284,0.465724114379013,0.465724114379013,-0.2814658614959982,0.465724114379013,0.5256228606604577,0.7436808274555214,0.465724114379013,Group:CA,Case
G4,-0.3432111630694491,-0.37267980712726445,-0.37267980712726445,0.10065721246647412,0.10065721246647412,0.10065721246647412,0.021056483855985447,0.10065721246647412,0.4613787999257366,-0.17054366705722593,0.07684257163092868,0.10065721246647412,0.10065721246647412,0.2516633922680191,0.2516633922680191,-0.2676807782240843,0.2516633922680191,0.10065721246647412,0.6043232768445721,0.10065721246647412,0.274463001027003,-0.396596474817512,0.10065721246647412,0.2023697857762365,0.10065721246647412,0.10065721246647412,0.2023697857762365,0.4315516795505088,-0.5383403855869449,0.4613787999257366,0.4367586974688415,0.10065721246647412,0.25810966739066576,0.4068249616192257,0.12012879202859815,0.4613787999257366,-0.36833638024652987,-0.36833638024652987,0.42242491046962494,0.10065721246647412,0.10065721246647412,-0.17054366705722593,0.4068249616192257,-0.17054366705722593,0.39704695519422073,0.27234206903211666,-0.17054366705722593,0.0119514962523249,0.1407977135659132,0.40825079523122465,0.12012879202859815,-0.474719755640597,0.2516633922680191,-0.17054366705722593,0.39704695519422073,0.4613787999257366,0.0119514962523249,0.44154928150214684,-0.16479277424236324,0.3091574215621017,-0.20587918337982553,0.2023697857762365,-0.3632150410903792,0.1593268484147147,-0.5995635368958934,0.3091574215621017,0.10065721246647412,0.18790103501149905,0.18081760482817313,0.10065721246647412,0.10065721246647412,-0.22730413959929302,0.10065721246647412,0.2994974335301249,0.2023697857762365,0.10065721246647412,Group:CA,Case
G40,-0.44794094112072136,-0.4003712189727718,-0.4003712189727718,0.6511842235914014,0.6511842235914014,0.6511842235914014,-0.02866235161039995,0.6511842235914014,0.37413383478033035,-0.2833427309813336,-0.06909566265164406,0.6511842235914014,0.6511842235914014,-0.4407523551805552,-0.4407523551805552,-0.5277566913993412,-0.4407523551805552,0.6511842235914014,0.42227955541168627,0.6511842235914014,0.1554006677808205,-0.16166278737698012,0.6511842235914014,0.6264386494316935,0.6511842235914014,0.6511842235914014,0.6264386494316935,0.4345049685112879,-0.06084112081911548,0.37413383478033035,0.40853300123248637,0.6511842235914014,0.42390662199368306,0.46610953965516866,-0.2693083558458421,0.37413383478033035,-0.2386753727021827,-0.2386753727021827,0.47518788796757444,0.6511842235914014,0.6511842235914014,-0.2833427309813336,0.46610953965516866,-0.2833427309813336,0.4899971533572446,-0.4148683873473667,-0.2833427309813336,0.3896886593234355,-0.41374954872756187,0.5432739497395529,-0.2693083558458421,0.46545629660548815,-0.4407523551805552,-0.2833427309813336,0.4899971533572446,0.37413383478033035,0.3896886593234355,0.3905904915092027,-0.11459424173392005,0.579503432175203,-0.0988122034915887,0.6264386494316935,-0.6473537845028972,0.21805461150088323,-0.4826604961919053,0.579503432175203,0.6511842235914014,0.6772639954460785,0.08158529221208398,0.6511842235914014,0.6511842235914014,-0.4376141419912859,0.6511842235914014,0.6294928363505462,0.6264386494316935,0.6511842235914014,Group:CA,Case
G8,-0.30704224441822264,-0.30726463238487917,-0.30726463238487917,0.4094201002236404,0.4094201002236404,0.4094201002236404,0.26391855397693476,0.4094201002236404,0.4894136641173517,-0.26565965528259117,-0.03567048633714924,0.4094201002236404,0.4094201002236404,-0.30920795041096166,-0.30920795041096166,-0.3688865625396825,-0.30920795041096166,0.4094201002236404,0.5832383244471634,0.4094201002236404,0.3851394284950475,-0.30198036734518185,0.4094201002236404,0.38003216587648847,0.4094201002236404,0.4094201002236404,0.38003216587648847,0.5501676981581471,-0.5052230143880728,0.4894136641173517,0.4953398905498166,0.4094201002236404,0.4906573313918499,0.5574061244312488,0.018036603389523884,0.4894136641173517,-0.5423042181232914,-0.5423042181232914,0.5598040118072444,0.4094201002236404,0.4094201002236404,-0.26565965528259117,0.5574061244312488,-0.26565965528259117,0.548685333598959,-0.3002620507889704,-0.26565965528259117,-0.03864222570600909,-0.2734290845688895,0.4345688466714341,0.018036603389523884,-0.4240813845339868,-0.30920795041096166,-0.26565965528259117,0.548685333598959,0.4894136641173517,-0.03864222570600909,0.2888933923510563,-0.10057361983966169,0.3522755535465376,-0.11777474660160447,0.38003216587648847,-0.5213132389622305,0.4617894753432777,0.11847992086230423,0.3522755535465376,0.4094201002236404,0.5400487815670337,0.312855568343732,0.4094201002236404,0.4094201002236404,-0.31403342062508577,0.4094201002236404,0.5071970732304498,0.38003216587648847,0.4094201002236404,Group:CA,Case
H1,0.23153223806904494,0.5266764333863887,0.5266764333863887,0.25144580339796013,0.25144580339796013,0.25144580339796013,0.365673493662778,0.25144580339796013,0.24943780171139826,0.4461543897814824,-0.4391308802940351,0.25144580339796013,0.25144580339796013,-0.2591945165858729,-0.2591945165858729,-0.1785356450602683,-0.2591945165858729,0.25144580339796013,0.308755000542226,0.25144580339796013,0.45065814860760806,-0.34940036748460035,0.25144580339796013,-0.05009683567097414,0.25144580339796013,0.25144580339796013,-0.05009683567097414,0.13981067454074045,-0.17569006964256237,0.24943780171139826,0.24435116487742997,0.25144580339796013,-0.06664532284109101,0.1845869614429905,-0.4437801676521701,0.24943780171139826,-0.58514691264157,-0.58514691264157,0.17260437560181915,0.25144580339796013,0.25144580339796013,0.4461543897814824,0.1845869614429905,0.4461543897814824,0.19794785144242033,-0.42112933496056165,0.4461543897814824,0.02642276286057256,-0.259745269459317,-0.2905893053084167,-0.4437801676521701,-0.08000973455309164,-0.2591945165858729,0.4461543897814824,0.19794785144242033,0.24943780171139826,0.02642276286057256,-0.23624764354037667,0.505590551151649,-0.20715943092849146,0.5145339535020185,-0.05009683567097414,-0.033079779445512575,0.6391443939518752,-0.5377076793597899,-0.20715943092849146,0.25144580339796013,0.16563778533531945,0.07102040896936637,0.25144580339796013,0.25144580339796013,-0.04109546841486802,0.25144580339796013,0.5105505506780257,-0.05009683567097414,0.25144580339796013,Group:H,Control
H11,0.4223063362122424,0.3759944617844721,0.3759944617844721,-0.6272759641618775,-0.6272759641618775,-0.6272759641618775,-0.034925865603536305,-0.6272759641618775,-0.1291660921061779,0.5426611499379876,-0.2308512864391828,-0.6272759641618775,-0.6272759641618775,-0.30543673563814494,-0.30543673563814494,-0.07044629549927248,-0.30543673563814494,-0.6272759641618775,0.4946729349214344,-0.6272759641618775,0.042935560250627836,0.038402481760855,-0.6272759641618775,-0.33959176704893546,-0.6272759641618775,-0.6272759641618775,-0.33959176704893546,-0.23305946575302597,0.16564264232049244,-0.1291660921061779,-0.06299215344544068,-0.6272759641618775,-0.3459235264224698,-0.2034728247922216,-0.2674189727555408,-0.1291660921061779,-0.41416555654757903,-0.41416555654757903,-0.233961893958967,-0.6272759641618775,-0.6272759641618775,0.5426611499379876,-0.2034728247922216,0.5426611499379876,-0.20242517859951675,-0.2561022382500531,0.5426611499379876,0.3699310517068063,-0.2660343366741858,-0.40683171364716875,-0.2674189727555408,0.3531201567009907,-0.30543673563814494,0.5426611499379876,-0.20242517859951675,-0.1291660921061779,0.3699310517068063,-0.22348780773024873,0.20094969573090304,-0.41040399204749906,0.2073610941379216,-0.33959176704893546,0.4242354786775294,0.13820225151852455,-0.5709024512174354,-0.41040399204749906,-0.6272759641618775,-0.611897802902772,-0.4359944815341185,-0.6272759641618775,-0.6272759641618775,0.32060234777808844,-0.6272759641618775,0.08183422989175491,-0.33959176704893546,-0.6272759641618775,Group:H,Control
H12,0.05571878015079564,-0.14924469869092427,-0.14924469869092427,-0.580866672968225,-0.580866672968225,-0.580866672968225,-0.29439779376160746,-0.580866672968225,-0.07882484372737264,-0.05139548872934321,0.29864162249875875,-0.580866672968225,-0.580866672968225,-0.08733857753222536,-0.08733857753222536,-0.009060065286175228,-0.08733857753222536,-0.580866672968225,0.08585144041456806,-0.580866672968225,-0.4533218203217184,0.5779928608552538,-0.580866672968225,0.007586993418917374,-0.580866672968225,-0.580866672968225,0.007586993418917374,-0.0192887229348222,0.33894917258049356,-0.07882484372737264,-0.04063136817397419,-0.580866672968225,-0.11383855331957388,-0.161894665376224,0.2677983709751264,-0.07882484372737264,-0.5015966227433885,-0.5015966227433885,-0.07371546780007106,-0.580866672968225,-0.580866672968225,-0.05139548872934321,-0.161894665376224,-0.05139548872934321,-0.25757242699366384,-0.2906876201810925,-0.05139548872934321,0.6533181923717299,0.07068979233535504,-0.06540752092780062,0.2677983709751264,0.29457597507205563,-0.08733857753222536,-0.05139548872934321,-0.25757242699366384,-0.07882484372737264,0.6533181923717299,-0.5201599082164658,-0.3660465203278546,-0.036674342753897034,-0.3783441167201745,0.007586993418917374,-0.34581189456678074,-0.22020530374119204,0.6149518442165367,-0.036674342753897034,-0.580866672968225,-0.5859997149027825,-0.5085706298609539,-0.580866672968225,-0.580866672968225,0.1539969940520046,-0.580866672968225,-0.6127706514798571,0.007586993418917374,-0.580866672968225,Group:H,Control
H13,0.023617305243403396,0.2661129119505257,0.2661129119505257,-0.6359385394226947,-0.6359385394226947,-0.6359385394226947,-0.16368000122099255,-0.6359385394226947,-0.01592765487183566,-0.46954536775496225,-0.09350510145065753,-0.6359385394226947,-0.6359385394226947,-0.5301356398068352,-0.5301356398068352,-0.12031467992239779,-0.5301356398068352,-0.6359385394226947,-0.38796117776752503,-0.6359385394226947,0.1677040113209786,-0.21570932566696036,-0.6359385394226947,-0.5581419731918461,-0.6359385394226947,-0.6359385394226947,-0.5581419731918461,-0.01241047498845708,0.4129486472771448,-0.01592765487183566,0.017730620655532967,-0.6359385394226947,0.4133320182595121,-0.06057788893933789,-0.255639948292309,-0.01592765487183566,0.011203390606540107,0.011203390606540107,0.003007492204755333,-0.6359385394226947,-0.6359385394226947,-0.46954536775496225,-0.06057788893933789,-0.46954536775496225,-0.001784259208782643,-0.3549272800394208,-0.46954536775496225,0.7362946372577486,-0.44922383672031424,-0.4624431849103648,-0.255639948292309,0.8097544720694404,-0.5301356398068352,-0.46954536775496225,-0.001784259208782643,-0.01592765487183566,0.7362946372577486,-0.4633292999561895,-0.004889868320558762,-0.3747413268575586,0.01819322392788893,-0.5581419731918461,-0.09907368619290238,0.09025312510801302,0.3369996825934604,-0.3747413268575586,-0.6359385394226947,-0.6509041496671568,-0.545697197857162,-0.6359385394226947,-0.6359385394226947,-0.31457033620224256,-0.6359385394226947,0.39150663070236136,-0.5581419731918461,-0.6359385394226947,Group:H,Control
H14,-0.10276736680627646,0.22587823200145218,0.22587823200145218,-0.6378649364630239,-0.6378649364630239,-0.6378649364630239,-0.05260780070545336,-0.6378649364630239,0.07061291288985791,-0.35321270937073873,-0.35706717009829175,-0.6378649364630239,-0.6378649364630239,-0.4905331129671661,-0.4905331129671661,-0.24533532335768357,-0.4905331129671661,-0.6378649364630239,0.3553662479828494,-0.6378649364630239,0.3589762550837461,-0.3973558825297417,-0.6378649364630239,-0.46115961409756306,-0.6378649364630239,-0.6378649364630239,-0.46115961409756306,0.030715669404798765,0.4337524340038181,0.07061291288985791,0.09505087311380545,-0.6378649364630239,0.3805828182607566,-0.08933281951320984,-0.38112335190823354,0.07061291288985791,-0.6059878454711652,-0.6059878454711652,0.06811044663058516,-0.6378649364630239,-0.6378649364630239,-0.35321270937073873,-0.08933281951320984,-0.35321270937073873,0.07496101900533535,-0.5411735614618293,-0.35321270937073873,0.4487743805311012,-0.47113474895753593,-0.3615447441771955,-0.38112335190823354,0.7281170204770488,-0.4905331129671661,-0.35321270937073873,0.07496101900533535,0.07061291288985791,0.4487743805311012,-0.44556480426189865,0.1726461776812151,-0.2483473746430232,0.18829775630310464,-0.46115961409756306,-0.10678075509224658,0.17724687671943595,0.29882230967154433,-0.2483473746430232,-0.6378649364630239,-0.6287470880061825,-0.4172039398176334,-0.6378649364630239,-0.6378649364630239,-0.3645255747462414,-0.6378649364630239,0.692049663602412,-0.46115961409756306,-0.6378649364630239,Group:H,Control
H15,-0.31590022891180136,-0.11531384767304417,-0.11531384767304417,0.653139941543164,0.653139941543164,0.653139941543164,0.19955239892443194,0.653139941543164,0.12367880420347581,0.2723081372189063,-0.1946950987113902,0.653139941543164,0.653139941543164,0.5899291965829685,0.5899291965829685,0.0027620475005303595,0.5899291965829685,0.653139941543164,-0.3888124497760647,0.653139941543164,0.22732786985739173,-0.34984395935181617,0.653139941543164,0.6946835889927198,0.653139941543164,0.653139941543164,0.6946835889927198,0.2789801571779539,-0.2634881139224068,0.12367880420347581,0.14960676114863963,0.653139941543164,-0.019664561739508965,0.3053814276799731,-0.05462971820609513,0.12367880420347581,0.019876038555673676,0.019876038555673676,0.2506225347327213,0.653139941543164,0.653139941543164,0.2723081372189063,0.3053814276799731,0.2723081372189063,0.18886614290962464,0.3377804440634874,0.2723081372189063,-0.5711986990534338,0.4250802853796323,0.2606105908464015,-0.05462971820609513,-0.4555562697804285,0.5899291965829685,0.2723081372189063,0.18886614290962464,0.12367880420347581,-0.5711986990534338,0.29988232095114536,0.2188169896005232,0.3531483629227928,0.2396694617026862,0.6946835889927198,0.4308658903773684,0.20351465064123012,0.08502259359744695,0.3531483629227928,0.653139941543164,0.667867019574078,0.6266273550760764,0.653139941543164,0.653139941543164,-0.005922369522246626,0.653139941543164,-0.5983836614091772,0.6946835889927198,0.653139941543164,Group:H,Control
H16,-0.2831851213301707,0.04082883974421796,0.04082883974421796,0.36180604091766067,0.36180604091766067,0.36180604091766067,0.2197293191403084,0.36180604091766067,-0.07845246173042922,-0.41304256890293434,-0.1391625724466678,0.36180604091766067,0.36180604091766067,-0.3907274749811124,-0.3907274749811124,-0.44233654219464863,-0.3907274749811124,0.36180604091766067,-0.0025052441284192876,0.36180604091766067,0.15028699004779902,-0.23530408352786725,0.36180604091766067,0.6423678292354893,0.36180604091766067,0.36180604091766067,0.6423678292354893,-0.12309672085905632,0.015750634393317534,-0.07845246173042922,-0.023806257210060067,0.36180604091766067,0.4751302761681702,-0.09747565438147542,-0.3785645515648896,-0.07845246173042922,-0.5033520690604067,-0.5033520690604067,-0.12428156040670887,0.36180604091766067,0.36180604091766067,-0.41304256890293434,-0.09747565438147542,-0.41304256890293434,-0.04899273171532431,0.06478221826721885,-0.41304256890293434,0.30426628504807784,-0.41037441217560355,0.31593751623849764,-0.3785645515648896,0.31857960411608544,-0.3907274749811124,-0.41304256890293434,-0.04899273171532431,-0.07845246173042922,0.30426628504807784,-0.2149850314456501,0.10045707042648175,0.43767429004225383,0.10164940613131966,0.6423678292354893,-0.41270305698233334,0.1231685822833298,-0.5752922957257224,0.43767429004225383,0.36180604091766067,0.2813286858945393,0.116753636614428,0.36180604091766067,0.36180604091766067,-0.48025050040779627,0.36180604091766067,-0.07948763197009272,0.6423678292354893,0.36180604091766067,Group:H,Control
H17,-0.3225179284700912,-0.19581843601439983,-0.19581843601439983,-0.4127598333005941,-0.4127598333005941,-0.4127598333005941,0.3167101671343381,-0.4127598333005941,0.24773964195895312,-0.36372896278299616,-0.3064408558611225,-0.4127598333005941,-0.4127598333005941,-0.3578418953558236,-0.3578418953558236,0.06054879034914267,-0.3578418953558236,-0.4127598333005941,-0.5193932907974336,-0.4127598333005941,0.34531408799290064,-0.4972427535008561,-0.4127598333005941,-0.5691282380008185,-0.4127598333005941,-0.4127598333005941,-0.5691282380008185,0.23996801201120363,0.2971686139505893,0.24773964195895312,0.20188691241785267,-0.4127598333005941,-0.1676105639381872,0.27062892107798175,-0.21455202896584638,0.24773964195895312,0.3900838840972899,0.3900838840972899,0.19242504428261237,-0.4127598333005941,-0.4127598333005941,-0.36372896278299616,0.27062892107798175,-0.36372896278299616,0.24366184481250577,-0.49028832824414154,-0.36372896278299616,0.5694702855169116,-0.33785079090469855,-0.07020979223449166,-0.21455202896584638,0.74269670054968,-0.3578418953558236,-0.36372896278299616,0.24366184481250577,0.24773964195895312,0.5694702855169116,-0.29976523617840506,0.21896858483420348,0.037036519493319695,0.23943534588713297,-0.5691282380008185,0.6489851488919376,0.12180205320177884,0.16759363101153876,0.037036519493319695,-0.4127598333005941,-0.39231817759845555,-0.149519278536785,-0.4127598333005941,-0.4127598333005941,0.11887773215535129,-0.4127598333005941,0.2907815570676977,-0.5691282380008185,-0.4127598333005941,Group:H,Control
H18,0.48735403834942476,0.5540008890489971,0.5540008890489971,-0.046949602086303735,-0.046949602086303735,-0.046949602086303735,0.03736608810371769,-0.046949602086303735,-0.13544308554641324,-0.20911037413036562,-0.2415295964456958,-0.046949602086303735,-0.046949602086303735,0.5566476325786511,0.5566476325786511,0.4449876769529037,0.5566476325786511,-0.046949602086303735,-0.12242363202558912,-0.046949602086303735,0.24824917301574034,-0.2202645214314015,-0.046949602086303735,-0.4060476216936161,-0.046949602086303735,-0.046949602086303735,-0.4060476216936161,-0.1709877553274821,0.30418078781305236,-0.13544308554641324,-0.2302064733172236,-0.046949602086303735,-0.2821209462444378,-0.15040196270799,0.0177950853084048,-0.13544308554641324,0.10916786659579167,0.10916786659579167,-0.1910147426058291,-0.046949602086303735,-0.046949602086303735,-0.20911037413036562,-0.15040196270799,-0.20911037413036562,-0.2101629026450156,-0.2101092309988309,-0.20911037413036562,-0.5879187817259697,0.36461008798795086,-0.46414616156669725,0.0177950853084048,-0.45842150212248856,0.5566476325786511,-0.20911037413036562,-0.2101629026450156,-0.13544308554641324,-0.5879187817259697,-0.337274825691125,0.39432391866519556,-0.4378365903446122,0.40640535585904575,-0.4060476216936161,-0.16333733181912852,0.1264139329851977,-0.1430899749354373,-0.4378365903446122,-0.046949602086303735,-0.09882624518442504,-0.1622335109592129,-0.046949602086303735,-0.046949602086303735,0.20072623650859625,-0.046949602086303735,0.31561484423159736,-0.4060476216936161,-0.046949602086303735,Group:H,Control
H19,0.289940690667989,-0.3139195897355435,-0.3139195897355435,-0.16351318114743485,-0.16351318114743485,-0.16351318114743485,-0.34092483662278544,-0.16351318114743485,-0.30005654297594964,0.45637713876370134,0.3987721552546005,-0.16351318114743485,-0.16351318114743485,0.32618995088411246,0.32618995088411246,0.43930976274386807,0.32618995088411246,-0.16351318114743485,0.21219824869305867,-0.16351318114743485,-0.5335307654852803,0.5175675539256416,-0.16351318114743485,-0.298576214564819,-0.16351318114743485,-0.16351318114743485,-0.298576214564819,-0.1096397951819338,-0.3763273397113594,-0.30005654297594964,-0.26667134006627446,-0.16351318114743485,-0.13172626854006772,-0.14999356319955331,0.5094540055938817,-0.30005654297594964,0.5527195606529581,0.5527195606529581,-0.15053534301961766,-0.16351318114743485,-0.16351318114743485,0.45637713876370134,-0.14999356319955331,0.45637713876370134,-0.2488750796158807,0.4711277084303167,0.45637713876370134,-0.06323319109144913,0.30196283440864613,0.10070859377495905,0.5094540055938817,-0.015664525086303775,0.32618995088411246,0.45637713876370134,-0.2488750796158807,-0.30005654297594964,-0.06323319109144913,0.3135570081154522,-0.4626202790607534,-0.15984593905028577,-0.4082975045719867,-0.298576214564819,-0.5309675449565096,-0.30772027592227413,0.5237847425327886,-0.15984593905028577,-0.16351318114743485,0.006806820503379966,-0.036015526606930894,-0.16351318114743485,-0.16351318114743485,0.22193176407844717,-0.16351318114743485,-0.6409379910727859,-0.298576214564819,-0.16351318114743485,Group:H,Control
