database_identifier,group_type,CHEBI:15428,CHEBI:15603,CHEBI:15891,CHEBI:15971,CHEBI:16015,CHEBI:16283,CHEBI:16414,CHEBI:16467,CHEBI:16643,CHEBI:16737,CHEBI:16828,CHEBI:16857,CHEBI:16977,CHEBI:17115,CHEBI:17126,CHEBI:17191,CHEBI:17196,CHEBI:17203,CHEBI:17295,CHEBI:17895,CHEBI:18019,CHEBI:18050,CHEBI:18102,CHEBI:18211,CHEBI:18257,CHEBI:20392,CHEBI:28683,CHEBI:28867,CHEBI:57589,CHEBI:73025,CHEBI:7676
METAB01_Smpl_10_nonCOVID,Control,-0.1799940073402543,0.014303483147873079,-0.4155868520463057,0.8509498850550582,-0.30806163667906783,0.23692509077491494,0.7710510476021359,1.2956005307575753,1.0101952467517792,0.2871992008628783,0.900546735019496,0.08072561538715786,-0.2208490662060305,-0.17099184875045592,0.5509308470773675,1.0941631138723313,0.010685831010105104,-0.0028837694425562902,-0.3036003878863445,0.4218252893082316,1.0546498005544298,0.32973200956998144,-0.8164955159812911,0.46460634594776246,-1.2949342528480088,0.5987790406091675,0.4824212961598839,0.4140985353256002,0.02910596245703725,0.31532875767289653,0.29122604020552023
METAB01_Smpl_11_nonCOVID,Control,0.8573728406186296,1.169344601674566,0.3228192545246967,1.9262015324436716,0.7399391017190665,1.1661359444577866,1.4057362318206954,0.913769785211287,2.0816350719155405,1.821167570895934,2.2578515784401576,2.0845029207807233,0.8857396581632521,2.404641727521862,0.9730933848904227,2.468123648984074,2.2737211939421753,1.8602820803396463,1.3762613390404044,2.380240954981354,1.9444943338790852,1.6073330120505378,-0.6494557569197629,1.9135339339134043,0.6988308717643005,1.0583964230011056,0.6890793270891039,2.5000704370626923,0.5400054586415963,2.2651865254253414,1.250586701742701
METAB01_Smpl_12_nonCOVID,Control,-0.21811933078337806,-0.669032673395711,-0.2874399438617051,0.5538574464782252,-0.3795689119448309,0.3116033770628204,0.29369895224185194,0.15458456090270734,-0.4623172136342281,1.202108881934752,0.7702520241883002,-0.3819004377492562,-1.3756102016749725,-0.8646174111308333,1.7273494612513967,0.6157096440399901,-0.508351004925288,-0.4881928513196481,-0.6244221580776788,-0.6432762375526317,0.4071128456076644,0.691849757675766,-0.609243500607976,0.3393579307376929,-1.092988586237478,0.5109307318993119,0.8120340627892723,-0.23134298617861906,-0.6826340853390676,0.42604909198067403,0.2684194731636036
METAB01_Smpl_13_nonCOVID,Control,0.459695602259014,-2.0815205219509716,-0.4599415328679468,-0.15669081958562558,-1.1722265439930373,-0.2344963868278758,-2.9074961190769173,-0.14069020596044615,-1.2077019632641521,-0.03077992553705255,0.14817835683731448,-0.011126369428525847,-1.8260397829406154,-0.8419081676920748,-0.3612072313190674,-0.4309672846553333,-0.7688362854726564,-1.3340530443138066,-1.54406124064498,-1.4629541577555984,-0.8681800389837828,0.14162556950517005,-0.5975939919829673,1.1667171418616722,-0.6163778576186574,0.22842378426387686,-0.7522003724852203,-0.6318134213970874,-0.3695974230071187,-0.7711550060331644,-0.5043273577522897
METAB01_Smpl_14_nonCOVID,Control,2.2081301044575454,-1.594059391675863,-0.5975196155159601,0.6408847712822845,-1.0187674217201177,0.7361347373221139,-1.414475651120586,0.7698578002376022,-1.0152121727807086,0.2852233129053428,-0.3884160607598007,1.034246686735247,-0.9571950971906971,1.2177474264386834,-1.9927303779139938,-0.267965740016295,0.9363108429091663,-0.45490158895053656,-0.5434942888816137,-1.8529022543324585,-0.21087576447134782,-0.10196296526782868,-0.9292871888796428,1.4887650564864472,-0.0935678160029432,0.8495395630028035,0.44787554799235924,-1.3518496762934273,-1.7707552198904593,-1.2293674164203754,-1.1933318419933057
METAB01_Smpl_15_nonCOVID,Control,0.5499779881592958,-1.2823879208949858,-0.5266196236706439,0.16934181850695992,-0.3911870015238054,0.4814173818648923,-0.10767343179745523,-0.6355182693530801,-1.520956731537971,0.7091791908367239,0.36499580280070837,-0.7347761805887717,-0.7323708760332723,-0.8185396562008729,0.0654892147414234,0.13097554018756286,-0.8909596970024687,0.6735181233886035,-0.6512023953777998,-0.5322022694239016,-0.9358023310508892,0.09293886187041399,-0.6653714569786912,0.5846355797754054,-1.08397215973585,-0.8027196532763069,0.9165678600578432,-0.40556099843462495,0.0017474949484340859,-0.6105796230214436,-0.5826889231580813
METAB01_Smpl_16_nonCOVID,Control,2.049174863821567,0.6449387266846957,-0.05772441364042662,1.3554883345367827,-0.3740259912025118,0.37050190606966915,1.1873434281326385,0.9820077268821216,2.0210736569201946,1.607203747836576,0.7795272343086588,1.6957720047157656,-0.4098569411717756,2.042883089799874,-0.47612468787548823,1.5093063212966127,1.0698433790603317,-0.11078209189129187,-0.1326000567663156,0.7117472753138194,1.6442191051342452,0.8656929011511972,-0.42832686900876504,0.5965466147818677,0.141943252803711,1.1932405901191552,-0.024729724058778355,-0.10961484372861025,0.49680816600039784,0.6529273977282756,-0.2579773588968898
METAB01_Smpl_17_nonCOVID,Control,0.5742242757048461,-0.4922622404698284,-0.48405416713569116,0.8765317282478988,-1.8112322557135956,-0.5950112468914845,0.8329302899117101,0.07230141642178538,-0.2312083739051938,0.21467729903805194,0.06419173532769086,-0.05165025671320311,-1.259480174567673,0.1298379371279951,0.30816850503497994,0.578337211915217,0.7306173684264031,0.1103071032386657,0.03678674876184071,0.9187457903573071,-0.46246555075669543,0.24831464395047756,-0.9130897012961064,0.6990800408117093,-0.9544588775954703,0.8301142594570217,-0.7870381040432332,-0.12703554537125158,-1.5286198263114592,-0.028709860325558948,-0.15184257688118427
METAB01_Smpl_18_nonCOVID,Control,-1.1942063017437472,-0.29953593205332,-0.26142017469042744,0.3945965379349075,0.033198846863066074,0.45824253149242966,0.23597003593855545,-0.6832677625540996,-0.6682320116642786,0.8007931648570288,-0.07286395748230627,-1.0793561394030362,-0.7605077153104493,-1.402964185082604,-0.02208102906278558,0.6591263249097276,-1.7498071379122337,1.1148422332238508,-0.386771279553548,-0.016708315997318052,-0.8997857765736322,0.183805723994178,-0.7297337634422946,-0.04926371433771082,-1.3376301854039152,0.9079479822623581,-1.183941502675514,0.10180754019108407,0.24431852145077157,1.4504709071376647,-0.14804916511133792
METAB01_Smpl_19_nonCOVID,Control,0.4166952079944326,-0.9229943712345114,-0.489974134916384,0.7945954540922843,-0.5193790954294569,-0.12461275015426611,-0.17017320942801342,0.1390320598787394,-0.2915696901052842,0.4877338395274915,0.6950201817359953,0.24915722213021027,-0.014467306742772874,-0.3982591438608105,1.0844419751126504,0.40550997393714006,-0.45387076167802154,1.0055305167713615,-0.566145229013599,-0.11381560464647472,0.27017392215248337,0.24214707420155948,-0.7682040162349612,0.2565807966010239,-0.95363468776685,0.4398005544549531,-0.7350678913995792,0.2999187489096287,-0.613504829158245,-0.07563119746142778,-0.12226739834275797
METAB01_Smpl_20_nonCOVID,Control,-0.6563931317970841,0.49670121310769005,-0.19064425767691254,1.1540566298868262,-0.5629763882757965,0.167072458659071,1.3299376179844697,0.48859413993958656,0.9272051083162077,0.8973757314722668,0.8504094412722615,0.4844873672961921,-0.6127645498398506,0.15306346860533432,0.07679190756650382,1.431467983156184,-0.5262795041228499,0.5579021064017393,0.4452893407977196,1.4893408097390273,0.973157713293326,0.07366893483179345,-0.691280305062812,0.4801979476027216,-0.07845989803173943,1.5742765427069847,-0.4316371860532032,0.4474346807033796,-0.20131916875480738,0.9333123824627443,-0.38498475264776527
METAB01_Smpl_21_nonCOVID,Control,0.08207536490859801,-1.6976031483385743,0.001639323789670892,0.5932465324841493,-0.8201561383833859,0.751050946974262,-0.6249385339424846,0.45103060667085926,-0.7524763804948159,-0.6161218512526552,-0.29317753690802617,0.11209145885533064,-1.8694743921114356,1.2580042766227106,0.2929207068644717,-0.06385220516260037,-1.445982851718093,-1.0401685743265765,-1.2553340884089872,-0.48495879615169174,-0.22274078168271547,-0.15572747349923227,-0.6392993638432961,0.007278629183282155,-2.031498951815661,-0.915007422406611,-1.0207035769051778,-0.4731397875294231,1.6394482022922625,-0.5378740351937928,1.6539473513333305
METAB01_Smpl_22_nonCOVID,Control,-1.6088497982097918,-0.2617700956157292,0.5686552483303067,1.1802427289018427,-0.06067581883416508,0.42954559276401966,0.8372413570566634,-0.7110463816773396,-0.5523397843978354,-0.1300109226718357,0.06200376753995279,-0.013068956270470099,-0.4298540050250343,-0.41441219187339307,0.14784554056991647,0.8005903084652177,-0.2574856605391522,1.2408308681010058,-0.2538104953376723,0.1839068691944589,-0.31115495075788696,0.417639904241885,-0.7387041771731644,0.14851113192391668,-0.172226957744397,-0.2448684694717195,0.07489905494056562,0.36646437565195855,-0.2863670170586901,0.2385018941454678,-0.2215766859015344
METAB01_Smpl_26_nonCOVID,Control,-0.05629990780246019,-1.0329060346908703,-0.17893726659617687,0.5021456032569394,-0.783755718945529,1.2402205473524466,-0.35166593240368854,-0.4852576070812499,-0.5946936468653571,0.11589782034994225,1.1359959236269486,-0.5412109872195675,-0.49725632109891466,-0.9146287798066216,-0.12208396419469077,-0.12947282799170043,-1.647229989909471,-1.2928160830911526,-1.0147238029172811,-0.05448387619935933,-0.09813184627373546,-0.23257310739959708,-0.6131958590493537,-0.3914400080970623,0.44633034761334045,-0.3914285368060867,-0.26088075343237577,-0.7932863382399575,-0.07183088795894067,-0.6863624883580711,-0.4565653900725635
METAB01_Smpl_27_nonCOVID,Control,1.4886078754566636,-0.5651623704773273,0.8349754380554968,0.8260526661492538,1.6214704527849815,0.5887078280313827,0.46359102019452175,-0.47076698415161394,-0.33953077792373026,0.7855459987767041,0.06907717397652907,0.5407950565300175,-0.43242925314517927,1.7457807352887953,0.9590643519046466,0.8600481873603388,-0.2778764917162183,0.6052754853123047,0.641369098319743,0.1858170387666006,0.3391289135203222,-0.056639271538848665,0.1919905490441608,1.479205398070929,1.5691609322408604,0.8431792939565191,-0.42261935108464055,0.4734158053862688,2.6113892083721297,0.6028175712079042,0.5302282575506413
METAB01_Smpl_28_nonCOVID,Control,0.5993994464415148,-0.2355291254772381,0.7125503125367264,1.110332901457746,-0.0017743730580636026,0.18592009552049266,-0.1844851026243931,0.41299827754084834,0.07334995186569507,0.4106438569136301,0.7884204972480553,0.20913000526597292,-0.19565767705778975,0.20213571436855624,0.20200335682185624,0.8126257973386624,1.513333977112605,0.6824791258558776,0.2282248061521127,-0.08807883627543331,0.20755356533972683,0.8076338483818304,-0.9735323676901824,0.4715157709461519,1.6313290515148788,-0.581728330858555,-0.900142107173629,-0.02414540984314027,-1.0263083186160287,-0.8306102269209523,-0.4685765137207223
METAB01_Smpl_29_nonCOVID,Control,-0.7583057317977974,-0.20554165468262472,0.2272569964158779,0.8667432769613301,0.13351343959752018,-0.9899031117070243,-0.003392440957925519,-0.07369798804640297,0.7714236700647944,0.6597195342331195,0.7766156134005353,0.44777087251756464,-0.5890863529445293,-0.2288701829890275,2.001680356495186,0.8783466215868704,0.01181259915686696,0.2786069442853834,-0.15143038509908888,0.4349136866776999,1.001646912913598,-0.1535202823110374,-0.1965983575601795,0.4481497023530935,1.2896107400613872,0.43496416908794583,-0.7657713404071688,2.1650266608005806,2.535449091835054,3.1131688366553583,3.8530015051474624
METAB01_Smpl_30_nonCOVID,Control,1.0348603495036366,0.8045061257103353,0.6665070683034796,1.2551428736915156,1.3946615167456895,0.45004446812177906,0.7843506066185801,-0.11777371052418523,2.199843590503678,0.600370159082301,1.5149643446868486,0.8406258084532845,0.10743768249501193,1.5496912659866706,1.5781850473658108,1.8662411481798502,1.6315127997849608,1.5723430581226894,1.4543879194721063,1.540489366285648,2.0241906133840226,0.5292309306335305,-0.8021590315060411,0.965511966051885,2.1149963007092656,1.5220920342074464,0.5470978921939863,1.3767983053317443,0.5533300948969362,1.6284018663493416,0.6167618304528981
METAB01_Smpl_31_nonCOVID,Control,1.2566599113207537,-0.7588731321343837,-1.2928964988007594,1.0459840601566288,-0.6508256805456383,0.00510513653732633,-0.8182752385393026,0.2634558119625336,0.2680687778340084,1.25139389361773,0.2644797379019128,1.4901526267263001,-0.4488801073384649,-0.1887239911005642,0.8855041237665181,0.4079173279743569,0.620150615528773,0.044375792490345414,-0.539835430242904,-0.2375553845199935,0.46706187397490434,0.8463241142959842,-0.667200200760337,0.7826362936700757,1.3164927012136236,-0.3742277391669121,0.30894365658043516,-0.4192621093447355,1.174310122315718,-0.19706556389426858,1.2898682170771016
METAB01_Smpl_32_nonCOVID,Control,0.32916285233216364,-1.1268074197024516,-1.4222387209412357,0.5943431720937866,-1.3952950596556906,0.4052015761080062,-1.9015455062977489,-0.50508463184372,-1.079327419371786,0.9151574916262676,0.5726417939427045,-1.0693698892301025,-2.216389631606036,-1.095949223773307,0.7032499874847056,0.1804572976810175,-1.2156990166368251,-1.2935376726739598,-0.5217227523889805,-1.9432263591937649,-0.5041553443977258,-0.05643519133393131,-0.8708439549420577,0.5008034849787975,0.6452323572373883,-0.49952540603266193,-0.9050502379542626,-0.9212604900829383,-1.4720604138704845,-0.6920879513397508,-0.5965573156829557
METAB01_Smpl_33_nonCOVID,Control,0.39671463779312105,-0.12499307503550255,-0.2222041218259165,1.0256692818961302,0.0543216164232844,0.68540540836971,1.703372780009624,-0.10034166665554518,0.4422859613789935,1.3693560188186675,1.4179246548059106,0.7040118299472023,-1.1269036373408334,0.8293730996803964,0.978047298792121,1.4370716197932567,0.19108488076762542,-0.12001020261639848,0.36695525530347295,0.10132142592970834,0.9382194075154352,0.8330193152646123,-0.46717752035470816,1.0016860849771834,1.6025119662034377,1.9202973383603978,0.10008328129302668,-0.39985374842425697,0.09528651591894485,0.19342419107448502,1.1184109684660182
METAB01_Smpl_34_nonCOVID,Control,0.16427318051038955,0.2029802644084884,0.3127063443831971,1.5559138378911617,1.5712667664174702,0.22810927156644267,1.4143315770698532,0.006143067664266217,1.4159048001615755,2.1392028425034724,1.3833738520001233,1.188289192199153,0.5082850507570512,1.4085175141532835,1.7244578891089117,1.5147837211870885,0.9419209379225078,1.4233949427436603,0.7954177760578846,0.5207054005243708,1.6984476576733014,-0.08712004119567854,-0.930033596637339,1.0724916486984928,2.3765101752849933,1.0774673577405847,-0.027385146559231775,1.7654547178625946,0.17592503786744096,2.387546437865757,1.6134784618102593
METAB01_Smpl_35_nonCOVID,Control,0.9819252415414591,-0.3419836787218986,0.5982937574379379,1.2151922242675621,1.7905188298439645,0.7643378256822437,-0.0008644934796482418,0.19869409169467667,0.7732455928199011,1.5897084710885578,0.7667855849369224,0.287445962843563,-0.17797998429668463,1.4030197577818155,1.9328541216326918,1.1802896258836928,0.6458485339360075,1.136135739454856,0.7585422308067675,-0.01816090488528483,1.7093840161920983,0.6555929009913066,0.8843826824646236,1.4403984183296596,2.696424815406546,0.7370759593646652,0.8961918351573482,0.5332868590168736,1.2939311212052944,0.8364111121260112,1.0704785041172664
METAB01_Smpl_36_nonCOVID,Control,-1.3053865942813871,0.44242258047117694,-0.3545100463760998,0.6592282861758461,-0.35357535991212924,0.6768359022959797,1.3600957020484603,0.9340537827116321,0.6693868421319911,1.3896319841733495,1.1410174036338783,0.009467939116067954,-0.8692743243297852,-0.7596057786297069,1.1093946672406314,1.510330525295152,-0.9124076647026852,0.6572972354156423,-0.2392692358280719,0.6462055534333263,0.4606747763155166,-0.05204663390550657,-0.810757344696334,-0.1769236269012422,0.8672265522497451,1.9722212366551066,-0.4723263269709239,0.2835119781933365,-0.1035448119047698,0.9766088954062729,-0.13507617488549595
METAB01_Smpl_37_nonCOVID,Control,0.37551317072435036,-0.291943387413179,-0.03336570612518243,0.777913792589972,0.7506675194623369,0.6916589719554612,-0.0966145284750713,-0.46775383444367397,0.09445007320091883,-0.13837209462763145,0.35260981540731584,0.11661182111777724,-0.2312392216547257,-0.06357841275469293,1.0291410801036303,-0.3363966850562047,-0.36109695728574076,1.2062838065970987,0.3006167634471048,1.0486109014503646,0.4960279699881579,0.026935456443290266,-0.8890332293101788,0.3187746745043519,1.9536772319912523,0.07517965837877064,-0.31637899031097655,-0.7594270734854669,-1.7834554816726655,-0.04379032322235314,-0.2465401593187374
METAB01_Smpl_38_nonCOVID,Control,0.09775706180584756,-0.42411426620274884,-0.44563556220160194,0.7605017515731513,-0.3923224694929018,-0.7772126243184136,0.026476955042093794,1.299472731237588,1.0697147638614597,0.21984213992790383,0.11415208676020705,0.4188427919088837,-0.4874271467807937,0.3523218921085584,0.541072875772981,0.8232375700728114,0.21419841779261412,-0.9810446563700402,-0.6146993363334691,0.039603560230222795,1.2283062920968124,0.010822152016496328,-0.8206353014263362,-0.5038731117678257,0.8857434586515569,-0.4332444197898327,-0.3536420077693,0.31177196078732927,-0.028788939388477666,-0.20951675998086142,0.12355680468246971
METAB01_Smpl_39_nonCOVID,Control,1.6828630332572858,-1.5419355982733098,-1.7494882789692245,0.6412861197470264,-2.223607892635817,-0.026363408054384706,-0.7301632306871868,0.10100224388121819,-0.5605620873965882,0.7922915015027486,-0.2317197852066625,0.9528168867815409,-1.285764354905033,0.678275055150708,0.8126231206566689,-0.049925320324679744,-0.7377348663351533,-0.001261507381455284,-1.7212526473421765,-0.8200697850862079,-1.0889016327095398,0.45189332910052316,-0.8344748727147108,0.3430573007758582,0.200237932334994,0.041188225204236484,-1.2206580758590717,-1.2245952491191412,-0.6650006739119939,-0.7996211640988733,-0.5882030598136951
METAB01_Smpl_40_nonCOVID,Control,0.7582177613657114,-1.0442303648191302,-1.1715744154889352,0.9358337878203143,-1.3120101906376058,0.3115046851234221,-1.269272728950924,0.22662062778145506,-0.10781899271289613,0.4746777217441147,0.4435549915731998,0.617519833165794,-0.8989095051149287,0.6445323504715424,0.4196629841811609,0.23324249999083516,-0.6499863107564368,-0.6376305542191493,-1.3550556992176925,-1.1795395999740765,0.30177746359010965,0.5224072860490412,-0.6645878580942863,0.6084526618265119,0.14647656640351375,0.8255983960098513,-0.5093151369087473,-0.6284749605190535,-0.19750347909247518,-0.5375127046710335,-0.5608953880348926
METAB01_Smpl_41_nonCOVID,Control,-0.6571756823368184,-0.1129329731854461,-2.4449233591587607,0.5982216181751104,-1.2642254109149913,0.9285378969403943,1.2280705398925442,0.8270100425202238,0.04524533828935724,0.7681246059634891,1.5354593076975058,0.49323394606064824,-0.8125172728394704,-2.4608529182556613,1.251783444209389,1.1619387836537367,-1.2711884546506975,0.8177250981622732,-0.24345873652378602,1.7466606396701976,0.652788542252228,0.0594051311815293,-0.8123582145118287,0.8759807448501848,1.1602263654687364,1.6689470302262355,1.1059529803438175,0.4541272673656392,-0.261740009154528,1.1942898465445704,1.012490712278539
METAB01_Smpl_42_nonCOVID,Control,-2.0441487577310005,-1.0311556030483104,-1.519362376475174,0.3370501028515814,-1.6402542917660965,0.711376836473821,-0.8252496719236458,-1.174397607423009,-0.9143471497132882,0.9116298593317902,0.37651503936604097,-0.034009809464667855,-1.5466146071339533,-1.6471600064276795,1.4966861986893645,0.37992679891881453,-0.7588244549683671,0.5818233027177018,-1.6342737670656924,-0.3548140227516954,0.30141129412850576,-0.20755713959150854,-0.7828021208535174,0.27541007286239394,1.0168207927971449,0.27439045378883375,-0.3211561518608772,0.4140589290095693,0.5984732711085541,0.6884640609544509,1.6205452952424362
