database_identifier,group_type,CHEBI:15428,CHEBI:15603,CHEBI:15891,CHEBI:15971,CHEBI:16015,CHEBI:16283,CHEBI:16414,CHEBI:16467,CHEBI:16643,CHEBI:16737,CHEBI:16828,CHEBI:16857,CHEBI:16977,CHEBI:17115,CHEBI:17126,CHEBI:17191,CHEBI:17196,CHEBI:17203,CHEBI:17295,CHEBI:17895,CHEBI:18019,CHEBI:18050,CHEBI:18102,CHEBI:18211,CHEBI:18257,CHEBI:20392,CHEBI:28683,CHEBI:28867,CHEBI:57589,CHEBI:73025,CHEBI:7676
METAB01_Smpl_63,Case,0.23708451312797607,1.453481972823058,1.703878094427098,-0.2573573447485389,0.3519357107595585,-0.8318544722525593,0.7355304205979889,1.1353662850671913,1.3815386662220477,-0.3166000738204356,0.9297992054627339,0.300509698103553,1.0490223029452643,0.019518880515334666,-0.05486170009327545,-0.18608845594803394,0.9480160254928052,-0.01406771749230713,0.789187771376746,1.2207811802249497,0.7275837474319811,0.7662475458510418,1.2290994206823715,-0.3204200633298335,0.18625732404716527,-0.359816851994326,0.36981742964144043,1.025494800658738,0.2285492999177933,-0.054705279562717035,0.6767618460218902
METAB01_Smpl_59,Case,0.13442137746725488,0.9727826636477431,1.1675273796557424,-1.047020618656048,1.1369170901170533,1.0481210841217035,0.802221571596354,0.6002378611797824,-0.09634457462700205,-0.808648898630483,0.07242104543820964,0.6019574499780556,1.0847568388963442,-0.2831609533346329,0.1041818695551042,-0.7403830597200934,-0.08900414199642774,-0.09899770803033288,0.8783882737707746,0.4409267317753063,0.05013081995801756,0.2361146691262782,1.3201349541677225,-0.8723344773024584,-1.1167127097907066,-0.31655039994879125,1.210019555930961,-0.14159822194945532,0.2259640220665328,-0.6632419937414027,-0.6223590303194015
METAB01_Smpl_35,Case,-1.8413670973757683,-0.008638963627266086,-2.348033410096543,-1.8827930139308746,0.3214284410489009,0.09324513870105698,-1.3780368473985114,-2.2878857616867756,-1.1371081041287847,-0.7436316003190718,-0.9436874404852788,-1.9106284456632767,0.20176330759653954,-1.522552279337989,-1.0183143316364174,-1.3284154780638544,-1.1726003661605475,-1.1628370541629147,0.08830345213399696,-0.7888824242323186,-1.516231388816308,-2.4388689521279368,-0.7061761103206619,-2.472573152462196,-0.641694450170246,-1.0804945691269667,1.5601917920851838,-0.44561671314167955,-1.5575545744771175,-0.09740569496227866,-0.8110498210317899
METAB01_Smpl_60,Case,0.23708451312797607,0.9892355165762406,1.7929099544274263,-0.6166944479164013,0.6652107990515269,1.18504191561687,0.40287541562208296,0.8844626759459395,1.1664024522732621,0.31902494778374124,0.453422727555287,0.5713978114882428,0.8139814737022889,0.019518880515334666,0.16531829784340094,-0.7727792005287693,1.2685710956955696,-0.03572073009476704,0.8589532638143729,0.9939715430319752,0.9671005570102018,0.6470858638054273,1.3692180090295651,0.37087716167796814,0.6162624611445003,-0.10932192992997848,0.9005829914401541,0.03844079085253216,-0.38084677125066985,0.04401673572325187,-0.43869186422181156
METAB01_Smpl_65,Case,0.5095567130069799,1.0965903760193023,0.5995232475877444,-0.9872079370656933,-0.2790734873469747,-0.15580785002813785,-0.3901912178435883,0.9653806428710906,0.3112986339277081,-0.12502297062181109,0.16593088102234274,-1.113546867575004,0.7387423360099838,-0.08784726861392919,-1.0418800742555352,-0.6293761175004883,0.13668842759909214,0.39895612054142965,0.6997377148086991,1.1611387252013834,0.12934445356730767,0.5083325606568934,1.2219511379227908,0.35738865577936246,0.5886779463568381,-0.25461868776055807,1.1714504443674596,-0.37644668383278,-1.007262325641476,-0.8693245105103208,-1.3177111909347095
METAB01_Smpl_62,Case,-0.17382647866263617,1.11074712931331,1.5401088595345003,-1.4155486188015285,0.009481719469288141,-1.9301288908307312,-0.09158025359552571,0.7462576711302025,-0.27504121835889267,-1.3279160711414557,-1.0064419248553511,-1.1202802585655018,0.188560390288399,-0.05596120337029486,-0.5108412699857926,-1.0263189968253037,-0.16437275860351774,-1.172470321202416,0.5855978518394205,-0.5482034461246131,-1.1437941635146764,0.2152002137467851,1.3840302938800584,-0.4111773224664639,-0.7769793871470444,-0.9710908186895889,-0.7664461551661884,-0.2931770142758326,1.5962342405562293,-1.2131407351448957,-0.7260045204350936
METAB01_Smpl_67,Case,1.4182738819393592,1.0362211124423595,1.5065308452521458,-0.650662192670511,0.20518626023242487,0.23925395816540368,1.3032666287141303,1.3130190326137716,1.248394516180134,0.6057780140868881,-1.2936152587811816,0.902750211472908,1.569469800052878,1.2179062387984545,0.9201283451146859,-0.8836192628089129,1.3418330405073942,0.9562982647768861,0.7978212785133212,0.6289333282410016,1.1068868520244002,0.9055187725560412,1.8937036523308326,-0.0632920994064828,0.625981165968918,1.0129419675799403,2.3177106069948206,4.19941623483719,2.386707980820544,2.542020417246636,3.765749618171797
METAB01_Smpl_66,Case,-1.3937597686210026,1.3384112296892021,1.3399994882467263,-0.5576785974881953,0.23014319786320617,-0.26042055556915955,0.4654639808795449,0.7632176523342836,0.7894184627299872,0.006966787872199358,0.18535944732254403,-1.554121858432195,1.0345016878781432,-0.8810335922739196,0.44166669019074395,-0.7775291175857438,0.18958311687674853,2.483221139699471,1.417701672407621,0.3832628081045431,-0.3708213342241142,0.08961484816390548,3.3639715270829185,-0.349931040433764,-0.3800211576534556,-0.8446251463927325,0.5391859296222203,1.0868668440386977,0.9396896501560037,0.975103414133789,0.28281940110447973
METAB01_Smpl_69,Case,1.1101615524637432,1.7061223300459214,0.4745991089076027,-0.3082122083023861,0.33558731290100213,1.2530740477789064,1.3534228969894888,0.09823232535966601,1.6436883904797144,-0.3755969334131035,0.5581696035025168,1.1660216456708856,1.2234738229005402,1.369335851440872,1.2117228312488972,0.029072740478564892,1.8114319979436426,0.47045626621818387,1.1079413551552444,1.8513554553741012,0.7408231366907874,1.9172983464909485,1.2118614411107602,0.44154550274108656,0.9961298429128279,0.34785819699257803,0.8040871384046993,1.3827799062768154,0.5160706505236529,1.7983316451986442,0.7800645397097681
METAB01_Smpl_68,Case,1.132229543596982,0.6954167822628516,0.2637237330608893,-0.7531819890062212,0.13510456914620458,0.8726199265994738,-0.6700943930085796,-1.2116501994867996,-0.7186342825950012,-0.04686542439210831,-0.9534560158993628,-2.361290003472465,-0.01456406065316956,0.1741229627242424,-0.22923257899278993,-1.1056337924936452,-1.6585117487207992,-0.8606088958762615,-0.01502982100859482,-0.7958724391432559,-0.9725785624417894,0.9694357193291285,1.138856915028721,0.8047253281344328,0.42300531762216426,-0.8203133348276266,0.6766315331926525,-0.4327210142137432,0.13632577290657516,-1.121853827667475,-0.9519517461556106
METAB01_Smpl_70,Case,-0.28981723044730956,1.2293951934042104,0.462629100128792,-1.3797539144355164,1.4173659234053937,1.8724700508041572,0.2640958536030251,0.17947475713429895,-0.23886567064311634,-0.1231654174295936,0.013254766758635458,0.6879024757343971,0.6649112544145095,-0.09536723263065136,0.3362020721613096,-0.646248178098784,0.418744277827684,0.13929552428858455,1.649445174269933,0.22919713956010165,-0.07098281401359967,0.7770360191021836,1.202653520999683,0.13800699206908698,0.23964298206369364,-0.04759216633969749,1.5038171217164373,0.7412058047327291,0.4126829586605334,-0.3415536755330217,0.35412899662608666
METAB01_Smpl_71,Case,0.23708451312797607,1.364546613735034,0.03331283081981491,-0.8289774628980022,-1.4133728777668164,1.6160850612506397,0.19290528964570852,0.7927621308691767,0.3668749052053644,0.8602290051384276,0.27519301470263247,-0.2985182117018066,0.9737421969463445,0.019518880515334666,-0.6395299976829907,-0.8258035435102735,-0.05558196340266508,0.01696990021680709,0.7336624688953856,0.5477938803774737,-0.008571513232735627,0.663128777081146,1.0369160677125195,0.13790282388400552,0.10737542714704316,-0.37302973513006427,0.9075942194686295,-0.08647888201966372,-1.1445921585248975,-0.4428206729369816,-0.8536405027793148
METAB01_Smpl_1_nonCOVID,Control,-1.0046992207027894,-0.5459179270292898,-0.851788183027304,0.5297941122219794,-0.2190985036255173,0.26413926630196954,0.2736848286725151,0.3704763742930632,0.21619155522025268,0.26863006615812207,-0.16021772185175198,0.005735815725367204,-1.1836390782928496,-1.1942356171210378,-0.2770325879437845,0.6389195473715146,0.37438003820143145,0.8771745025108852,-0.38019782497735677,0.6175246105071528,-0.3597201090687745,0.6928273022658712,-0.5630847967658421,0.8704028238573533,-0.964002983839639,0.7201627921396992,-1.646923017585118,0.14493045397041648,0.9377351564824937,-0.4532291143642543,-0.009887863541598938
METAB01_Smpl_2_nonCOVID,Control,-1.0431046464832876,-1.7761360474215475,-0.5450639488060017,0.16821548455330929,-0.5700189703310192,0.7066260592753794,-1.0924242478561987,-1.3130469542711731,-1.5104975850694475,-0.09979832077268559,-0.7885189525748738,-1.1764841892610376,-1.6842782488192711,-0.6564396630213177,-0.33170987191082174,-0.5393752905733983,-0.24335191959541028,-1.417748635291447,-0.6517380023865708,-2.099376869647765,-1.3318394387189842,-0.20342533055420076,-0.6059408077481245,0.30906428257014973,-0.7388917374036201,-0.9710799831679239,-0.5638452004739198,-0.511338288781026,-0.36006790264873056,-0.6194230601140619,-0.49325358159037624
METAB01_Smpl_3_nonCOVID,Control,0.7623741479000657,-1.6173788960482012,-0.03027050364177994,0.31072868133876147,-0.3903336515405673,-0.3054835196623423,-0.11527518250575976,-0.47271460904084234,0.6207900569581992,-0.15102045472728345,-0.5554534085125318,0.40468152938947927,-0.8657771282720784,0.7423933037282727,-1.4150207209982566,0.5726537380063446,1.231667977069356,0.6759735580467555,-0.9230756464879946,0.05543558835112436,0.3590281654656497,-0.10835034115790962,-0.8567969819346534,-0.6065149540488617,-0.37385191353330494,-0.5294994914017623,-2.12955265810125,-0.7195011380303149,-1.2756367116635388,-0.4678385415476043,-0.7585827121492508
METAB01_Smpl_4_nonCOVID,Control,0.171395274749267,0.20686415136872324,-0.8395204961450018,0.8211439008528251,2.2640139284095055,1.0152190562310093,1.2158214273508887,0.09699948490753525,0.7371140810498223,1.1685034835061296,1.3390181054950985,0.14223931105545984,-0.4014898058948158,0.9605290444303607,-0.8838176832340694,1.35956570727687,0.6617118548988867,0.714214765411723,0.575308790227599,0.8472951104674022,0.5181825690350711,-0.23917441823314697,-0.6381284344151467,0.13418315068055348,-0.2885885540343313,0.9113720966307872,0.2015699399816388,0.07305577965321734,-0.21176417623777066,-0.0357839563196324,-0.7814894755426376
METAB01_Smpl_5_nonCOVID,Control,1.5787550472571672,-0.7683267649375937,-0.20205085927040375,0.5148714737791628,-0.38699837538069676,0.10612039862830715,-0.5065632680565778,0.41136562114446407,-1.05591023254056,0.08901238518819815,0.14681853510579526,0.27662906868277,-0.6426925726970182,0.1459310481607085,0.4377121569376665,0.22269223291165877,1.564858419424254,0.8214252756859767,-0.26503809388444144,-0.8010547196125936,-0.5288478747705044,1.1827771306130828,-0.9065942935868156,0.9027721854300526,-0.20556989083009164,-0.5419235993648422,-0.5278826755764301,-0.2899747461582799,-0.5464689571362866,-0.8671021844397004,-0.2572390341296681
METAB01_Smpl_6_nonCOVID,Control,-0.1974919812966088,0.11922619604309728,-0.922819331498076,0.9312514963060288,-0.1555358347033075,0.7370360401958584,1.4585987631836095,1.427910055791956,1.857719429422737,0.6900437133966401,1.1140686565598639,1.038192666931929,-0.6485779655207821,0.7552769937205391,-0.22988111974444725,1.8622230793666568,0.9284462602085279,0.9286831455486019,0.11005581063607561,1.2237152820059016,1.4962351715051263,0.8530036486697506,-0.6604754243117649,0.9948295549259659,-0.09396428101904296,0.635772974555137,-1.3283378971276987,0.8375752032108491,0.5014422985684927,1.0085066682329287,-0.419049544993985
METAB01_Smpl_7_nonCOVID,Control,-0.815275246257981,-0.04843132315376416,-0.5038981571507417,0.6197907359375413,0.01056706762860982,0.5054775832228525,0.8954396400590934,0.8966737618766834,0.48227032101754874,1.1864476814734353,0.9746927904225311,0.14733745377250268,-0.3362290951724572,-0.5548857714471325,0.3001072599016729,1.189346307198962,-0.10999712252638344,0.9762810487718725,0.06963470436569255,0.8538476092509193,0.20388615537957855,0.28783369258960334,-0.8488117115817332,1.0500132111255263,-0.8280524128250317,0.3129934818217658,-0.4184899429873963,1.0453426659727514,-0.5365329000932474,1.0502772209326086,0.4875291411769646
METAB01_Smpl_8_nonCOVID,Control,0.7566161461391734,-3.664954146657428,-0.30092328861963097,1.2961114245689476,0.47123943172895555,0.2980471103063205,1.0922437047192664,1.9184637252190435,1.2106435038104355,-0.3663755615462855,0.7096473449063615,1.5670266308242748,-0.12466252118447654,0.768553566384926,-0.35363905256627337,1.2279917148136807,1.0065668007084256,1.0932459287866,0.6640264084063979,1.2366066589195248,1.708989844011119,0.8848570988230455,-0.8540447100029843,1.3629093124926608,0.48103004541131494,1.8916011837380584,0.6091320760798989,-0.11613636249274902,-1.7700150964741976,0.5492995979851985,-0.12437667522972022
METAB01_Smpl_9_nonCOVID,Control,1.3417552461063198,-0.6158622350814533,-0.3368582502018381,1.1426685040031832,0.55363799610168,-0.4547561294972413,0.7330691101145266,0.05358872366432495,-0.052602309324131014,0.6107741240057531,0.08693141426035016,0.6651548571086253,0.011584799388587736,0.013706857812824304,-0.8229819122604503,0.8416263237533208,1.0724660463864866,0.4055200743051153,0.08605134433070821,0.28781716284644576,0.4326992341287899,1.9444306178872335,-0.8874819016332894,1.2287507881121842,0.12849296637039728,0.2377603237736511,-0.05947741883849593,-0.9689962099551088,-1.3566191148440947,-0.8992384252048392,-0.6717890744354361
